RUN: 1
recall	0,97	0,97	0,97	0,97	0,9733333333333334	0,9733333333333334	0,9733333333333334	0,9733333333333334	0,9733333333333334	0,9733333333333334	0,9733333333333334	0,9733333333333334	0,9733333333333334	
macro-avg. recall	0,9700000000000001	0,9700000000000001	0,9700000000000001	0,9700000000000001	0,9733333333333333	0,9733333333333333	0,9733333333333333	0,9733333333333333	0,9733333333333333	0,9733333333333333	0,9733333333333333	0,9733333333333333	0,9733333333333333	
macro-avg. Pos/Neg recall	0,965	0,965	0,965	0,965	0,97	0,97	0,97	0,97	0,97	0,97	0,97	0,97	0,97	
precision	0,3436426116838488	0,35051546391752575	0,35051546391752575	0,35738831615120276	0,3732876712328767	0,3801369863013699	0,3835616438356164	0,3801369863013699	0,3835616438356164	0,3835616438356164	0,386986301369863	0,386986301369863	0,3835616438356164	
macro-avg. precision	0,34027777777777773	0,3471506300114547	0,3471506300114547	0,35405854781775253	0,370890022675737	0,3777636054421769	0,38116496598639454	0,37776360544217685	0,38116496598639454	0,38116496598639454	0,3845663265306123	0,3845663265306123	0,38116496598639454	
macro-avg. Pos/Neg precision	0,010416666666666666	0,02072594501718213	0,02072594501718213	0,03618986254295532	0,06143707482993197	0,07174744897959184	0,07684948979591837	0,07684948979591837	0,07684948979591837	0,07684948979591837	0,0819515306122449	0,0819515306122449	0,0819515306122449	
positiveRecall	0,97	0,97	0,97	0,97	0,98	0,98	0,98	0,98	0,98	0,98	0,98	0,98	0,98	
positivePrecision	0,0	0,020618556701030927	0,020618556701030927	0,05154639175257732	0,10204081632653061	0,11224489795918367	0,12244897959183673	0,12244897959183673	0,12244897959183673	0,12244897959183673	0,1326530612244898	0,1326530612244898	0,1326530612244898	
neutralRecall	0,98	0,98	0,98	0,98	0,98	0,98	0,98	0,98	0,98	0,98	0,98	0,98	0,98	
neutralPrecision	1,0	1,0	1,0	0,9897959183673469	0,9897959183673469	0,9897959183673469	0,9897959183673469	0,9795918367346939	0,9897959183673469	0,9897959183673469	0,9897959183673469	0,9897959183673469	0,9795918367346939	
negativeRecall	0,96	0,96	0,96	0,96	0,96	0,96	0,96	0,96	0,96	0,96	0,96	0,96	0,96	
negativePrecision	0,020833333333333332	0,020833333333333332	0,020833333333333332	0,020833333333333332	0,020833333333333332	0,03125	0,03125	0,03125	0,03125	0,03125	0,03125	0,03125	0,03125	
f-Measure	0,5074947026970467	0,5149504254820829	0,5149504254820829	0,5223289408962642	0,5396222576379234	0,5467426874936743	0,550275945618522	0,5467426874936743	0,550275945618522	0,550275945618522	0,5537914135141486	0,5537914135141486	0,550275945618522	
cpu-time (for complete test-set)	32,252243	28,999927	31,245449	30,694966	30,139972	28,328612	29,11777	31,191291	29,232538	32,443297	32,516647	31,878022	31,79223	
training-size	100,0	150,0	200,0	250,0	300,0	350,0	400,0	450,0	500,0	550,0	600,0	650,0	709,0	
test-size	300,0	300,0	300,0	300,0	300,0	300,0	300,0	300,0	300,0	300,0	300,0	300,0	300,0	

RUN: 2
recall	0,95	0,95	0,95	0,95	0,95	0,95	0,95	0,95	0,95	0,95	0,95	0,95	0,9533333333333334	
macro-avg. recall	0,9500000000000001	0,9500000000000001	0,9500000000000001	0,9500000000000001	0,9500000000000001	0,9500000000000001	0,9500000000000001	0,9500000000000001	0,9500000000000001	0,9500000000000001	0,9500000000000001	0,9500000000000001	0,9533333333333333	
macro-avg. Pos/Neg recall	0,935	0,935	0,935	0,935	0,935	0,935	0,935	0,935	0,935	0,935	0,935	0,935	0,94	
precision	0,3649122807017544	0,3719298245614035	0,37894736842105264	0,37543859649122807	0,37543859649122807	0,37543859649122807	0,37894736842105264	0,3824561403508772	0,3824561403508772	0,3824561403508772	0,38596491228070173	0,38596491228070173	0,3881118881118881	
macro-avg. precision	0,3553873162168093	0,3625557749981713	0,3697242337795333	0,3663228732353156	0,3663228732353156	0,3663228732353156	0,36986897252609574	0,3734532019167767	0,3734532019167767	0,3734532019167767	0,37685456246099447	0,37685456246099447	0,3798668403531625	
macro-avg. Pos/Neg precision	0,04838709677419355	0,05913978494623656	0,06989247311827956	0,06989247311827956	0,06989247311827956	0,06989247311827956	0,07521162205444977	0,08058796614047128	0,08058796614047128	0,08058796614047128	0,08058796614047128	0,08058796614047128	0,0851063829787234	
positiveRecall	0,93	0,93	0,93	0,93	0,93	0,93	0,93	0,93	0,93	0,93	0,93	0,93	0,94	
positivePrecision	0,0967741935483871	0,11827956989247312	0,13978494623655913	0,13978494623655913	0,13978494623655913	0,13978494623655913	0,13978494623655913	0,15053763440860216	0,15053763440860216	0,15053763440860216	0,15053763440860216	0,15053763440860216	0,1595744680851064	
neutralRecall	0,98	0,98	0,98	0,98	0,98	0,98	0,98	0,98	0,98	0,98	0,98	0,98	0,98	
