recall	0,9605333333333331	0,9606333333333332	0,9607333333333332	0,9608	0,9608666666666665	0,9610333333333333	0,9611666666666667	0,9612666666666666	0,9613666666666667	0,9614666666666666	0,9614999999999999	0,9616333333333332	0,9616666666666666	
recall StdDev	0,009786956206324405	0,00971761795737166	0,00961176794625993	0,009583000286995779	0,009494756069381646	0,009460117713881465	0,009432553417450867	0,009389680798591555	0,00947671255278332	0,009479376870796198	0,009468181696950309	0,009362328698203169	0,00932635621849464	
macro-avg. recall	0,9605333333333331	0,960633333333333	0,9607333333333332	0,9607999999999999	0,9608666666666664	0,9610333333333333	0,9611666666666667	0,9612666666666666	0,9613666666666666	0,9614666666666665	0,9614999999999998	0,9616333333333332	0,9616666666666666	
macro-avg. recall StdDev	0,00978695620632441	0,00971761795737166	0,009611767946259935	0,009583000286995783	0,009494756069381648	0,009460117713881468	0,009432553417450872	0,009389680798591562	0,009476712552783323	0,009479376870796204	0,009468181696950313	0,009362328698203172	0,009326356218494645	
macro-avg. Pos/Neg recall	0,9573500000000001	0,9575	0,9575500000000001	0,9575500000000001	0,95765	0,9578	0,95795	0,95805	0,9581999999999999	0,95825	0,95825	0,9583999999999999	0,95845	
macro-avg. Pos/Neg recall StdDev	0,012338962679253067	0,012175069742400785	0,01213341242065466	0,01213341242065466	0,011943786686141062	0,012088060726237774	0,01202050016606731	0,011931940836310417	0,012050399213807034	0,01200536496233196	0,01200536496233196	0,011867960433388914	0,011799995719910198	
precision	0,36626868553279884	0,3708791124470929	0,3750392352168636	0,3776756825319987	0,3810116717129064	0,38309629821605407	0,3857118465464671	0,38792063064562193	0,3899323655916382	0,3916961747275191	0,39345094445483086	0,39495912327886906	0,39609437696537086	
precision StdDev	0,012587706581818231	0,01187767129980686	0,012692786156414197	0,012976690592199722	0,014230390742308884	0,014036186462729871	0,0139541079776981	0,013679791169882886	0,01362539660997939	0,012993468045603373	0,012814131784566283	0,0123347164596048	0,012993765021182256	
macro-avg. precision	0,3642773312130471	0,3689655738900678	0,3731354602125652	0,3757472720476836	0,37913330795224764	0,38122216997026426	0,3838543083038822	0,3860702587131988	0,3881248015197923	0,38987323852720607	0,39161826217995016	0,39314266825032734	0,39429540031600724	
macro-avg. precision StdDev	0,012170793214961697	0,011310494563840309	0,011813027176769561	0,011978142084680106	0,013273198106157692	0,012946463213400627	0,012616068053711222	0,012553296417538582	0,01260080627952512	0,012080357537616427	0,01192535676796426	0,01145019862525309	0,012093430733073007	
