recall	0,9629999999999999	0,9643333333333329	0,9652999999999996	0,9659999999999995	0,9667666666666662	0,9671666666666664	0,9677999999999999	0,9684	0,9689666666666666	0,969566666666667	
recall StdDev	0,011256622941401806	0,010798636485403296	0,010359367660069715	0,01018350154434631	0,009999494936740499	0,009987365756167885	0,009619238112401377	0,009633928074565614	0,009613110669561132	0,009495169780380404	
macro-avg. recall	0,9629999999999995	0,9643333333333328	0,9652999999999993	0,9659999999999992	0,9667666666666659	0,967166666666666	0,9677999999999993	0,9683999999999996	0,9689666666666663	0,9695666666666669	
macro-avg. recall StdDev	0,01125662294140181	0,010798636485403312	0,010359367660069728	0,010183501544346314	0,009999494936740507	0,009987365756167883	0,009619238112401386	0,009633928074565623	0,00961311066956114	0,009495169780380409	
macro-avg. Pos/Neg recall	0,9591499999999996	0,9607999999999995	0,9618999999999995	0,9626999999999994	0,9634999999999994	0,9640499999999993	0,9647499999999992	0,9655499999999995	0,9661499999999994	0,9665499999999996	
macro-avg. Pos/Neg recall StdDev	0,015424220098811012	0,014919311598926357	0,014456133576437304	0,014095991263368803	0,01380784435227185	0,013738080232872731	0,01334043371548211	0,013293406127274027	0,013197317603179522	0,013078917417281944	
precision	0,3582079167756062	0,37179672064547165	0,37986942621752434	0,3869075561633358	0,39193743549645677	0,39673244184398215	0,40142869112459567	0,40634372012743314	0,411752167326311	0,4182359792787959	
precision StdDev	0,012236735071719664	0,013259435000371462	0,014001322620190281	0,015011508383504827	0,01524042758552613	0,015042257661184485	0,015706529211711708	0,015592029503517315	0,01584156966512903	0,014711229327202258	
macro-avg. precision	0,3557623997161962	0,3696922359053933	0,3779218786601045	0,3850874411265097	0,3901345674883292	0,3950259633991554	0,3997816357793459	0,40482661787233487	0,41026858926975374	0,4166401066805484	
macro-avg. precision StdDev	0,010758675343780975	0,012584323156936686	0,012854320888357283	0,01368138488828122	0,014330592782849172	0,013842994339224767	0,014823140316023145	0,014828132375833743	0,015217922682548825	0,014057713579711962	
macro-avg. Pos/Neg precision	0,03890190289615806	0,06159525630301958	0,0751797768262603	0,08703254784412252	0,09536500047992838	0,10239717305516768	0,1097694947633381	0,11686963701975596	0,12467340430625513	0,1339230434748202	
macro-avg. Pos/Neg precision StdDev	0,01692551321985771	0,019637110105944756	0,01983799099033731	0,019085554478467673	0,02008426610352063	0,019364899274298967	0,020732313254877968	0,02164062514752637	0,021574870844699858	0,019078079176631832	
positiveRecall	0,9513999999999999	0,9534999999999997	0,9550999999999996	0,9563999999999997	0,9575999999999997	0,9585999999999999	0,9594999999999999	0,9603999999999999	0,961	0,9615999999999998	
positiveRecall StdDev	0,021130666115980582	0,0209557012323953	0,020275626010089302	0,01982346329402853	0,019649453175623232	0,01933333333333333	0,01882267062063535	0,018798237613503486	0,01872178011047695	0,018787487776967333	
positivePrecision	0,06187776287221614	0,09757120938443857	0,11877409828177807	0,13473414570247588	0,14503663435329323	0,15158542651937118	0,16027135133777834	0,1670895545924378	0,17489799150841942	0,18549350183549776	
positivePrecision StdDev	0,02915465306522743	0,03504173592092166	0,03645698924684637	0,03423506990080479	0,035871114729749104	0,034303880066701854	0,03644983536797864	0,03700423410237327	0,037139131114459135	0,03571878524419646	
neutralRecall	0,9706999999999997	0,9713999999999997	0,9720999999999996	0,9725999999999998	0,9732999999999998	0,9733999999999999	0,9738999999999999	0,9740999999999999	0,9745999999999997	0,9755999999999997	
neutralRecall StdDev	0,016832808272639315	0,01663755032473474	0,016161745580289908	0,01573903337937791	0,015894538799108442	0,01577749323971629	0,015627934067954197	0,015576140780570832	0,015401692154179733	0,015395132380401974	
neutralPrecision	0,9894833933562717	0,9858861951101403	0,9834060823277924	0,9811972276912841	0,9796737015051309	0,9802835440871303	0,9798059178113614	0,9807405795774932	0,981458959196751	0,9820742330920047	
neutralPrecision StdDev	0,013275477766593147	0,014050129770048138	0,0160478352992501	0,017196225311729048	0,016859589225752713	0,016093146500615326	0,016566338157214436	0,01607942136942941	0,016453062640164842	0,015717902084670075	
negativeRecall	0,9668999999999994	0,9680999999999994	0,9686999999999995	0,9689999999999995	0,9693999999999994	0,9694999999999995	0,9699999999999994	0,9706999999999992	0,9712999999999989	0,971499999999999	
negativeRecall StdDev	0,017097167347637787	0,01655691134032291	0,016370397032140035	0,01617455290313033	0,015879597481095558	0,015914861868166763	0,015634719199411434	0,01577973383805951	0,015285498508274601	0,015200677815828031	
negativePrecision	0,015926042920099966	0,025619303221600605	0,03158545537074259	0,03933094998576898	0,04569336660656344	0,05320891959096418	0,05926763818889774	0,06664971944707411	0,07444881710409071	0,08235258511414259	
negativePrecision StdDev	0,016146561893992897	0,017808427737581227	0,016472735432740703	0,016956174075249037	0,01806843962501778	0,019590086492959066	0,02149590141482801	0,022094717285147166	0,023799711851025834	0,02260614704746101	
f-Measure	0,5220345688424365	0,5365286461780083	0,5450194430406841	0,5523265108010108	0,5575648992052661	0,5624802237496682	0,5672857336985438	0,5722881855637327	0,5777293727078405	0,5842215178528152	
f-Measure StdDev	0,012828365661628356	0,013782246673899698	0,01412183378129265	0,015077839531594632	0,015327214675033486	0,01509879194974151	0,015715403168292626	0,015481204594441213	0,015571139550820208	0,014324383973766074	
cpu-time (for complete test-set)	27,43371724999999	27,76503592999999	28,15071269	28,27131987	29,18581221999999	30,763665300000003	32,296190429999996	32,946558700000004	34,05958637000001	34,84537217	
cpu-time (for complete test-set) StdDev	1,7612811783484754	1,8672240006203353	2,1674855958023613	2,1802193945716137	2,4261566120277998	3,1050751937623464	3,5489006510239793	3,7690978362468486	3,8504424126407906	3,9271936561032836	
training-size	200,0	400,0	600,0	800,0	1000,0	1200,0	1400,0	1600,0	1800,0	2059,0	
training-size StdDev	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	
test-size	300,0	300,0	300,0	300,0	300,0	300,0	300,0	300,0	300,0	300,0	
test-size StdDev	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	
