recall	0,926605504587156	0,926605504587156	
recall StdDev	0,0	0,0	
macro-avg. recall	0,9274716615142147	0,9274716615142147	
macro-avg. recall StdDev	0,0	0,0	
macro-avg. Pos/Neg recall	0,9337606837606838	0,9337606837606838	
macro-avg. Pos/Neg recall StdDev	0,0	0,0	
precision	0,504950495049505	0,5643564356435643	
precision StdDev	0,0	0,0	
macro-avg. precision	0,4219866241070071	0,48899908800729586	
macro-avg. precision StdDev	0,0	0,0	
macro-avg. Pos/Neg precision	0,1446078431372549	0,26838235294117646	
macro-avg. Pos/Neg precision StdDev	0,0	0,0	
positiveRecall	0,9444444444444444	0,9444444444444444	
positiveRecall StdDev	0,0	0,0	
positivePrecision	0,20588235294117646	0,4117647058823529	
positivePrecision StdDev	0,0	0,0	
neutralRecall	0,9148936170212766	0,9148936170212766	
neutralRecall StdDev	0,0	0,0	
neutralPrecision	0,9767441860465116	0,9302325581395349	
neutralPrecision StdDev	0,0	0,0	
negativeRecall	0,9230769230769231	0,9230769230769231	
negativeRecall StdDev	0,0	0,0	
negativePrecision	0,08333333333333333	0,125	
negativePrecision StdDev	0,0	0,0	
f-Measure	0,6536802030456853	0,7014743511636408	
f-Measure StdDev	0,0	0,0	
cpu-time (for complete test-set)	68,341997	28,460712	
cpu-time (for complete test-set) StdDev	0,0	0,0	
training-size	100,0	600,0	
training-size StdDev	0,0	0,0	
test-size	109,0	109,0	
test-size StdDev	0,0	0,0	
