RUN: 1
recall	0,9341917024320457	0,9583975346687211	0,9616026711185309	0,9617486338797814	0,969939879759519	0,9710467706013363	0,9699248120300752	0,9713467048710601	0,9665551839464883	0,9678714859437751	0,964824120603015	0,9664429530201343	0,9696969696969697	0,9591836734693877	
macro-avg. recall	0,9377537572629597	0,9595447397300569	0,9624893998871086	0,9617512106962381	0,9720732554618244	0,9733943905204928	0,973205449521239	0,9750669009889052	0,9707933087949248	0,9729368670545141	0,9694489907255864	0,9734018264840182	0,9730612244897959	0,9688405797101449	
macro-avg. Pos/Neg recall	0,9465079365079365	0,9606285850049214	0,9632376459299536	0,9602049410443572	0,9774231879137667	0,9792303417616004	0,9808608058608058	0,9840727441213946	0,9810126582278481	0,9846153846153847	0,9807692307692308	0,9875	0,98	0,975	
precision	0,442572741194487	0,5273311897106109	0,53125	0,5795454545454546	0,609504132231405	0,6055045871559633	0,6201550387596899	0,6194690265486725	0,6124567474048442	0,6307053941908713	0,6302083333333334	0,6180555555555556	0,6458333333333334	0,6382978723404256	
macro-avg. precision	0,4118951384862086	0,4119384818460554	0,4107671141366586	0,47661777866019817	0,5178990957908868	0,5174175005394163	0,5301938051795276	0,5371794871794872	0,5275777290702663	0,5462795480494594	0,5497703342519964	0,521832032701598	0,5576122931442081	0,552099946836789	
macro-avg. Pos/Neg precision	0,31450937439597965	0,12989402413894613	0,1179956896551724	0,21695095948827292	0,2790807865434731	0,28607649956534337	0,31177422425280793	0,325	0,31002331002331	0,33711843711843714	0,3415094339622642	0,3044871794871795	0,36833333333333335	0,3508771929824561	
positiveRecall	0,9485714285714286	0,9813664596273292	0,9797297297297297	0,9781021897810219	0,9767441860465116	0,9830508474576272	0,9809523809523809	0,979381443298969	0,9746835443037974	0,9692307692307692	0,9615384615384616	0,975	0,96	0,95	
positivePrecision	0,5060240963855421	0,12025316455696203	0,11724137931034483	0,291044776119403	0,3492063492063492	0,3620689655172414	0,39805825242718446	0,4	0,36363636363636365	0,4126984126984127	0,4	0,358974358974359	0,4166666666666667	0,3684210526315789	
neutralRecall	0,9202453987730062	0,9573770491803278	0,9609929078014184	0,96484375	0,9613733905579399	0,9617224880382775	0,9578947368421052	0,9570552147239264	0,950354609929078	0,9495798319327731	0,9468085106382979	0,9452054794520548	0,9591836734693877	0,9565217391304348	
neutralPrecision	0,6066666666666667	0,976027397260274	0,996309963099631	0,9959514170040485	0,9955357142857143	0,9800995024875622	0,967032967032967	0,9615384615384616	0,9626865671641791	0,9646017699115044	0,9662921348314607	0,9565217391304348	0,9361702127659575	0,9545454545454546	
