recall	0,9986535303776695	0,998604651162792	0,9986247544204317	0,9986274509803912	0,9985574572127127	0,9984958217270185	0,9985436893203874	0,9985328185328183	0,9984688995215311	0,998364779874213	0,9985321100917433	0,9988135593220341	
recall StdDev	6,340277827017554E-4	7,447821107213406E-4	9,048451600625395E-4	0,0010571603204660488	0,001208584524263329	0,0013952876489192916	0,0016181229773462593	0,001883520197739625	0,0022431874270916427	0,0027726037879044537	0,0033803022860318215	0,0043463118640040994	
macro-avg. recall	0,9982223903974359	0,9981594895208532	0,9981811895805174	0,9981871328091643	0,9980928184928218	0,9980264927566022	0,9980810952033268	0,9980826732933096	0,9980217057533419	0,9978956489056159	0,9980854475247163	0,998606110120816	
macro-avg. recall StdDev	8,385853531362312E-4	9,850946877099525E-4	0,0012004251529046921	0,0014008406523121839	0,001603036905406618	0,0018382594574237903	0,002144585516872007	0,0024753383483878547	0,002916339161824926	0,003600324610915538	0,004493453493785963	0,0052030651650639415	
macro-avg. Pos/Neg recall	0,9973335855961541	0,9972392342812785	0,9972717843707773	0,9972806992137464	0,9971392277392329	0,9970397391349032	0,9971216428049898	0,9971240099399641	0,9970325586300128	0,9968434733584237	0,9971281712870744	0,997909165181224	
macro-avg. Pos/Neg recall StdDev	0,001257878029704359	0,001477642031564923	0,0018006377293570477	0,0021012609784682875	0,0024045553581099346	0,0027573891861356675	0,0032168782753080006	0,0037130075225817764	0,004374508742737408	0,005400486916373303	0,006740180240678943	0,007804597747595917	
precision	0,5472247428917122	0,5702438109527381	0,5865633556610925	0,597180884969223	0,6052298767917925	0,6100024898460963	0,6162744294540412	0,6198705516147378	0,622491028708134	0,6241027784412065	0,625598878695209	0,6249444769140853	
precision StdDev	0,021102633237207874	0,02155332413643035	0,018653907143002173	0,020221180591948884	0,020119442549419206	0,019620391483264516	0,019362562172568824	0,020745915647489052	0,02768608432311524	0,0372531861127722	0,04747891490297772	0,061227579461211726	
macro-avg. precision	0,4425163661581592	0,4712203314495697	0,49183756595253514	0,5059155983586067	0,5159578757194425	0,521937215757847	0,5290802322231106	0,533048874760256	0,5363202592460021	0,5392706370016999	0,5416274996159225	0,5402208033833972	
macro-avg. precision StdDev	0,02246588033191579	0,02099794361116747	0,01844239850404923	0,017466259609728956	0,017093724113507312	0,017599703349493526	0,018149887675438337	0,020522896217425403	0,025326077397011343	0,03147015937775563	0,03844825102259065	0,056706933199481356	
macro-avg. Pos/Neg precision	0,1741569213526441	0,21829064441736704	0,24944364593094254	0,2701055323964443	0,2852936834577318	0,2937453307796022	0,30506788275910407	0,31250350547569544	0,3185711914734626	0,3239589548123042	0,3289241780058778	0,325636405393824	
macro-avg. Pos/Neg precision StdDev	0,03696320415343785	0,03301943994385178	0,029421743779115845	0,026849347936279466	0,023313197479835724	0,025700434560317318	0,027402859937063068	0,031181013197932546	0,0372127350254603	0,04552106467905911	0,057009699963279564	0,08073000296596605	
positiveRecall	0,9946671711923074	0,9944784685625578	0,9945435687415538	0,9945613984274925	0,994278455478466	0,9940794782698069	0,9942432856099795	0,994248019879928	0,9940651172600263	0,9936869467168475	0,9942563425741491	0,9958183303624479	
positiveRecall StdDev	0,002515756059408706	0,0029552840631298463	0,003601275458714093	0,0042025219569365715	0,004809110716219868	0,0055147783722713445	0,006433756550615993	0,00742601504516356	0,008749017485474823	0,010800973832746624	0,013480360481357903	0,015609195495191837	
positivePrecision	0,22059679856344477	0,27038378063684887	0,3089628677177061	0,3341273215239924	0,34838656045615757	0,35969710959091417	0,3729834911618072	0,38300903142465303	0,39093758668387246	0,39350849024681744	0,39855665025324716	0,3931827667740644	
positivePrecision StdDev	0,057913699499225826	0,0457139263042247	0,04523167424124709	0,039534122790528765	0,03716176972885723	0,04065434396285636	0,04931669673132143	0,05238730319533628	0,058870924490726284	0,06943728770528139	0,09443235305014325	0,1266124251566486	
neutralRecall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
