RUN: 1
recall	0,9566666666666667	0,96	0,9633333333333334	0,9633333333333334	0,9633333333333334	0,9633333333333334	0,9633333333333334	0,9633333333333334	0,9633333333333334	0,9633333333333334	0,9633333333333334	
macro-avg. recall	0,9612183259879737	0,9653335523254222	0,9694487786628708	0,9694487786628708	0,9694487786628708	0,9694487786628708	0,9694487786628708	0,9694487786628708	0,9694487786628708	0,9694487786628708	0,9694487786628708	
macro-avg. Pos/Neg recall	0,9662177328843995	0,9723905723905724	0,9785634118967452	0,9785634118967452	0,9785634118967452	0,9785634118967452	0,9785634118967452	0,9785634118967452	0,9785634118967452	0,9785634118967452	0,9785634118967452	
precision	0,578397212543554	0,5590277777777778	0,5605536332179931	0,5813148788927336	0,5813148788927336	0,5778546712802768	0,5847750865051903	0,5778546712802768	0,5778546712802768	0,5847750865051903	0,5847750865051903	
macro-avg. precision	0,37846721180054516	0,3566001899335233	0,36659273684590143	0,39190919254210393	0,39190919254210393	0,39185509755130005	0,4002939161167009	0,39185509755130005	0,39185509755130005	0,4002939161167009	0,4002939161167009	
macro-avg. Pos/Neg precision	0,0677008177008177	0,0349002849002849	0,053094233473980304	0,09106891701828411	0,09106891701828411	0,09739803094233473	0,110056258790436	0,09739803094233473	0,09739803094233473	0,110056258790436	0,110056258790436	
positiveRecall	0,9506172839506173	0,9629629629629629	0,9753086419753086	0,9753086419753086	0,9753086419753086	0,9753086419753086	0,9753086419753086	0,9753086419753086	0,9753086419753086	0,9753086419753086	0,9753086419753086	
positivePrecision	0,11688311688311688	0,05128205128205128	0,05063291139240506	0,12658227848101267	0,12658227848101267	0,13924050632911392	0,16455696202531644	0,13924050632911392	0,13924050632911392	0,16455696202531644	0,16455696202531644	
neutralRecall	0,9512195121951219	0,9512195121951219	0,9512195121951219	0,9512195121951219	0,9512195121951219	0,9512195121951219	0,9512195121951219	0,9512195121951219	0,9512195121951219	0,9512195121951219	0,9512195121951219	
neutralPrecision	1,0	1,0	0,9935897435897436	0,9935897435897436	0,9935897435897436	0,9807692307692307	0,9807692307692307	0,9807692307692307	0,9807692307692307	0,9807692307692307	0,9807692307692307	
negativeRecall	0,9818181818181818	0,9818181818181818	0,9818181818181818	0,9818181818181818	0,9818181818181818	0,9818181818181818	0,9818181818181818	0,9818181818181818	0,9818181818181818	0,9818181818181818	0,9818181818181818	
negativePrecision	0,018518518518518517	0,018518518518518517	0,05555555555555555	0,05555555555555555	0,05555555555555555	0,05555555555555555	0,05555555555555555	0,05555555555555555	0,05555555555555555	0,05555555555555555	0,05555555555555555	
