recall	0,9990000000000001	0,9990000000000001	0,9986	0,9986	0,9983999999999998	0,9988000000000002	0,9988000000000001	0,9984000000000001	0,9982000000000001	0,9981999999999998	0,9986	0,9992000000000002	0,9983050847457627	
recall StdDev	0,004380858271151807	0,004380858271151806	0,005128647999524863	0,0051286479995248675	0,0054531984868858106	0,004773665131518843	0,004773665131518844	0,005453198486885817	0,005752469825293238	0,005752469825293241	0,005128647999524864	0,003938927711338652	0,005110361772504451	
macro-avg. recall	0,9989763338513338	0,9987720722260195	0,9980477022977021	0,9980313714063714	0,998061400201106	0,9980952380952381	0,9985416421813481	0,9976536426536426	0,9977305796055796	0,9977791837791837	0,9983322404719465	0,9989102564102563	0,9979581053478113	
macro-avg. recall StdDev	0,004553865973671495	0,005499747324300291	0,0075180930314314234	0,007298473011527973	0,006715230765406669	0,007735688148338778	0,005865414810462724	0,008143565789729343	0,007345976603035504	0,007170449985548638	0,006183049029462928	0,005527699455405904	0,006246565815018979	
macro-avg. Pos/Neg recall	0,9984645007770009	0,9981581083390293	0,9970715534465535	0,9970470571095571	0,9970921003016591	0,9971428571428571	0,9978124632720221	0,9964804639804639	0,9965958694083693	0,9966687756687758	0,9974983607079194	0,9983653846153845	0,996937158021717	
macro-avg. Pos/Neg recall StdDev	0,006830798960507254	0,00824962098645044	0,011277139547147146	0,01094770951729198	0,01007284614811002	0,011603532222508185	0,008798122215694114	0,012215348684594023	0,011018964904553268	0,010755674978322987	0,009274573544194413	0,008291549183108867	0,009369848722528485	
precision	0,5123061224489797	0,5621428571428572	0,5740326530612245	0,5871591836734693	0,5866938775510203	0,6025142857142856	0,6047428571428566	0,6115999999999999	0,6211224489795916	0,6149224489795916	0,6188938775510205	0,6176816326530612	0,6247691408533022	
precision StdDev	0,08208818222625097	0,07066460429309922	0,06096637075516137	0,06736317639375272	0,06479377980067073	0,0705397411195952	0,06522242059242353	0,07364216565202808	0,05829963724026288	0,07165649227062706	0,055692350794834	0,0606725864608141	0,05949939094099021	
macro-avg. precision	0,40622577079442346	0,44807952194176054	0,47977484937286763	0,4846822812705385	0,5037570657352554	0,5202436585942255	0,5142163563130344	0,5262348311162945	0,530573432644209	0,5332834188021881	0,533034086254748	0,5340342727840311	0,5414575017110618	
macro-avg. precision StdDev	0,04847059851144149	0,055744500991478534	0,05192533515007427	0,05606318045736885	0,05815969893117292	0,0579607508151827	0,060178003640868276	0,06267104472732274	0,055568924708378604	0,0635376926778908	0,05976512603410294	0,05820134110324761	0,05544118030345644	
macro-avg. Pos/Neg precision	0,14871921905493882	0,18448867212508857	0,22971588275845234	0,23695946970985676	0,26467242999425156	0,2917721644755314	0,2837082808187683	0,30427266274989717	0,30811586018900267	0,31291948505570794	0,31417099730335013	0,31658273763130573	0,3274358952146003	
macro-avg. Pos/Neg precision StdDev	0,13916333410410486	0,092815479122505	0,07740713078411664	0,08508756266095238	0,08667521359628878	0,08337958672155953	0,08886114667786285	0,09099371531280978	0,08365836095039007	0,0950428089956273	0,09074335607732568	0,08910426790449585	0,08536667267650519	
positiveRecall	0,9969290015540015	0,9963162166780587	0,9941431068931069	0,9940941142191142	0,9941842006033181	0,9942857142857143	0,9956249265440441	0,992960927960928	0,9931917388167387	0,9933375513375512	0,9949967214158391	0,9967307692307692	0,9938743160434336	
positiveRecall StdDev	0,013661597921014509	0,01649924197290089	0,02255427909429431	0,021895419034583953	0,020145692296219944	0,023207064445016357	0,01759624443138823	0,024430697369188036	0,022037929809106536	0,021511349956645966	0,018549147088388826	0,01658309836621773	0,018739697445056942	
positivePrecision	0,17056203028997147	0,22415913231934897	0,28981516398118556	0,29871644403068537	0,33145075499835547	0,3644555994401194	0,3496839345295226	0,37361859614413784	0,38684030052334994	0,3886869560178383	0,37940699651225956	0,3813832746201166	0,392034452303802	
positivePrecision StdDev	0,18204586059462996	0,13090185985899067	0,13473365444786217	0,13670674404322622	0,13211077608042443	0,14204719850250613	0,1535810593114083	0,14898172961407996	0,1369667361908848	0,15669677761067585	0,14527887040179618	0,11528103429580558	0,13159190372489638	
