recall	0,9992	0,9982	0,9986	0,9980000000000001	0,9986	0,9984000000000001	0,9984000000000001	0,9996	0,9989999999999999	0,9978	0,9994	0,9981355932203394	
recall StdDev	0,003938927711338652	0,005752469825293239	0,005128647999524861	0,006030226891555282	0,005128647999524863	0,005453198486885819	0,005453198486885821	0,0028141058827257912	0,004380858271151806	0,006289320754704407	0,0034289321599553055	0,00532993284296982	
macro-avg. recall	0,998873015873016	0,9974201496388028	0,9982081317375436	0,9976342517131992	0,9983456682206683	0,9974922669922671	0,9977175925925927	0,9996329365079365	0,9985978835978837	0,9970787331576806	0,9991372549019607	0,9974536643267295	
macro-avg. recall StdDev	0,005590581084562002	0,00887989360057165	0,006709133548902915	0,007308126980975015	0,006174566781814042	0,008796650459127382	0,008399386708183916	0,0026063381370165163	0,006287613437860118	0,008774776425086547	0,005057504499314779	0,007482700126639915	
macro-avg. Pos/Neg recall	0,9983095238095239	0,9961302244582043	0,9973121976063153	0,9964513775697986	0,9975185023310023	0,9962384004884004	0,9965763888888888	0,9994494047619048	0,9978968253968254	0,9956180997365209	0,9987058823529412	0,9961804964900939	
macro-avg. Pos/Neg recall StdDev	0,008385871626843013	0,013319840400857506	0,01006370032335439	0,010962190471462527	0,009261850172721063	0,013194975688691093	0,012599080062275891	0,003909507205524783	0,009431420156790188	0,013162164637629824	0,007586256748972203	0,011224050189959901	
precision	0,5432979591836736	0,5594938775510204	0,5818448979591837	0,5989877551020405	0,6074285714285713	0,6035795918367347	0,6138040816326525	0,6062489795918367	0,609391836734694	0,6221387755102041	0,6291591836734692	0,6240794856808882	
precision StdDev	0,07131589734972747	0,06547918524341745	0,06772140243267133	0,07073465640779791	0,0675100939059273	0,05975587183375886	0,06857413733594159	0,06746320791910446	0,06711029543547005	0,06132284054039463	0,06748881116820084	0,0584762653732409	
macro-avg. precision	0,44618348716885525	0,4677581096062775	0,4870519633847089	0,5056877743307786	0,5157306131543649	0,5123457623076536	0,5218001288586964	0,5270179752367984	0,5184431671120864	0,535836103115768	0,5429902695662341	0,5435123664725164	
macro-avg. precision StdDev	0,05971793223790189	0,055586971150930975	0,05100852593311361	0,06754413781477978	0,06284528246144602	0,05469519458485655	0,06274358050033674	0,05684437944050971	0,0649047169646765	0,05608397765646361	0,06528561663214368	0,055316018153680646	
macro-avg. Pos/Neg precision	0,1853667323818252	0,21322578092608538	0,23941994116994117	0,269991636352124	0,2855456788009033	0,2820196978374223	0,2978687279352915	0,30280423985629085	0,2935376551179484	0,31598746046694964	0,3302210887294008	0,33194850825652417	
macro-avg. Pos/Neg precision StdDev	0,0954548711363845	0,08075195503212716	0,07562070228252024	0,09880480692500195	0,08882982054333498	0,08031785869541841	0,09197655840164451	0,08180795485915275	0,09738821778968636	0,08266416994385029	0,0955703873135423	0,08391340900278914	
positiveRecall	0,9966190476190476	0,9922604489164086	0,9946243952126305	0,9929027551395971	0,9950370046620045	0,992476800976801	0,9931527777777778	0,9988988095238095	0,9957936507936508	0,9912361994730415	0,9974117647058824	0,9923609929801879	
positiveRecall StdDev	0,01677174325368601	0,026639680801715002	0,0201274006467088	0,021924380942925058	0,018523700345442134	0,02638995137738218	0,025198160124551776	0,00781901441104956	0,018862840313580393	0,026324329275259614	0,015172513497944374	0,0224481003799198	
positivePrecision	0,23692927922610577	0,25915890035317257	0,3065232194276311	0,3218648414279218	0,35175263625263625	0,3448814617614927	0,37470434351510185	0,38033569990381133	0,3486417422446835	0,40415578161088994	0,3915480612980445	0,4163666674742527	
positivePrecision StdDev	0,1416785903051063	0,1340288559656852	0,1327709613948094	0,15289596702274938	0,134878878999953	0,1173590591986866	0,14055438157291728	0,13125299390925174	0,14319089004185018	0,12523923082539698	0,13542514276817466	0,13904189862262015	
neutralRecall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
neutralRecall StdDev	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	
neutralPrecision	0,9678169967429149	0,9768227669666609	0,9823160078142442	0,9770800502880879	0,9761004818612871	0,9729978912481161	0,9696629307055065	0,9754454459978139	0,968254191100362	0,9755333884134046	0,9685286312399009	0,9666400829045017	
neutralPrecision StdDev	0,07521925213044998	0,03272696659525159	0,028291457447358365	0,03630672593604421	0,03574127218136206	0,034794609378263446	0,032900874819856464	0,036358164508977865	0,038082435438496806	0,03474162576368493	0,03815982679462798	0,029875984645460464	
negativeRecall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
negativeRecall StdDev	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	
negativePrecision	0,13380418553754458	0,167292661498998	0,17231666291225106	0,21811843127632588	0,21933872134917018	0,2191579339133518	0,22103311235548062	0,22527277980877033	0,23843356799121362	0,2278191393230092	0,2688941161607569	0,24753034903879553	
negativePrecision StdDev	0,1376324266378531	0,10457027089468687	0,0967779182538229	0,101980440732262	0,10483340484930037	0,11250414303792033	0,10568042942293293	0,1012300976185233	0,11233114522234262	0,10130367130849723	0,11932178913837842	0,10038768119816761	
f-Measure	0,7011149898425231	0,714755580062466	0,7329464843333671	0,7462301066586454	0,7532160680992888	0,7505958965186136	0,757964134518365	0,7525822215694439	0,7548538376572478	0,7646405615314076	0,7700984036599374	0,7663901701109503	
f-Measure StdDev	0,05935481033417515	0,05397009587750198	0,05432114571242571	0,05527333423912656	0,05232935618814926	0,046783358501926116	0,05343464362155707	0,05204233909833744	0,052485193243331126	0,047786911252766136	0,05146077735537594	0,04379512903964464	
cpu-time (for complete test-set)	17,14653000999999	17,216555740000004	17,65895044	17,555411559999992	17,242261989999996	17,43858984	16,876120389999997	17,303545810000003	17,484814130000007	17,52296643	17,64139706	20,037711990000002	
