RUN: 1
recall	0,98	0,98	0,9833333333333333	0,9833333333333333	0,9833333333333333	
macro-avg. recall	0,98	0,98	0,9833333333333334	0,9833333333333334	0,9833333333333334	
macro-avg. Pos/Neg recall	0,975	0,975	0,98	0,98	0,98	
precision	0,3877551020408163	0,4387755102040816	0,4542372881355932	0,47796610169491527	0,4711864406779661	
macro-avg. precision	0,38769347164045254	0,43645480685245047	0,45270575167482385	0,47683015724252836	0,47009615050852166	
macro-avg. Pos/Neg precision	0,5209341468546181	0,20013675573322112	0,22956367801728628	0,5839321045506612	0,30615432677288346	
positiveRecall	0,97	0,97	0,97	0,97	0,97	
positivePrecision	0,10309278350515463	0,2268041237113402	0,2268041237113402	0,30927835051546393	0,30927835051546393	
neutralRecall	0,99	0,99	0,99	0,99	0,99	
neutralPrecision	0,12121212121212122	0,9090909090909091	0,898989898989899	0,26262626262626265	0,797979797979798	
negativeRecall	0,98	0,98	0,99	0,99	0,99	
negativePrecision	0,9387755102040817	0,17346938775510204	0,23232323232323232	0,8585858585858586	0,30303030303030304	
f-Measure	0,5556550283497463	0,606156501726122	0,6214187463155826	0,6432630968490238	0,6370945814721305	
cpu-time (for complete test-set)	29,615112	26,028145	29,869472	32,4581	28,082248	
training-size	200,0	400,0	600,0	800,0	984,0	
test-size	300,0	300,0	300,0	300,0	300,0	

RUN: 2
recall	0,97	0,9733333333333334	0,9733333333333334	0,9733333333333334	0,9733333333333334	
macro-avg. recall	0,9700000000000001	0,9733333333333333	0,9733333333333333	0,9733333333333333	0,9733333333333333	
macro-avg. Pos/Neg recall	0,955	0,96	0,96	0,96	0,96	
precision	0,41237113402061853	0,4143835616438356	0,4246575342465753	0,4417808219178082	0,4417808219178082	
macro-avg. precision	0,405109649122807	0,4075	0,41805555555555557	0,4352777777777778	0,4352777777777778	
macro-avg. Pos/Neg precision	0,16266447368421053	0,15625	0,17708333333333334	0,19791666666666669	0,19791666666666666	
positiveRecall	0,95	0,96	0,96	0,96	0,96	
positivePrecision	0,23157894736842105	0,20833333333333334	0,23958333333333334	0,25	0,2708333333333333	
neutralRecall	1,0	1,0	1,0	1,0	1,0	
neutralPrecision	0,89	0,91	0,9	0,91	0,91	
negativeRecall	0,96	0,96	0,96	0,96	0,96	
negativePrecision	0,09375	0,10416666666666667	0,11458333333333333	0,14583333333333334	0,125	
f-Measure	0,5787157879036468	0,5812905136389063	0,5913247974915077	0,6077248233358071	0,6077248233358071	
cpu-time (for complete test-set)	26,334524	29,42614	28,736273	29,512875	30,389145	
training-size	200,0	400,0	600,0	800,0	984,0	
test-size	300,0	300,0	300,0	300,0	300,0	

RUN: 3
recall	0,9733333333333334	0,9766666666666667	0,98	0,9833333333333333	0,9833333333333333	
macro-avg. recall	0,9733333333333333	0,9766666666666666	0,98	0,9833333333333334	0,9833333333333334	
macro-avg. Pos/Neg recall	0,975	0,98	0,98	0,985	0,985	
precision	0,3972602739726027	0,4061433447098976	0,4387755102040816	0,4406779661016949	0,43728813559322033	
macro-avg. precision	0,3954344624447717	0,4052177572059752	0,4387755102040816	0,44148972720401286	0,43798529512815226	
macro-avg. Pos/Neg precision	0,5519145802650958	0,5408163265306123	0,5408163265306123	0,5499896928468357	0,2386105957534529	
positiveRecall	0,97	0,98	0,98	0,99	0,99	
positivePrecision	0,17525773195876287	0,19387755102040816	0,19387755102040816	0,20202020202020202	0,23232323232323232	
neutralRecall	0,97	0,97	0,98	0,98	0,98	
neutralPrecision	0,08247422680412371	0,13402061855670103	0,23469387755102042	0,22448979591836735	0,8367346938775511	
negativeRecall	0,98	0,98	0,98	0,98	0,98	
negativePrecision	0,9285714285714286	0,8877551020408163	0,8877551020408163	0,8979591836734694	0,24489795918367346	
f-Measure	0,5642324093816631	0,5737110136652708	0,606156501726122	0,6086094028962507	0,6053688606084708	
cpu-time (for complete test-set)	31,20154	30,980341	31,401817	33,380674	31,114312	
training-size	200,0	400,0	600,0	800,0	984,0	
test-size	300,0	300,0	300,0	300,0	300,0	

RUN: 4
recall	0,98	0,98	0,98	0,98	0,98	
macro-avg. recall	0,98	0,98	0,98	0,98	0,98	
macro-avg. Pos/Neg recall	0,975	0,975	0,975	0,975	0,975	
precision	0,4013605442176871	0,41496598639455784	0,43537414965986393	0,4387755102040816	0,4489795918367347	
macro-avg. precision	0,3988995785755727	0,4124713719706356	0,43322806577593026	0,43662871792474145	0,44679985917099324	
macro-avg. Pos/Neg precision	0,14380391331790449	0,15406059330948874	0,20034714916894591	0,21049863244266775	0,2106038291605302	
positiveRecall	0,97	0,97	0,97	0,97	0,97	
positivePrecision	0,18556701030927836	0,1958762886597938	0,26804123711340205	0,25773195876288657	0,27835051546391754	
neutralRecall	0,99	0,99	0,99	0,99	0,99	
neutralPrecision	0,9090909090909091	0,9292929292929293	0,898989898989899	0,8888888888888888	0,9191919191919192	
negativeRecall	0,98	0,98	0,98	0,98	0,98	
negativePrecision	0,10204081632653061	0,11224489795918367	0,1326530612244898	0,16326530612244897	0,14285714285714285	
f-Measure	0,569486851176992	0,583048863747196	0,6029030087474766	0,606156501726122	0,615824050271351	
cpu-time (for complete test-set)	29,16971	30,108999	29,682979	27,749145	29,225445	
training-size	200,0	400,0	600,0	800,0	984,0	
test-size	300,0	300,0	300,0	300,0	300,0	

RUN: 5
recall	0,97	0,97	0,97	0,97	0,97	
macro-avg. recall	0,9700000000000001	0,9700000000000001	0,9700000000000001	0,9700000000000001	0,9700000000000001	
macro-avg. Pos/Neg recall	0,98	0,98	0,98	0,98	0,98	
precision	0,38144329896907214	0,3848797250859107	0,422680412371134	0,436426116838488	0,42955326460481097	
macro-avg. precision	0,3781954887218045	0,38954529180093084	0,42771213748657355	0,4415324024346581	0,43419262441818834	
macro-avg. Pos/Neg precision	0,5357142857142857	0,163265306122449	0,1836734693877551	0,19387755102040816	0,20918367346938777	
positiveRecall	0,98	0,98	0,98	0,98	0,98	
positivePrecision	0,9387755102040817	0,20408163265306123	0,23469387755102042	0,23469387755102042	0,24489795918367346	
neutralRecall	0,95	0,95	0,95	0,95	0,95	
neutralPrecision	0,06315789473684211	0,8421052631578947	0,9157894736842105	0,9368421052631579	0,8842105263157894	
negativeRecall	0,98	0,98	0,98	0,98	0,98	
negativePrecision	0,1326530612244898	0,12244897959183673	0,1326530612244898	0,15306122448979592	0,17346938775510204	
f-Measure	0,5475627431535586	0,5510944276764654	0,5887926567473536	0,6019986805776139	0,5954280943845606	
cpu-time (for complete test-set)	28,002188	26,655989	28,392875	26,515163	26,78492	
training-size	200,0	400,0	600,0	800,0	984,0	
test-size	300,0	300,0	300,0	300,0	300,0	

RUN: 6
recall	0,9466666666666667	0,9466666666666667	0,9466666666666667	0,9466666666666667	0,9466666666666667	
macro-avg. recall	0,9466666666666667	0,9466666666666667	0,9466666666666667	0,9466666666666667	0,9466666666666667	
macro-avg. Pos/Neg recall	0,945	0,945	0,945	0,945	0,945	
precision	0,3767605633802817	0,44366197183098594	0,45422535211267606	0,46830985915492956	0,46830985915492956	
macro-avg. precision	0,37857409481149684	0,4450914520343412	0,45311683463979097	0,4671145949981336	0,4671145949981337	
macro-avg. Pos/Neg precision	0,5310190369540874	0,5518477043673012	0,21125419932810752	0,2217245240761478	0,21646136618141099	
positiveRecall	0,95	0,95	0,95	0,95	0,95	
positivePrecision	0,16842105263157894	0,25263157894736843	0,28421052631578947	0,3157894736842105	0,30526315789473685	
