RUN: 1
recall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
macro-avg. recall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
macro-avg. Pos/Neg recall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
precision	0,5433333333333333	0,5433333333333333	0,5533333333333333	0,5566666666666666	0,5533333333333333	0,55	0,5566666666666666	0,5666666666666667	0,5733333333333334	0,56	0,56	
macro-avg. precision	0,34185773074661957	0,3490182245737801	0,36558495002939445	0,3676425631981188	0,3688183421516755	0,36437389770723105	0,37326278659611994	0,38828924162257494	0,3980246913580247	0,3897942386831275	0,3897942386831275	
macro-avg. Pos/Neg precision	0,015873015873015872	0,035873015873015876	0,06380952380952382	0,06380952380952382	0,07174603174603175	0,06507936507936507	0,0784126984126984	0,10095238095238096	0,11555555555555555	0,11555555555555555	0,11555555555555555	
positiveRecall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
positivePrecision	0,0	0,04	0,08	0,08	0,08	0,06666666666666667	0,09333333333333334	0,10666666666666667	0,12	0,12	0,12	
neutralRecall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
neutralPrecision	0,9938271604938271	0,9753086419753086	0,9691358024691358	0,9753086419753086	0,9629629629629629	0,9629629629629629	0,9629629629629629	0,9629629629629629	0,9629629629629629	0,9382716049382716	0,9382716049382716	
negativeRecall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
negativePrecision	0,031746031746031744	0,031746031746031744	0,047619047619047616	0,047619047619047616	0,06349206349206349	0,06349206349206349	0,06349206349206349	0,09523809523809523	0,1111111111111111	0,1111111111111111	0,1111111111111111	
f-Measure	0,7041036717062634	0,7041036717062634	0,7124463519313305	0,715203426124197	0,7124463519313305	0,7096774193548387	0,715203426124197	0,7234042553191489	0,728813559322034	0,717948717948718	0,717948717948718	
cpu-time (for complete test-set)	127,038455	128,130126	125,539017	133,329057	129,123974	130,809352	131,388676	129,244083	133,999719	132,952655	134,361698	
training-size	200,0	400,0	600,0	800,0	1000,0	1200,0	1400,0	1600,0	1800,0	2000,0	2033,0	
test-size	300,0	300,0	300,0	300,0	300,0	300,0	300,0	300,0	300,0	300,0	300,0	

RUN: 2
recall	0,9966666666666667	0,9966666666666667	0,9966666666666667	0,9966666666666667	0,9966666666666667	0,9966666666666667	0,9966666666666667	0,9966666666666667	0,9966666666666667	0,9966666666666667	0,9966666666666667	
macro-avg. recall	0,9982174688057041	0,9982174688057041	0,9982174688057041	0,9982174688057041	0,9982174688057041	0,9982174688057041	0,9982174688057041	0,9982174688057041	0,9982174688057041	0,9982174688057041	0,9982174688057041	
macro-avg. Pos/Neg recall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
precision	0,6321070234113713	0,6588628762541806	0,6722408026755853	0,6822742474916388	0,6923076923076923	0,6923076923076923	0,6923076923076923	0,68561872909699	0,68561872909699	0,6889632107023411	0,6889632107023411	
macro-avg. precision	0,35120167189132706	0,40791002348288224	0,43610745946674756	0,45855776901383133	0,46820260446511835	0,47247109583038394	0,47247109583038394	0,47284187818114404	0,47284187818114404	0,47890248424175014	0,47890248424175014	
macro-avg. Pos/Neg precision	0,026802507836990595	0,11724137931034484	0,1622257053291536	0,19858934169278997	0,20768025078369906	0,21677115987460815	0,21677115987460815	0,22539184952978059	0,22539184952978059	0,23448275862068968	0,23448275862068968	
positiveRecall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
positivePrecision	0,03636363636363636	0,2	0,2727272727272727	0,34545454545454546	0,36363636363636365	0,38181818181818183	0,38181818181818183	0,38181818181818183	0,38181818181818183	0,4	0,4	
neutralRecall	0,9946524064171123	0,9946524064171123	0,9946524064171123	0,9946524064171123	0,9946524064171123	0,9946524064171123	0,9946524064171123	0,9946524064171123	0,9946524064171123	0,9946524064171123	0,9946524064171123	
neutralPrecision	1,0	0,989247311827957	0,9838709677419355	0,978494623655914	0,989247311827957	0,9838709677419355	0,9838709677419355	0,967741935483871	0,967741935483871	0,967741935483871	0,967741935483871	
negativeRecall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
negativePrecision	0,017241379310344827	0,034482758620689655	0,05172413793103448	0,05172413793103448	0,05172413793103448	0,05172413793103448	0,05172413793103448	0,06896551724137931	0,06896551724137931	0,06896551724137931	0,06896551724137931	
f-Measure	0,7735881342359052	0,7933010552117494	0,8029204881730917	0,8100344619225637	0,8170639137695461	0,8170639137695461	0,8170639137695461	0,812386929178733	0,812386929178733	0,8147300613091184	0,8147300613091184	
cpu-time (for complete test-set)	135,361592	146,114008	136,9016	137,441246	141,480334	143,561574	138,351258	148,03162	139,962942	145,069516	147,411626	
training-size	200,0	400,0	600,0	800,0	1000,0	1200,0	1400,0	1600,0	1800,0	2000,0	2033,0	
test-size	300,0	300,0	300,0	300,0	300,0	300,0	300,0	300,0	300,0	300,0	300,0	

RUN: 3
recall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
macro-avg. recall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
macro-avg. Pos/Neg recall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
precision	0,63	0,6366666666666667	0,6366666666666667	0,6433333333333333	0,65	0,65	0,6533333333333333	0,65	0,6566666666666666	0,6533333333333333	0,6566666666666666	
macro-avg. precision	0,3675465838509317	0,3795548654244307	0,3795548654244307	0,3949792960662526	0,4074534161490684	0,39704968944099384	0,4047619047619047	0,4029503105590062	0,4124741200828157	0,4106625258799172	0,4124741200828157	
macro-avg. Pos/Neg precision	0,05403726708074534	0,07204968944099378	0,07204968944099378	0,10062111801242235	0,12204968944099379	0,10372670807453416	0,11801242236024845	0,11801242236024845	0,13229813664596274	0,13229813664596274	0,13229813664596274	
positiveRecall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
positivePrecision	0,04285714285714286	0,05714285714285714	0,05714285714285714	0,11428571428571428	0,15714285714285714	0,18571428571428572	0,21428571428571427	0,21428571428571427	0,24285714285714285	0,24285714285714285	0,24285714285714285	
neutralRecall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
neutralPrecision	0,9945652173913043	0,9945652173913043	0,9945652173913043	0,9836956521739131	0,9782608695652174	0,9836956521739131	0,9782608695652174	0,9728260869565217	0,9728260869565217	0,967391304347826	0,9728260869565217	
negativeRecall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
negativePrecision	0,06521739130434782	0,08695652173913043	0,08695652173913043	0,08695652173913043	0,08695652173913043	0,021739130434782608	0,021739130434782608	0,021739130434782608	0,021739130434782608	0,021739130434782608	0,021739130434782608	
f-Measure	0,7730061349693252	0,7780040733197556	0,7780040733197556	0,7829614604462475	0,787878787878788	0,787878787878788	0,7903225806451613	0,787878787878788	0,7927565392354123	0,7903225806451613	0,7927565392354123	
cpu-time (for complete test-set)	134,265866	131,173939	130,013381	132,112818	133,131384	134,159387	138,027002	133,407332	138,696472	144,525934	141,191872	
training-size	200,0	400,0	600,0	800,0	1000,0	1200,0	1400,0	1600,0	1800,0	2000,0	2033,0	
