recall	0,5823666666666668	0,6766333333333333	0,7237666666666667	0,7535000000000001	0,7740000000000002	0,7899999999999997	0,8023999999999996	0,8116333333333334	0,8202333333333336	0,8295999999999997	
recall StdDev	0,0276432905991945	0,026911731677986994	0,0250416263998511	0,02292512087706047	0,024618298195866545	0,023957500717489446	0,022498684336144274	0,022994143596373393	0,021856870393298544	0,021109941488067416	
macro-avg. recall	0,5823666666666668	0,6766333333333333	0,7237666666666667	0,7535000000000003	0,7740000000000002	0,7899999999999998	0,8023999999999996	0,8116333333333334	0,8202333333333336	0,8295999999999997	
macro-avg. recall StdDev	0,027643290599194504	0,02691173167798698	0,025041626399851098	0,022925120877060466	0,02461829819586653	0,023957500717489442	0,022498684336144274	0,022994143596373397	0,021856870393298554	0,021109941488067413	
macro-avg. Pos/Neg recall	0,6349500000000002	0,7216	0,7624500000000002	0,7884500000000004	0,8062500000000002	0,8195499999999999	0,8295499999999995	0,8376	0,8440499999999999	0,8521000000000001	
macro-avg. Pos/Neg recall StdDev	0,03279485516437791	0,030935579855727632	0,02741833604570401	0,025313139878431725	0,026163578277499204	0,025006009378757438	0,023453101709538963	0,023947332784148376	0,02359908190304586	0,02387022996931279	
precision	0,4795199281887136	0,5215112986347519	0,5434090341774764	0,5576670240708504	0,5702611601398059	0,5807744677335925	0,5900798653702272	0,5981256572914113	0,6050184966752229	0,6109449046160463	
precision StdDev	0,04519519739696889	0,03439047280606807	0,03194794303378203	0,028599044604766158	0,027417069553103694	0,027075690081450866	0,02785122683081666	0,02710021580578295	0,02515000886026813	0,02621347875588859	
macro-avg. precision	0,5149634572187858	0,5470520190900813	0,5641077271560273	0,5755005956716474	0,5859271334704642	0,5947142026499079	0,6026271845231291	0,6097018336585752	0,6153105165719134	0,6204923935660089	
macro-avg. precision StdDev	0,0400607963287559	0,02987439095834205	0,02914346945571107	0,026643183044363507	0,025581776166931833	0,025607565610775932	0,026228253858839454	0,025702648766418493	0,024011491466118196	0,025061833119604606	
macro-avg. Pos/Neg precision	0,32607166060505166	0,36819385428440726	0,39014284361873136	0,40732486013389535	0,421903026128425	0,43374657708953207	0,4445546519978133	0,45403888856757696	0,46236786867381896	0,4691951283506279	
macro-avg. Pos/Neg precision StdDev	0,0584715102141979	0,04423311639752145	0,03950571684056902	0,0341566448642005	0,03270504314297313	0,03349146225538099	0,036115011295391526	0,035318128330816254	0,034186108420146306	0,03576843017877206	
positiveRecall	0,6222000000000004	0,7006999999999999	0,7374999999999998	0,7600000000000001	0,7768	0,7877999999999998	0,7959	0,8040000000000002	0,8106000000000002	0,8190999999999999	
positiveRecall StdDev	0,04418921665618061	0,04055810148366902	0,038148434178915294	0,037091206178251686	0,03609415297230121	0,034890304288345386	0,03417409379732968	0,03327267207590497	0,03347907532845678	0,03342698963956576	
positivePrecision	0,38805550291902086	0,44452176817791944	0,47108279699369726	0,48429481981643263	0,49389143526598217	0,4993918934437048	0,5045024816514967	0,5096744628520699	0,5139208009938936	0,5154502301105781	
positivePrecision StdDev	0,09447475475694184	0,07107271068621789	0,0654889185747504	0,054499742935000706	0,04909282987721494	0,04790632551692674	0,05277815704168666	0,0515283635778144	0,04932395116508787	0,05056018627703024	
neutralRecall	0,4772000000000001	0,5867000000000003	0,6463999999999998	0,6836	0,7094999999999998	0,7309	0,7481000000000002	0,7597000000000003	0,7725999999999997	0,7846000000000002	
neutralRecall StdDev	0,04481341790404325	0,04586001977912149	0,04856569017965525	0,044552091857609666	0,045734742446707485	0,04579477717121917	0,04315101506349651	0,04140109304173631	0,03986390990772623	0,037265631253572955	
neutralPrecision	0,8927470504462538	0,9047683487014284	0,9120374942306195	0,911852066747151	0,9139753481545425	0,9166494537706608	0,918772249573761	0,9210277238405721	0,9211958123681024	0,9230869239967708	
neutralPrecision StdDev	0,04836268116001922	0,04060863909129137	0,03423854484758264	0,029115228189598195	0,030086026646517515	0,03163455305136307	0,029611288242039718	0,029976859724754536	0,029684845424241556	0,029777358968624313	
negativeRecall	0,6477000000000003	0,7425000000000002	0,7874	0,8169	0,8356999999999999	0,8513	0,8632000000000001	0,8711999999999998	0,8775	0,8851	
negativeRecall StdDev	0,049703260873046745	0,043237072570242834	0,04196246519031601	0,03794453687670832	0,03720690171666454	0,035778640431284016	0,03243890917220907	0,03318999484145422	0,032172985719404565	0,03227079237335274	
negativePrecision	0,2640878182910826	0,2918659403908948	0,30920289024376535	0,3303549004513578	0,3499146169908679	0,3681012607353587	0,3846068223441295	0,3984033142830839	0,41081493635374394	0,4229400265906776	
negativePrecision StdDev	0,10340045328529647	0,07365345692100807	0,05960324235869463	0,05288056198123206	0,05366895488344048	0,05211626796523772	0,051288199436668916	0,04903340217997846	0,04824919188813884	0,0502484489947875	
f-Measure	0,5245627814580152	0,5882322565173798	0,62002764981948	0,6403838062359855	0,656126747714862	0,6688620125146142	0,679548369727943	0,6881968571078717	0,695952726636223	0,7032507922781882	
f-Measure StdDev	0,02986734394367813	0,024792075326418174	0,02233795140178434	0,020091391463581885	0,01965226476812818	0,019020683564676195	0,02002216109726189	0,018967950146384173	0,01801878362260643	0,018851249447470936	
cpu-time (for complete test-set)	22,114613359999993	22,767527530000002	22,69366304	22,825183819999996	23,552059430000003	23,721959480000006	23,454583280000005	23,936489379999998	24,462404660000008	24,501676390000004	
cpu-time (for complete test-set) StdDev	1,6511263374030256	1,8449564301848576	1,8401818224634017	1,8907494571803873	2,264772296444468	2,1645600440104062	1,758322851667877	1,7490697211392912	2,053071495170187	1,6218192287736561	
training-size	200,0	400,0	600,0	800,0	1000,0	1200,0	1400,0	1600,0	1800,0	2059,0	
training-size StdDev	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	
test-size	300,0	300,0	300,0	300,0	300,0	300,0	300,0	300,0	300,0	300,0	
test-size StdDev	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	
