RUN: 1
recall	0,9966666666666667	0,9966666666666667	0,9966666666666667	0,9966666666666667	0,9966666666666667	0,9966666666666667	0,9966666666666667	0,9966666666666667	0,9966666666666667	0,9966666666666667	
macro-avg. recall	0,9966666666666667	0,9966666666666667	0,9966666666666667	0,9966666666666667	0,9966666666666667	0,9966666666666667	0,9966666666666667	0,9966666666666667	0,9966666666666667	0,9966666666666667	
macro-avg. Pos/Neg recall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
precision	0,3511705685618729	0,38127090301003347	0,3879598662207358	0,3879598662207358	0,39464882943143814	0,39464882943143814	0,4080267558528428	0,411371237458194	0,4180602006688963	0,4214046822742475	
macro-avg. precision	0,3532996632996633	0,3832323232323232	0,3898989898989899	0,3898989898989899	0,39656565656565657	0,3965319865319865	0,4098653198653199	0,4131986531986532	0,4198653198653199	0,4231986531986532	
macro-avg. Pos/Neg precision	0,034999999999999996	0,09	0,1	0,1	0,11	0,115	0,135	0,14	0,15	0,155	
positiveRecall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
positivePrecision	0,06	0,15	0,17	0,17	0,18	0,19	0,21	0,22	0,22	0,23	
neutralRecall	0,99	0,99	0,99	0,99	0,99	0,99	0,99	0,99	0,99	0,99	
neutralPrecision	0,98989898989899	0,9696969696969697	0,9696969696969697	0,9696969696969697	0,9696969696969697	0,9595959595959596	0,9595959595959596	0,9595959595959596	0,9595959595959596	0,9595959595959596	
negativeRecall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
negativePrecision	0,01	0,03	0,03	0,03	0,04	0,04	0,06	0,06	0,08	0,08	
f-Measure	0,5193505430062613	0,5515489356882226	0,5585140216262349	0,5585140216262349	0,5654121361207042	0,5654121361207042	0,5790112776882723	0,5823706859011409	0,5890418515220526	0,5923538336962759	
cpu-time (for complete test-set)	138,063168	133,088658	143,554234	135,248389	140,446391	146,203797	146,363422	142,109778	142,077674	148,310278	
training-size	200,0	400,0	600,0	800,0	1000,0	1200,0	1400,0	1600,0	1800,0	2059,0	
test-size	300,0	300,0	300,0	300,0	300,0	300,0	300,0	300,0	300,0	300,0	

RUN: 2
recall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
macro-avg. recall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
macro-avg. Pos/Neg recall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
precision	0,35333333333333333	0,36666666666666664	0,38333333333333336	0,3933333333333333	0,3933333333333333	0,39666666666666667	0,41	0,41	0,42	0,42333333333333334	
macro-avg. precision	0,35333333333333333	0,3666666666666667	0,3833333333333333	0,3933333333333333	0,3933333333333333	0,39666666666666667	0,41	0,41	0,42	0,42333333333333334	
macro-avg. Pos/Neg precision	0,034999999999999996	0,055	0,08	0,095	0,095	0,1	0,12000000000000001	0,12000000000000001	0,135	0,14	
positiveRecall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
positivePrecision	0,06	0,09	0,14	0,15	0,15	0,16	0,2	0,2	0,21	0,22	
neutralRecall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
neutralPrecision	0,99	0,99	0,99	0,99	0,99	0,99	0,99	0,99	0,99	0,99	
negativeRecall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
negativePrecision	0,01	0,02	0,02	0,04	0,04	0,04	0,04	0,04	0,06	0,06	
f-Measure	0,5221674876847291	0,5365853658536585	0,5542168674698795	0,5645933014354066	0,5645933014354066	0,568019093078759	0,5815602836879432	0,5815602836879432	0,5915492957746479	0,594847775175644	
cpu-time (for complete test-set)	145,934523	138,895865	143,034009	143,32037	141,078221	144,076768	143,720504	143,632258	143,74962	153,508686	
training-size	200,0	400,0	600,0	800,0	1000,0	1200,0	1400,0	1600,0	1800,0	2059,0	
test-size	300,0	300,0	300,0	300,0	300,0	300,0	300,0	300,0	300,0	300,0	

RUN: 3
recall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
macro-avg. recall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
macro-avg. Pos/Neg recall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
precision	0,36333333333333334	0,37	0,38333333333333336	0,39	0,39666666666666667	0,39666666666666667	0,41	0,42	0,4266666666666667	0,44	
macro-avg. precision	0,36333333333333334	0,37000000000000005	0,38333333333333336	0,39000000000000007	0,39666666666666667	0,39666666666666667	0,41	0,42	0,4266666666666666	0,43999999999999995	
macro-avg. Pos/Neg precision	0,055	0,07	0,09	0,1	0,11	0,115	0,13	0,14500000000000002	0,155	0,175	
positiveRecall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
positivePrecision	0,09	0,06	0,09	0,09	0,13	0,14	0,17	0,19	0,19	0,23	
neutralRecall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
neutralPrecision	0,98	0,97	0,97	0,97	0,97	0,96	0,97	0,97	0,97	0,97	
negativeRecall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
negativePrecision	0,02	0,08	0,09	0,11	0,09	0,09	0,09	0,1	0,12	0,12	
f-Measure	0,5330073349633252	0,5401459854014599	0,5542168674698795	0,5611510791366906	0,568019093078759	0,568019093078759	0,5815602836879432	0,5915492957746479	0,5981308411214953	0,6111111111111112	
