RUN: 1
recall	0,7048611111111112	
macro-avg. recall	0,7063476986539298	
macro-avg. Pos/Neg recall	0,7942154255319149	
precision	0,7048611111111112	
macro-avg. precision	0,7049358974358974	
macro-avg. Pos/Neg precision	0,7107371794871795	
positiveRecall	0,84375	
positivePrecision	0,6923076923076923	
positive fmeasure	0,7605633802816902	
neutralRecall	0,5306122448979592	
neutralPrecision	0,6933333333333334	
neutral fmeasure	0,6011560693641619	
negativeRecall	0,7446808510638298	
negativePrecision	0,7291666666666666	
negative fmeasure	0,7368421052631579	
micro f-Measure	0,7048611111111112	
micro pos/neg f-Measure	0,9041916167664671	
macro f-Measure	0,6995205183030033	
macro pos/neg f-Measure	0,748702742772424	
average accuracy	0,8032407407407406	
error rate	0,585648148148148	
cpu-time (for complete test-set)	41,380949	
training-size	1566,0	
test-size	300,0	

RUN: 2
recall	0,7465277777777778	
macro-avg. recall	0,748970481221321	
macro-avg. Pos/Neg recall	0,8254759238521836	
precision	0,7465277777777778	
macro-avg. precision	0,751588506522717	
macro-avg. Pos/Neg precision	0,7491776315789473	
positiveRecall	0,8404255319148937	
positivePrecision	0,8229166666666666	
positive fmeasure	0,8315789473684212	
neutralRecall	0,5959595959595959	
neutralPrecision	0,7564102564102564	
neutral fmeasure	0,6666666666666666	
negativeRecall	0,8105263157894737	
negativePrecision	0,6754385964912281	
negative fmeasure	0,736842105263158	
micro f-Measure	0,7465277777777777	
micro pos/neg f-Measure	0,9176470588235294	
macro f-Measure	0,7450292397660819	
macro pos/neg f-Measure	0,7842105263157896	
average accuracy	0,8310185185185185	
error rate	0,625	
cpu-time (for complete test-set)	31,931701	
training-size	1566,0	
test-size	300,0	

RUN: 3
recall	0,7250859106529209	
macro-avg. recall	0,7260538665638077	
macro-avg. Pos/Neg recall	0,8288767182130584	
precision	0,7250859106529209	
macro-avg. precision	0,7291523618765039	
macro-avg. Pos/Neg precision	0,7241633254234514	
positiveRecall	0,8020833333333334	
positivePrecision	0,7623762376237624	
positive fmeasure	0,7817258883248732	
neutralRecall	0,5204081632653061	
neutralPrecision	0,7391304347826086	
neutral fmeasure	0,6107784431137724	
negativeRecall	0,8556701030927835	
negativePrecision	0,6859504132231405	
negative fmeasure	0,761467889908257	
micro f-Measure	0,7250859106529209	
micro pos/neg f-Measure	0,9142857142857143	
macro f-Measure	0,7179907404489675	
macro pos/neg f-Measure	0,7715968891165651	
average accuracy	0,8167239404352807	
error rate	0,6025200458190149	
cpu-time (for complete test-set)	32,218796	
training-size	1566,0	
test-size	300,0	

RUN: 4
recall	0,7653061224489796	
macro-avg. recall	0,7651201686547783	
macro-avg. Pos/Neg recall	0,8211496407372696	
precision	0,7653061224489796	
macro-avg. precision	0,769089318139951	
macro-avg. Pos/Neg precision	0,7485706860706861	
positiveRecall	0,8484848484848485	
positivePrecision	0,7567567567567568	
positive fmeasure	0,8000000000000002	
neutralRecall	0,6530612244897959	
neutralPrecision	0,810126582278481	
neutral fmeasure	0,7231638418079096	
negativeRecall	0,7938144329896907	
negativePrecision	0,7403846153846154	
negative fmeasure	0,7661691542288558	
micro f-Measure	0,7653061224489794	
micro pos/neg f-Measure	0,8895027624309392	
macro f-Measure	0,763110998678922	
macro pos/neg f-Measure	0,7830845771144279	
average accuracy	0,8435374149659864	
error rate	0,6167800453514739	
cpu-time (for complete test-set)	31,013389	
training-size	1566,0	
test-size	300,0	

RUN: 5
recall	0,7380952380952381	
macro-avg. recall	0,7399574829931973	
macro-avg. Pos/Neg recall	0,824936224489796	
precision	0,7380952380952381	
macro-avg. precision	0,7438262440860456	
macro-avg. Pos/Neg precision	0,725328407224959	
positiveRecall	0,84375	
positivePrecision	0,6982758620689655	
positive fmeasure	0,7641509433962264	
neutralRecall	0,57	
neutralPrecision	0,7808219178082192	
neutral fmeasure	0,6589595375722543	
negativeRecall	0,8061224489795918	
negativePrecision	0,7523809523809524	
negative fmeasure	0,7783251231527093	
micro f-Measure	0,7380952380952381	
micro pos/neg f-Measure	0,898876404494382	
macro f-Measure	0,7338118680403967	
macro pos/neg f-Measure	0,7712380332744678	
average accuracy	0,8253968253968255	
error rate	0,5941043083900227	
cpu-time (for complete test-set)	28,571553	
training-size	1566,0	
test-size	300,0	

RUN: 6
recall	0,7423728813559322	
macro-avg. recall	0,7412614113645041	
macro-avg. Pos/Neg recall	0,8232323232323233	
precision	0,7423728813559322	
macro-avg. precision	0,7451972520465672	
macro-avg. Pos/Neg precision	0,7342342342342343	
positiveRecall	0,8181818181818182	
positivePrecision	0,7297297297297297	
positive fmeasure	0,7714285714285715	
neutralRecall	0,5773195876288659	
neutralPrecision	0,7671232876712328	
neutral fmeasure	0,6588235294117646	
negativeRecall	0,8282828282828283	
negativePrecision	0,7387387387387387	
negative fmeasure	0,780952380952381	
micro f-Measure	0,7423728813559322	
micro pos/neg f-Measure	0,9005524861878453	
macro f-Measure	0,7370681605975723	
macro pos/neg f-Measure	0,7761904761904762	
average accuracy	0,8282485875706215	
error rate	0,5988700564971752	
cpu-time (for complete test-set)	29,512861	
training-size	1566,0	
test-size	300,0	

RUN: 7
recall	0,7241379310344828	
macro-avg. recall	0,7215099004965203	
macro-avg. Pos/Neg recall	0,8163074039362699	
precision	0,7241379310344828	
macro-avg. precision	0,7271185097677635	
macro-avg. Pos/Neg precision	0,7175434362934363	
positiveRecall	0,8181818181818182	
positivePrecision	0,7297297297297297	
positive fmeasure	0,7714285714285715	
neutralRecall	0,5319148936170213	
neutralPrecision	0,746268656716418	
neutral fmeasure	0,6211180124223603	
negativeRecall	0,8144329896907216	
negativePrecision	0,7053571428571429	
negative fmeasure	0,7559808612440192	
micro f-Measure	0,7241379310344829	
micro pos/neg f-Measure	0,8938547486033519	
macro f-Measure	0,7161758150316504	
macro pos/neg f-Measure	0,7637047163362953	
average accuracy	0,8160919540229886	
error rate	0,6	
cpu-time (for complete test-set)	28,957617	
training-size	1566,0	
test-size	300,0	

RUN: 8
recall	0,7482758620689656	
macro-avg. recall	0,7468409610181567	
macro-avg. Pos/Neg recall	0,8360509152114455	
precision	0,7482758620689656	
macro-avg. precision	0,7499288126419335	
macro-avg. Pos/Neg precision	0,7446115288220552	
positiveRecall	0,8061224489795918	
positivePrecision	0,7523809523809524	
positive fmeasure	0,7783251231527093	
neutralRecall	0,5684210526315789	
neutralPrecision	0,7605633802816901	
neutral fmeasure	0,6506024096385542	
negativeRecall	0,865979381443299	
negativePrecision	0,7368421052631579	
negative fmeasure	0,7962085308056871	
micro f-Measure	0,7482758620689656	
micro pos/neg f-Measure	0,9157303370786517	
macro f-Measure	0,7417120211989835	
macro pos/neg f-Measure	0,7872668269791983	
average accuracy	0,8321839080459771	
error rate	0,5977011494252874	
cpu-time (for complete test-set)	26,047233	
training-size	1566,0	
test-size	300,0	

RUN: 9
recall	0,7395833333333334	
macro-avg. recall	0,7388936019395146	
macro-avg. Pos/Neg recall	0,7872877713303246	
precision	0,7395833333333334	
macro-avg. precision	0,7396578035034042	
macro-avg. Pos/Neg precision	0,7548355424644084	
positiveRecall	0,797979797979798	
positivePrecision	0,8144329896907216	
positive fmeasure	0,8061224489795918	
neutralRecall	0,6421052631578947	
neutralPrecision	0,7093023255813954	
neutral fmeasure	0,6740331491712707	
negativeRecall	0,776595744680851	
negativePrecision	0,6952380952380952	
negative fmeasure	0,7336683417085427	
micro f-Measure	0,7395833333333334	
micro pos/neg f-Measure	0,9047619047619048	
macro f-Measure	0,7379413132864684	
macro pos/neg f-Measure	0,7698953953440673	
average accuracy	0,826388888888889	
error rate	0,6157407407407408	
cpu-time (for complete test-set)	26,32265	
training-size	1566,0	
test-size	300,0	

RUN: 10
recall	0,7372013651877133	
macro-avg. recall	0,7374640577880637	
macro-avg. Pos/Neg recall	0,8102777193351567	
precision	0,7372013651877133	
macro-avg. precision	0,7362874779541446	
macro-avg. Pos/Neg precision	0,7419312169312169	
positiveRecall	0,8144329896907216	
positivePrecision	0,7523809523809524	
