RUN: 1
recall	0,96	0,96	0,98	0,98	0,98	0,96	0,96	0,92	0,98	0,96	0,96	0,98	0,9830508474576272	
macro-avg. recall	0,9583333333333334	0,9666666666666667	0,9871794871794872	0,9841269841269842	0,9841269841269842	0,9598765432098766	0,9649122807017544	0,9222222222222222	0,9871794871794872	0,9552042160737813	0,9472222222222223	0,9722222222222222	0,9855072463768115	
macro-avg. Pos/Neg recall	1,0	1,0	1,0	1,0	1,0	0,9583333333333333	1,0	0,9166666666666667	1,0	0,9545454545454546	0,9375	0,9583333333333333	1,0	
precision	0,3541666666666667	0,4791666666666667	0,6122448979591837	0,5714285714285714	0,5306122448979592	0,625	0,5416666666666666	0,45652173913043476	0,6326530612244898	0,5416666666666666	0,7083333333333334	0,673469387755102	0,5172413793103449	
macro-avg. precision	0,40048840048840056	0,44047619047619047	0,48095238095238096	0,5473856209150326	0,4698412698412698	0,45454545454545453	0,530812324929972	0,4894179894179895	0,5161904761904762	0,48484848484848486	0,5678708264915161	0,5959595959595959	0,4938684503901895	
macro-avg. Pos/Neg precision	0,10073260073260074	0,1607142857142857	0,22142857142857142	0,32107843137254904	0,20476190476190476	0,18181818181818182	0,296218487394958	0,23412698412698413	0,3142857142857143	0,25	0,369047619047619	0,3939393939393939	0,2408026755852843	
positiveRecall	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,9333333333333333	1,0	0,9090909090909091	0,875	0,9166666666666666	1,0	
positivePrecision	0,15384615384615385	0,07142857142857142	0,3	0,5833333333333334	0,14285714285714285	0,09090909090909091	0,35714285714285715	0,35714285714285715	0,42857142857142855	0,5	0,5714285714285714	0,45454545454545453	0,3076923076923077	
neutralRecall	0,875	0,9	0,9615384615384616	0,9523809523809523	0,9523809523809523	0,9629629629629629	0,8947368421052632	0,9333333333333333	0,9615384615384616	0,9565217391304348	0,9666666666666667	1,0	0,9565217391304348	
neutralPrecision	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,92	0,9545454545454546	0,9655172413793104	1,0	1,0	
negativeRecall	1,0	1,0	1,0	1,0	1,0	0,9166666666666666	1,0	0,9	1,0	1,0	1,0	1,0	1,0	
negativePrecision	0,047619047619047616	0,25	0,14285714285714285	0,058823529411764705	0,26666666666666666	0,2727272727272727	0,23529411764705882	0,1111111111111111	0,2	0,0	0,16666666666666666	0,3333333333333333	0,17391304347826086	
f-Measure	0,5174381737476221	0,6392588303416329	0,7536529095103819	0,721915285451197	0,6884625776817076	0,7570977917981072	0,6925638179800222	0,6102337334175616	0,7689192609465958	0,6925638179800222	0,8151848151848152	0,7983214021229325	0,6778340475262954	
cpu-time (for complete test-set)	4,588427	5,476685	4,631882	6,140238	4,959969	5,376874	5,827673	4,699987	4,718782	4,886311	6,091447	5,93361	6,508755	
training-size	50,0	100,0	150,0	200,0	250,0	300,0	350,0	400,0	450,0	500,0	550,0	600,0	650,0	
test-size	50,0	50,0	50,0	50,0	50,0	50,0	50,0	50,0	50,0	50,0	50,0	50,0	59,0	

RUN: 2
recall	0,96	0,9	0,98	0,96	0,96	0,9	0,98	1,0	0,96	1,0	0,94	1,0	1,0	
macro-avg. recall	0,9583333333333334	0,9	0,9722222222222222	0,9666666666666667	0,9722222222222222	0,8927738927738927	0,9814814814814815	1,0	0,9563492063492064	1,0	0,945887445887446	1,0	1,0	
macro-avg. Pos/Neg recall	0,9375	0,9	0,9583333333333333	1,0	1,0	0,8776223776223776	1,0	1,0	0,9583333333333333	1,0	0,9642857142857143	1,0	1,0	
precision	0,3958333333333333	0,4444444444444444	0,5510204081632653	0,5416666666666666	0,625	0,6444444444444445	0,6530612244897959	0,58	0,6458333333333334	0,68	0,6382978723404256	0,58	0,6610169491525424	
macro-avg. precision	0,3592592592592592	0,38278388278388276	0,3960761460761461	0,5185185185185185	0,5353535353535354	0,4909090909090909	0,6509803921568628	0,5	0,5918003565062389	0,5111111111111111	0,5805860805860806	0,5386904761904762	0,5986622073578595	
macro-avg. Pos/Neg precision	0,06666666666666667	0,07417582417582418	0,13257575757575757	0,2777777777777778	0,303030303030303	0,23636363636363636	0,4764705882352941	0,25	0,3877005347593583	0,26666666666666666	0,3708791208791209	0,3080357142857143	0,39799331103678925	
positiveRecall	0,9375	0,9333333333333333	1,0	1,0	1,0	0,8461538461538461	1,0	1,0	1,0	1,0	0,9285714285714286	1,0	1,0	
positivePrecision	0,06666666666666667	0,07142857142857142	0,08333333333333333	0,3333333333333333	0,3333333333333333	0,2727272727272727	0,6	0,5	0,4117647058823529	0,3333333333333333	0,38461538461538464	0,42857142857142855	0,5652173913043478	
neutralRecall	1,0	0,9	1,0	0,9	0,9166666666666666	0,9230769230769231	0,9444444444444444	1,0	0,9523809523809523	1,0	0,9090909090909091	1,0	1,0	
neutralPrecision	0,9444444444444444	1,0	0,9230769230769231	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
negativeRecall	0,9375	0,8666666666666667	0,9166666666666666	1,0	1,0	0,9090909090909091	1,0	1,0	0,9166666666666666	1,0	1,0	1,0	1,0	
negativePrecision	0,06666666666666667	0,07692307692307693	0,18181818181818182	0,2222222222222222	0,2727272727272727	0,2	0,35294117647058826	0,0	0,36363636363636365	0,2	0,35714285714285715	0,1875	0,23076923076923078	
f-Measure	0,560540872771973	0,5950413223140495	0,7054118901626233	0,6925638179800222	0,7570977917981072	0,7510791366906475	0,783804048987753	0,7341772151898733	0,772184743124027	0,8095238095238095	0,7603127527635481	0,7341772151898733	0,7959183673469388	
cpu-time (for complete test-set)	6,099428	4,566975	5,788383	4,798013	5,40542	5,555603	5,685758	4,642553	4,237533	5,554276	4,850815	5,961244	5,696383	
training-size	50,0	100,0	150,0	200,0	250,0	300,0	350,0	400,0	450,0	500,0	550,0	600,0	650,0	
test-size	50,0	50,0	50,0	50,0	50,0	50,0	50,0	50,0	50,0	50,0	50,0	50,0	59,0	

RUN: 3
recall	0,94	0,9	0,98	0,96	0,96	0,92	1,0	0,94	1,0	0,96	0,96	1,0	1,0	
macro-avg. recall	0,96	0,9018518518518518	0,9824561403508771	0,9658333333333333	0,9616977225672878	0,9444444444444445	1,0	0,9545454545454546	1,0	0,9696969696969697	0,9733333333333333	1,0	1,0	
macro-avg. Pos/Neg recall	1,0	0,9027777777777777	0,9736842105263157	0,96875	0,9642857142857143	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
precision	0,5319148936170213	0,5111111111111111	0,5510204081632653	0,6666666666666666	0,7083333333333334	0,6086956521739131	0,56	0,5531914893617021	0,7	0,5625	0,6458333333333334	0,64	0,576271186440678	
macro-avg. precision	0,42824074074074076	0,4753787878787879	0,5	0,5851851851851851	0,641025641025641	0,5272727272727273	0,5	0,506265664160401	0,6190476190476191	0,513888888888889	0,5491452991452992	0,5418013359189829	0,4758169934640523	
macro-avg. Pos/Neg precision	0,1423611111111111	0,21306818181818182	0,25	0,37777777777777777	0,46153846153846156	0,2909090909090909	0,25	0,2857142857142857	0,4285714285714286	0,27083333333333337	0,32371794871794873	0,3319327731092437	0,21372549019607845	
positiveRecall	1,0	0,9166666666666666	0,9473684210526315	1,0	0,9285714285714286	1,0	1,0	1,0	1,0	1,0	1,0	1,0	1,0	
positivePrecision	0,2222222222222222	0,36363636363636365	0,3333333333333333	0,5555555555555556	0,5384615384615384	0,4	0,5	0,35714285714285715	0,35714285714285715	0,4166666666666667	0,4166666666666667	0,42857142857142855	0,29411764705882354	
neutralRecall	0,88	0,9	1,0	0,96	0,9565217391304348	0,8333333333333334	1,0	0,8636363636363636	1,0	0,9090909090909091	0,92	1,0	1,0	
neutralPrecision	1,0	1,0	1,0	1,0	1,0	1,0	1,0	0,9473684210526315	1,0	1,0	1,0	0,9615384615384616	1,0	
