recall	0,7913000000000001	
recall StdDev	0,015741279452061035	
macro-avg. recall	0,7723000000000007	
macro-avg. recall StdDev	0,01830466077425655	
macro-avg. Pos/Neg recall	0,7447	
macro-avg. Pos/Neg recall StdDev	0,027687104535789916	
precision	0,7913000000000001	
precision StdDev	0,015741279452061035	
macro-avg. precision	0,7653000000000005	
macro-avg. precision StdDev	0,018004208262279008	
macro-avg. Pos/Neg precision	0,7249000000000003	
macro-avg. Pos/Neg precision StdDev	0,026342537708605333	
positiveRecall	0,7669371696660737	
positiveRecall StdDev	0,03520015318684594	
positivePrecision	0,7201520442253981	
positivePrecision StdDev	0,0327656985392678	
positive fmeasure	0,7420995333699085	
positive fmeasure StdDev	0,024951362384356725	
neutralRecall	0,8271952651216747	
neutralRecall StdDev	0,02044834550635766	
neutralPrecision	0,8461695554876111	
neutralPrecision StdDev	0,01957511645088608	
neutral fmeasure	0,836329305121072	
neutral fmeasure StdDev	0,013962076370658444	
negativeRecall	0,7231237463335242	
negativeRecall StdDev	0,03877330109609037	
negativePrecision	0,7297816512512787	
negativePrecision StdDev	0,040568440429535224	
negative fmeasure	0,7255769772637531	
negative fmeasure StdDev	0,03095535576113433	
micro f-Measure	0,7913000000000001	
micro f-Measure StdDev	0,015741279452061035	
micro pos/neg f-Measure	0,7343	
micro pos/neg f-Measure StdDev	0,021614389146626816	
macro f-Measure	0,7681000000000004	
macro f-Measure StdDev	0,01733187639564569	
macro pos/neg f-Measure	0,7325999999999998	
macro pos/neg f-Measure StdDev	0,022184715823323427	
other pos/neg f-Measure	0,7337999999999998	
other pos/neg f-Measure StdDev	0,021545347994451628	
average accuracy	0,861	
average accuracy StdDev	0,010871146130092178	
error rate	0,6044000000000004	
error rate StdDev	0,007009373233842892	
cpu-time (for complete test-set)	37,96120225999999	
cpu-time (for complete test-set) StdDev	4,846366030184463	
training-size	2442,0	
training-size StdDev	0,0	
test-size	600,0	
test-size StdDev	0,0	
