ACTUAL-CLASS	PREDICTED-CLASS	TEXT	FEATURE-VECTOR
POSITIVE	NEUTRAL	God GuardiaN	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 8=2.0, 11=1.3589847983846566, 12=2.0, 13=0.7207480317126714, 16=2.0, 18=1.0550055005500552, 19=2.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 467=0.5713380538812102, 715=0.8207148275663303}	
POSITIVE	NEUTRAL	but they're all super fun	{1=2.0, 4=1.7000000000000002, 5=2.0, 6=0.9, 8=4.0, 9=1.0, 11=3.5954598722470115, 12=5.0, 13=0.9779980963594249, 15=1.0, 16=4.0, 17=1.0, 18=2.9906990699069906, 19=6.0, 20=0.563956395639564, 21=0.44904490449044904, 22=2.0, 25=2.0, 26=2.0, 27=1.0, 29=2.0, 32=2.0, 33=2.0, 34=1.0, 50=2.0, 53=1.5, 54=2.0, 55=0.8, 158=0.534996479977735, 352=0.6626012767400019, 726=0.524154857340798}	
POSITIVE	NEGATIVE	Russians haHAA	{15=1.0, 16=1.0, 18=1.0984098409840986, 19=2.0, 20=0.5818581858185818, 133=0.7071067811865476, 1560=0.7071067811865476}	
POSITIVE	NEGATIVE	OLD FORSEN IS BACK FeelsGoodMan OLD FORSEN IS BACK FeelsGoodMan OLD FORSEN IS BACK FeelsGoodMan OLD FORSEN IS BACK FeelsGoodMan OLD FORSEN IS BACK FeelsGoodMan	{9=5.0, 10=5.0, 11=3.7342990916443393, 12=10.0, 14=0.2654643287466233, 16=15.0, 18=7.273727372737273, 19=15.0, 29=5.0, 32=5.0, 33=5.0, 34=1.0, 163=0.673916036696044, 1463=0.7388079422176619}	
POSITIVE	NEGATIVE	HAHAHAHAHA	{15=1.0, 18=0.5890589058905891, 19=1.0, 20=0.5890589058905891}	
POSITIVE	NEUTRAL	DARUDE SANDSTORM	{10=1.0, 11=0.40298860566580663, 12=1.0, 14=0.40298860566580663, 147=0.7071067811865476, 148=0.7071067811865476}	
POSITIVE	NEGATIVE	rekt	{43=1.0, 46=1.0, 47=1.0, 48=1.0, 1352=1.0}	
POSITIVE	NEUTRAL	Feel you never luck ;p	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=2.0, 10=1.0, 11=1.7402135818702997, 12=3.0, 13=0.7524166882155847, 14=0.29866249993122684, 15=3.0, 16=1.0, 17=1.0, 18=2.5729572957295734, 19=5.0, 20=0.581958195819582, 21=0.40764076407640765, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 50=1.0, 53=0.8, 54=1.0, 55=0.8, 1372=0.7071067811865476, 1433=0.7071067811865476}	
POSITIVE	NEGATIVE	;D	{15=1.0, 18=0.5781578157815782, 19=1.0, 20=0.5781578157815782}	
POSITIVE	NEUTRAL	it's just too smart to not do	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 8=3.0, 9=3.0, 10=1.0, 11=3.9204707384034734, 12=7.0, 13=0.8899519688375139, 14=0.3002635386807661, 15=1.0, 16=6.0, 17=1.0, 18=3.95989598959896, 19=8.0, 20=0.586958695869587, 21=0.42464246424642466, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=2.0, 31=1.0, 32=2.0, 33=3.0, 34=1.0, 35=0.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 606=1.0}	
POSITIVE	NEGATIVE	lolllll	{9=1.0, 11=0.47690597886188707, 12=1.0, 15=1.0, 18=0.5585558555855586, 19=1.0, 20=0.5585558555855586}	
POSITIVE	NEUTRAL	ok:((((	{9=1.0, 11=0.5144231033742855, 12=1.0, 16=1.0, 18=0.527952795279528, 19=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.6, 54=1.0, 55=0.6, 80=1.0}	
POSITIVE	NEGATIVE	StinkyCheese	{45=1.0, 47=1.0, 49=0.0}	
POSITIVE	NEUTRAL	no rise of the machines will be the best raid ever	{1=1.0, 3=1.0, 4=1.2000000000000002, 5=2.0, 6=0.8, 7=0.4, 8=4.0, 9=1.0, 10=2.0, 11=3.5453380062390996, 12=7.0, 13=0.6767772355397592, 14=0.2874717342385713, 15=2.0, 16=8.0, 17=1.0, 18=5.527152715271527, 19=11.0, 20=0.5786578657865787, 21=0.4173417341734174, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=2.0, 32=2.0, 33=2.0, 34=1.0, 50=1.0, 52=1.0, 53=1.0, 54=2.0, 55=0.7, 56=0.3, 1642=1.0}	
POSITIVE	NEGATIVE	was insane	{3=1.0, 4=0.3, 5=1.0, 7=0.3, 10=1.0, 11=0.17738519011647425, 12=1.0, 14=0.17738519011647425, 16=2.0, 18=0.9591959195919593, 19=2.0, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3}	
POSITIVE	NEGATIVE	oh my god , im getting the feeling this hasnt happened the first time xD	{1=2.0, 4=1.2, 5=2.0, 6=0.6, 8=4.0, 9=2.0, 11=3.819770352723692, 12=6.0, 13=0.8349059458507788, 15=1.0, 16=10.0, 17=3.0, 18=6.661966196619662, 19=14.0, 20=0.5725572557255726, 21=0.3513351335133514, 30=2.0, 32=1.0, 33=2.0, 43=1.0, 46=1.0, 47=1.0, 48=1.0, 59=0.28685501513559514, 206=0.2783544384429698, 275=0.28685501513559514, 428=0.3240719243183002, 467=0.31854551031289813, 652=0.45758377512665244, 1120=0.36426299618822855, 1509=0.45758377512665244}	
POSITIVE	NEGATIVE	now THAT is a good casting call, dendi invoker has sucked	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=3.0, 9=2.0, 11=3.191095803737958, 12=5.0, 13=0.911970378032208, 15=1.0, 16=6.0, 17=2.0, 18=4.455845584558456, 19=9.0, 20=0.5824582458245825, 21=0.39543954395439546, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 52=1.0, 53=1.0, 54=2.0, 55=0.7, 56=0.3, 875=0.5588551690178368, 1022=0.6126677730418747, 1379=0.5588551690178368}	
POSITIVE	NEGATIVE	I like the way you work it, NO DIGGITY	{1=1.0, 3=1.0, 4=1.1, 5=2.0, 6=0.7, 7=0.4, 8=2.0, 9=3.0, 10=1.0, 11=3.351639826801719, 12=6.0, 13=0.8500525426806121, 14=0.3117734117530549, 15=2.0, 16=5.0, 17=2.0, 18=4.4950495049504955, 19=9.0, 20=0.6146614661466148, 21=0.4173417341734174, 22=2.0, 25=2.0, 26=2.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7}	
POSITIVE	NEUTRAL	dog EleGiggle	{8=1.0, 11=0.789532177577755, 12=1.0, 13=0.789532177577755, 17=1.0, 18=0.4433443344334434, 19=1.0, 21=0.4433443344334434, 43=1.0, 46=0.875, 47=1.0, 48=0.875, 722=1.0}	
POSITIVE	NEGATIVE	:D	{15=1.0, 18=0.628062806280628, 19=1.0, 20=0.628062806280628}	
POSITIVE	NEUTRAL	@scudpunk its not cold, its actually beautiful, i've been to poland so many times.	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=3.0, 9=4.0, 10=2.0, 11=4.899305116171592, 12=9.0, 13=0.8734299091644339, 14=0.3002635386807661, 15=2.0, 16=10.0, 17=2.0, 18=6.821682168216821, 19=14.0, 20=0.604860486048605, 21=0.39833983398339834, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=1.0, 30=2.0, 31=1.0, 32=2.0, 33=4.0, 34=1.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 154=0.38580348606496484, 505=0.40883153535265754, 905=0.38580348606496484, 988=0.40883153535265754, 1253=0.40883153535265754, 1493=0.4481982456277661}	
POSITIVE	NEUTRAL	I guess he didn't care about my comment lol	{1=2.0, 4=1.2999999999999998, 5=2.0, 6=0.7, 8=3.0, 9=6.0, 10=1.0, 11=5.609159482165751, 12=10.0, 13=0.8775673013969201, 14=0.4405497449891889, 15=2.0, 16=9.0, 17=1.0, 18=5.8924892489248935, 19=12.0, 20=0.592959295929593, 21=0.37173717371737175, 24=1.0, 26=1.0, 28=0.0, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 201=0.2839793865544954, 202=0.30493625174430367, 295=0.42309663303276696, 609=0.4915226935621033, 775=0.40517861854682363, 1126=0.4915226935621033}	
POSITIVE	NEGATIVE	His ego is boosted af tho hahaha	{1=2.0, 4=1.4, 5=2.0, 6=0.8, 9=1.0, 10=1.0, 11=0.9435675104672724, 12=2.0, 14=0.42914440709298685, 15=3.0, 16=3.0, 18=3.226122612261226, 19=6.0, 20=0.5984598459845986, 30=1.0, 31=1.0, 32=0.5, 33=2.0, 35=0.0, 322=0.5366310672557121, 461=0.5686617956250012, 966=0.6234186874425123}	
POSITIVE	NEGATIVE	\ :D /	{15=1.0, 18=0.628062806280628, 19=1.0, 20=0.628062806280628}	
POSITIVE	NEUTRAL	AHA CUDDLE	{8=1.0, 11=0.8720599481725602, 12=1.0, 13=0.8720599481725602, 15=1.0, 17=1.0, 18=1.0044004400440043, 19=2.0, 20=0.5973597359735974, 21=0.40704070407040704, 30=1.0, 32=0.5, 33=1.0}	
POSITIVE	NEGATIVE	I woke up a while ago to that new trial boss beat him with my left eye closed while in bed LUL	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=5.0, 9=9.0, 10=3.0, 11=9.594254966796328, 12=17.0, 13=0.9270894656051761, 14=0.27783249063309806, 15=3.0, 16=17.0, 17=4.0, 18=11.799279927992801, 19=24.0, 20=0.6082608260826083, 21=0.34503450345034503, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 31=1.0, 32=1.0, 33=2.0, 34=1.0, 35=0.0, 50=1.0, 53=0.8, 54=1.0, 55=0.8, 77=0.34685029767334097, 78=0.3985309582074695, 137=0.5400543581589046, 858=0.6551406235211832}	
NEUTRAL	POSITIVE	What part of TX do you live in? You don't have to be super specific	{1=2.0, 4=1.5, 5=2.0, 6=0.8, 8=8.0, 9=3.0, 10=1.0, 11=7.572132022425547, 12=12.0, 13=0.9201846421320775, 14=0.3177319167899999, 15=3.0, 16=15.0, 18=9.283228322832285, 19=18.0, 20=0.675967596759676, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=3.0, 30=1.0, 31=1.0, 32=3.5, 33=5.0, 34=1.0, 35=0.0, 50=2.0, 52=1.0, 53=1.8, 54=3.0, 55=0.8, 56=0.3, 221=0.4692227151096951, 257=0.4213440531809826, 258=0.4213440531809826, 352=0.4972299369226975, 878=0.4213440531809826}	
NEUTRAL	POSITIVE	yay who wanna do 8og qu3st exchange?	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 8=3.0, 9=2.0, 11=2.8899299614320224, 12=5.0, 13=0.6520134025099447, 15=1.0, 16=4.0, 17=1.0, 18=3.0412041204120412, 19=6.0, 20=0.6225622562256226, 21=0.41614161416141615, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 1490=1.0}	
NEUTRAL	POSITIVE	@NickiTaylor Oh yes, I like that better	{1=3.0, 4=1.9999999999999998, 5=3.0, 6=0.7, 8=3.0, 9=2.0, 11=3.1728241553282683, 12=5.0, 13=0.8500525426806121, 15=1.0, 16=5.0, 18=3.0303030303030303, 19=6.0, 20=0.5820582058205821, 22=2.0, 25=2.0, 26=2.0, 27=1.0, 29=3.0, 30=1.0, 32=3.5, 33=4.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 275=0.5887018614700185, 942=0.8083502448207306}	
NEUTRAL	NEGATIVE	Froggen we want stream :S	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 8=2.0, 11=1.427807457209351, 12=2.0, 13=0.7757940546994064, 16=3.0, 17=1.0, 18=1.85988598859886, 19=4.0, 21=0.41614161416141615, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 38=1.0, 40=1.0, 42=0.0, 45=1.0, 47=1.0, 49=0.0, 316=1.0}	
NEUTRAL	NEGATIVE	Kate you could never hate us KKona	{3=1.0, 4=0.2, 5=1.0, 7=0.2, 9=1.0, 10=2.0, 11=0.9093625004814121, 12=3.0, 14=0.09627689717589974, 15=1.0, 16=3.0, 17=2.0, 18=2.702770277027703, 19=6.0, 20=0.5675567556755676, 21=0.31483148314831483, 24=1.0, 26=1.0, 28=0.0, 30=1.0, 31=1.0, 32=0.5, 33=2.0, 35=0.0, 52=1.0, 53=0.1, 54=1.0, 56=0.1, 68=1.0}	
NEUTRAL	NEGATIVE	@TheLoyalPatriot i think you can throw all three sticks of c4 and then explode them	{8=5.0, 9=2.0, 10=1.0, 11=4.709568269722762, 12=8.0, 13=0.7455448758507238, 14=0.4291334033902409, 15=1.0, 16=12.0, 17=1.0, 18=6.924692469246925, 19=14.0, 20=0.5675567556755676, 21=0.41434143414341434, 24=1.0, 26=1.0, 28=0.0, 30=1.0, 31=2.0, 32=0.5, 33=3.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 1519=1.0}	
NEUTRAL	POSITIVE	I'm definitely a weeb though	{8=1.0, 9=4.0, 11=2.684798934841574, 12=5.0, 13=0.6013138421078693, 15=1.0, 16=4.0, 18=2.478147814781478, 19=5.0, 20=0.565956595659566, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0}	
NEUTRAL	NEGATIVE	passive is the hardest imo	{3=1.0, 4=0.4, 5=1.0, 7=0.4, 8=1.0, 9=2.0, 11=1.7110922825530792, 12=3.0, 13=0.7042699868505753, 15=1.0, 16=5.0, 17=1.0, 18=3.48014801480148, 19=7.0, 20=0.6140614061406141, 21=0.4099409940994099, 24=1.0, 26=1.0, 28=0.0, 30=1.0, 31=1.0, 32=0.5, 33=2.0, 35=0.0, 421=1.0}	
NEUTRAL	NEGATIVE	I'm not islamophobic because I'm not a jackass	{3=1.0, 4=0.1, 5=1.0, 7=0.1, 9=5.0, 10=3.0, 11=3.585242934247374, 12=8.0, 14=0.3002635386807661, 16=6.0, 17=3.0, 18=4.223322332233224, 19=9.0, 21=0.42464246424642466, 52=1.0, 53=0.3, 54=1.0, 56=0.3}	
NEUTRAL	NEGATIVE	@summit1g Did you ever had such a low view count the last couple of years?	{8=3.0, 9=5.0, 10=1.0, 11=5.210984996451307, 12=9.0, 13=0.8046512651507233, 14=0.4304758551252497, 15=1.0, 16=12.0, 17=1.0, 18=7.057405740574059, 19=14.0, 20=0.5675567556755676, 21=0.44884488448844884, 30=2.0, 31=1.0, 32=1.0, 33=3.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 141=0.6115599790509895, 477=0.7911980738242184}	
NEUTRAL	POSITIVE	toxicbear19 has been entered into the lottery Your number is 100 if your numbers match one of the following 129 35 35 84 87 then you have won 400 Crumpets times your multiplier which is 1	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=6.0, 9=11.0, 10=1.0, 11=9.892042672359253, 12=18.0, 13=0.6973871707829685, 14=0.40537090731030995, 15=6.0, 16=26.0, 17=1.0, 18=16.983598359835987, 19=33.0, 20=0.6228622862286229, 21=0.44894489448944896, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 50=2.0, 53=1.2, 54=2.0, 55=0.6, 136=0.5142738022249291, 405=0.5142738022249291, 905=0.48530655914083265, 1443=0.48530655914083265}	
NEUTRAL	POSITIVE	Sneaky sub BigBrother	{3=1.0, 4=0.4, 5=1.0, 7=0.4, 9=1.0, 10=1.0, 11=0.8830086324048043, 12=2.0, 14=0.3685745253277728, 15=1.0, 16=2.0, 18=1.7016701670167018, 19=3.0, 20=0.6434643464346435, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0, 45=1.0, 46=0.375, 47=1.0, 49=0.375, 692=0.7071067811865475, 1314=0.7071067811865475}	
