ACTUAL-CLASS	PREDICTED-CLASS	TEXT	FEATURE-VECTOR
POSITIVE	NEGATIVE	"im rotating" lmfao	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 10=2.0, 11=0.740813283669955, 12=2.0, 14=0.3002635386807661, 15=2.0, 16=4.0, 18=3.0953095309530956, 19=6.0, 20=0.592959295929593, 171=0.41065403581810006, 180=0.3893622921821673, 268=0.4824384094811755, 1167=0.668590644079192}	
POSITIVE	NEUTRAL	Rawr!	{8=1.0, 11=0.5653152285744154, 12=1.0, 13=0.5653152285744154, 16=1.0, 18=0.5007500750075008, 19=1.0}	
POSITIVE	NEGATIVE	I woke up a while ago to that new trial boss beat him with my left eye closed while in bed LUL	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=5.0, 9=9.0, 10=3.0, 11=9.594254966796328, 12=17.0, 13=0.9270894656051761, 14=0.27783249063309806, 15=3.0, 16=17.0, 17=4.0, 18=11.799279927992801, 19=24.0, 20=0.6082608260826083, 21=0.34503450345034503, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 31=1.0, 32=1.0, 33=2.0, 34=1.0, 35=0.0, 50=1.0, 53=0.8, 54=1.0, 55=0.8, 147=0.29422168486839473, 210=0.5098629822563627, 222=0.3309674697910793, 224=0.4811441852211937, 859=0.558958090062015}	
POSITIVE	NEUTRAL	Do you know where it is? :D :D	{8=2.0, 9=1.0, 11=1.8500635463833581, 12=3.0, 13=0.7648013556561783, 15=3.0, 16=5.0, 18=4.273227322732273, 19=8.0, 20=0.628062806280628, 30=1.0, 32=0.5, 33=1.0}	
POSITIVE	NEGATIVE	NICE TORNADO	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=1.0, 10=1.0, 11=1.1086285535082556, 12=2.0, 13=0.7826658670642671, 14=0.3259626864439884, 15=1.0, 17=1.0, 18=0.9941994199419942, 19=2.0, 20=0.5973597359735974, 21=0.39683968396839686, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 249=0.5713380538812102, 1039=0.8207148275663303}	
POSITIVE	NEGATIVE	TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard	{45=24.0, 47=24.0, 49=0.0, 291=1.0}	
POSITIVE	NEUTRAL	yeah it was a really sick back door	{1=1.0, 3=1.0, 4=0.8999999999999999, 5=2.0, 6=0.6, 7=0.3, 8=2.0, 9=4.0, 10=1.0, 11=3.4583317286266837, 12=7.0, 13=0.6957256116683265, 14=0.14166166915166956, 16=7.0, 17=1.0, 18=3.685268526852685, 19=8.0, 21=0.2835283528352835, 24=1.0, 26=1.0, 28=0.0, 29=1.0, 30=2.0, 31=1.0, 32=2.0, 33=4.0, 34=1.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 209=0.5490040543622475, 581=0.8358196864717977}	
POSITIVE	NEUTRAL	its just conversation ;3; not srs	{8=3.0, 10=1.0, 11=2.3001920146129176, 12=4.0, 13=0.7510247198182188, 14=0.3002635386807661, 15=1.0, 16=3.0, 17=1.0, 18=2.456845684568457, 19=5.0, 20=0.5926592659265928, 21=0.42464246424642466, 29=1.0, 31=1.0, 32=1.0, 33=2.0, 34=1.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3}	
POSITIVE	NEGATIVE	His ego is boosted af tho hahaha	{1=2.0, 4=1.4, 5=2.0, 6=0.8, 9=1.0, 10=1.0, 11=0.9435675104672724, 12=2.0, 14=0.42914440709298685, 15=3.0, 16=3.0, 18=3.226122612261226, 19=6.0, 20=0.5984598459845986, 30=1.0, 31=1.0, 32=0.5, 33=2.0, 35=0.0, 90=0.5588551690178367, 498=0.5588551690178367, 547=0.6126677730418747}	
POSITIVE	NEGATIVE	MALYGOS COSPLAY 4Head	{16=1.0, 18=0.4815481548154816, 19=1.0, 45=1.0, 46=0.25, 47=1.0, 49=0.25}	
POSITIVE	NEUTRAL	Crispy rice is hella good. Imparts a nutty flavor.	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=5.0, 9=2.0, 11=4.5349450089955265, 12=7.0, 13=0.911970378032208, 15=2.0, 16=6.0, 18=4.2040204020402046, 19=8.0, 20=0.5824582458245825, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7}	
POSITIVE	NEUTRAL	FOCUS!	{8=1.0, 11=0.7180026078775509, 12=1.0, 13=0.7180026078775509, 16=1.0, 18=0.5232523252325233, 19=1.0, 367=1.0}	
POSITIVE	NEGATIVE	StinkyCheese	{45=1.0, 47=1.0, 49=0.0}	
POSITIVE	NEUTRAL	rofl	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 8=1.0, 9=2.0, 10=1.0, 11=2.0524546509900583, 12=4.0, 13=0.5606991752724791, 14=0.4405497449891889, 15=1.0, 16=3.0, 17=1.0, 18=2.5691569156915697, 19=5.0, 20=0.592959295929593, 21=0.4426442644264427, 30=1.0, 32=0.5, 33=1.0, 180=0.3807719030946552, 1625=0.6538397195848821, 1626=0.6538397195848821}	
POSITIVE	NEUTRAL	its just a bunch of fluff	{8=3.0, 9=1.0, 11=2.4559329214280607, 12=4.0, 13=0.6767607299856402, 16=6.0, 18=3.031003100310031, 19=6.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0}	
POSITIVE	NEUTRAL	sub-human or post-human? Kappa	{8=3.0, 9=3.0, 11=3.581793273436512, 12=6.0, 13=0.7138817211991836, 15=1.0, 16=5.0, 18=3.168016801680168, 19=6.0, 20=0.5541554155415541, 43=1.0, 46=0.625, 47=1.0, 48=0.625, 69=0.2466104486688859, 495=0.43340126594354356, 545=0.8668025318870871, 1724=1.0}	
POSITIVE	NEUTRAL	nah, I just think its weird shapes lol	{1=1.0, 3=2.0, 4=1.2999999999999998, 5=3.0, 6=0.6, 7=0.3, 8=2.0, 9=4.0, 10=2.0, 11=4.181390537916009, 12=8.0, 13=0.7455448758507238, 14=0.3117734117530549, 15=2.0, 16=7.0, 17=1.0, 18=4.977097709770977, 19=10.0, 20=0.592959295929593, 21=0.4173417341734174, 24=2.0, 26=2.0, 28=0.0, 29=1.0, 30=1.0, 31=1.0, 32=1.5, 33=3.0, 34=1.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 180=0.6806079540943303, 181=0.732647809539843}	
POSITIVE	NEUTRAL	sharing is caring	{10=2.0, 11=0.8736664887734724, 12=2.0, 14=0.43311674378428344, 15=2.0, 16=1.0, 18=1.7178717871787181, 19=3.0, 20=0.6725672567256726, 50=2.0, 53=1.4, 54=2.0, 55=0.8}	
POSITIVE	NEGATIVE	this is the most comfy stream ever	{8=2.0, 9=2.0, 11=2.628570013809647, 12=4.0, 13=0.8239297523616697, 16=7.0, 18=3.4752475247524752, 19=7.0, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 30=1.0, 32=0.5, 33=1.0, 84=1.0}	
POSITIVE	NEGATIVE	rekt	{43=1.0, 46=1.0, 47=1.0, 48=1.0, 1220=1.0}	
POSITIVE	NEGATIVE	damn so good at the gold blings Kappa	{1=1.0, 3=1.0, 4=0.9, 5=2.0, 6=0.8, 7=0.1, 8=3.0, 9=2.0, 10=1.0, 11=3.793565034634155, 12=6.0, 13=0.911970378032208, 14=0.42087512447938735, 15=1.0, 16=5.0, 17=1.0, 18=3.483848384838484, 19=7.0, 20=0.5824582458245825, 21=0.3698369836983698, 22=2.0, 24=1.0, 25=2.0, 26=3.0, 27=1.0, 28=0.0, 29=2.0, 30=1.0, 31=1.0, 32=2.5, 33=4.0, 34=1.0, 35=0.0, 43=1.0, 46=0.625, 47=1.0, 48=0.625, 50=1.0, 52=1.0, 53=1.0, 54=2.0, 55=0.7, 56=0.3, 69=0.4020205779482715, 269=0.5824114858653857, 379=0.7065241086036707, 1724=1.0}	
POSITIVE	NEUTRAL	now THAT is a good casting call, dendi invoker has sucked	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=3.0, 9=2.0, 11=3.191095803737958, 12=5.0, 13=0.911970378032208, 15=1.0, 16=6.0, 17=2.0, 18=4.455845584558456, 19=9.0, 20=0.5824582458245825, 21=0.39543954395439546, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 52=1.0, 53=1.0, 54=2.0, 55=0.7, 56=0.3, 76=0.44977428293032934, 814=0.44977428293032934, 816=0.5456217503128958, 1387=0.5456217503128958}	
POSITIVE	NEUTRAL	O-oooooooooo AAAAE-A-A-I-A-U- JO-oooooooooooo AAE-O-A-A-U-U-A- E-eee-ee-eee AAAAE-A-E-I-E-A- JO-ooo-oo-oo-oo EEEEO-A-AAA-AAAA ichiHype O-oooooooooo AAAAE-A-A-I-A-U- JO-oooooooooooo AAE-O-A-A-U-U-A- E-eee-ee-eee AAAAE-A-E-I-E-A- JO-ooo-oo-oo-oo EEEEO-A-AAA-AAAA ichiHype	{8=6.0, 9=44.0, 11=26.670400589798458, 12=50.0, 13=0.6106394801850823, 15=12.0, 16=62.0, 17=2.0, 18=38.816081608160836, 19=76.0, 20=0.5741574157415742, 21=0.42914291429142915, 30=8.0, 32=4.0, 33=8.0, 59=0.6335912355028662, 967=0.7736679819495903}	
POSITIVE	NEGATIVE	Conrad is jealous ;)	{3=1.0, 4=0.3, 5=1.0, 7=0.3, 9=1.0, 10=1.0, 11=0.6684364288583109, 12=2.0, 14=0.15401332548402538, 15=1.0, 16=1.0, 17=2.0, 18=1.9243924392439244, 19=4.0, 20=0.5706570657065707, 21=0.4250425042504251, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0, 37=1.0, 39=0.5, 40=1.0, 44=1.0, 46=0.5, 47=1.0, 52=1.0, 53=0.2, 54=1.0, 56=0.2}	
POSITIVE	NEUTRAL	I like the way you work it, NO DIGGITY	{1=1.0, 3=1.0, 4=1.1, 5=2.0, 6=0.7, 7=0.4, 8=2.0, 9=3.0, 10=1.0, 11=3.351639826801719, 12=6.0, 13=0.8500525426806121, 14=0.3117734117530549, 15=2.0, 16=5.0, 17=2.0, 18=4.4950495049504955, 19=9.0, 20=0.6146614661466148, 21=0.4173417341734174, 22=2.0, 25=2.0, 26=2.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7}	
POSITIVE	NEGATIVE	dun dunnn dunnnnnnnnn	{17=3.0, 18=1.3195319531953196, 19=3.0, 21=0.43984398439843986, 226=1.0}	
POSITIVE	NEUTRAL	one tap'd	{8=2.0, 9=1.0, 11=1.750997210561354, 12=3.0, 13=0.6643485532881815, 16=3.0, 18=1.5520552055205523, 19=3.0}	
POSITIVE	NEUTRAL	PogChamp / AMPTropPunch LOOK AT THESE STACKED CANS PogChamp / AMPTropPunch LOOK AT THESE STACKED CANS PogChamp / AMPTropPunch LOOK AT THESE STACKED CANS	{8=3.0, 9=6.0, 11=5.021913874018608, 12=9.0, 13=0.645125084590965, 15=3.0, 16=9.0, 17=3.0, 18=7.216921692169217, 19=15.0, 20=0.550955095509551, 21=0.4093409340934094, 30=3.0, 32=1.5, 33=3.0, 43=3.0, 46=2.625, 47=3.0, 48=0.875, 185=0.7372273708129047, 413=0.6756447318852506}	
POSITIVE	NEGATIVE	Haha at the same time @pink_unicorn__	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=1.0, 9=2.0, 11=1.6258465973800187, 12=3.0, 13=0.5970003906314476, 15=1.0, 16=4.0, 18=2.5752575257525754, 19=5.0, 20=0.5865586558655865, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 384=0.668126433157337, 954=0.7440477601044536}	
POSITIVE	NEUTRAL	swedish porn best porn	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=1.0, 9=1.0, 10=2.0, 11=1.9377410498632792, 12=4.0, 13=0.5815897049357109, 14=0.42086412077664137, 15=2.0, 16=2.0, 18=2.173717371737174, 19=4.0, 20=0.5957595759575958, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 200=0.8769017516670891, 752=0.4806696557129342}	
