ACTUAL-CLASS	PREDICTED-CLASS	TEXT	FEATURE-VECTOR
POSITIVE	NEUTRAL	PogChamp / AMPTropPunch LOOK AT THESE STACKED CANS PogChamp / AMPTropPunch LOOK AT THESE STACKED CANS PogChamp / AMPTropPunch LOOK AT THESE STACKED CANS	{8=3.0, 9=6.0, 11=5.021913874018608, 12=9.0, 13=0.645125084590965, 15=3.0, 16=9.0, 17=3.0, 18=7.216921692169217, 19=15.0, 20=0.550955095509551, 21=0.4093409340934094, 30=3.0, 32=1.5, 33=3.0, 43=3.0, 46=2.625, 47=3.0, 48=0.875, 282=0.7869196377994417, 391=0.6170554947860002}	
POSITIVE	NEGATIVE	does his character have a fucking baseball bat?! LMAO	{1=1.0, 3=1.0, 4=0.7, 5=2.0, 6=0.6, 7=0.1, 8=3.0, 9=3.0, 10=2.0, 11=4.220112567879092, 12=8.0, 13=0.6712258675044153, 14=0.3002635386807661, 15=1.0, 16=9.0, 17=1.0, 18=5.495649564956496, 19=11.0, 20=0.592959295929593, 21=0.41714171417141716, 24=1.0, 26=1.0, 28=0.0, 127=0.4084919898593187, 136=0.3204452923470975, 235=0.5059235418336078, 933=0.5546393178207523, 1057=0.4084919898593187}	
POSITIVE	NEUTRAL	I think the "gear gate" is a good thing	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=4.0, 9=3.0, 11=4.398207496822682, 12=7.0, 13=0.911970378032208, 15=1.0, 16=8.0, 18=4.542354235423543, 19=9.0, 20=0.5824582458245825, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7}	
POSITIVE	NEUTRAL	!sr Crazy Realistic Knocking Sound	{3=1.0, 4=0.3, 5=1.0, 7=0.3, 8=2.0, 9=3.0, 11=2.91331833161859, 12=5.0, 13=0.7139092304560485, 16=5.0, 18=2.52975297529753, 19=5.0, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=2.0, 31=1.0, 32=2.0, 33=3.0, 34=1.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 1079=0.7071067811865476, 1462=0.7071067811865476}	
POSITIVE	NEGATIVE	i didnt wrung :D	{9=1.0, 11=0.5144231033742855, 12=1.0, 15=1.0, 16=1.0, 17=1.0, 18=1.4905490549054905, 19=3.0, 20=0.628062806280628, 21=0.4043404340434043, 216=1.0}	
POSITIVE	NEUTRAL	Alright guys I gotta go now bye chris :D	{8=4.0, 9=2.0, 11=3.7432451019768154, 12=6.0, 13=0.8335689959671431, 15=1.0, 16=10.0, 18=5.521652165216522, 19=11.0, 20=0.628062806280628, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 610=0.6863271178455861, 790=0.7272929858796735}	
POSITIVE	NEGATIVE	tommy falling is the best content this stream has ever seen	{1=1.0, 3=1.0, 4=1.2000000000000002, 5=2.0, 6=0.8, 7=0.4, 8=3.0, 9=2.0, 11=3.0814549095770727, 12=5.0, 13=0.7757940546994064, 15=2.0, 16=7.0, 17=1.0, 18=5.016301630163016, 19=10.0, 20=0.5786578657865787, 21=0.44894489448944896, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=2.0, 32=2.0, 33=2.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 76=0.5442019325318962, 1068=0.8389542637286908}	
POSITIVE	NEUTRAL	UK did good in Athletics too	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=2.0, 9=3.0, 11=3.1291999757918547, 12=5.0, 13=0.911970378032208, 15=1.0, 16=5.0, 18=2.984598459845985, 19=6.0, 20=0.5824582458245825, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 31=1.0, 32=1.0, 33=2.0, 34=1.0, 35=0.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7}	
POSITIVE	NEGATIVE	rekt	{43=1.0, 46=1.0, 47=1.0, 48=1.0, 386=1.0}	
POSITIVE	NEGATIVE	;D	{15=1.0, 18=0.5781578157815782, 19=1.0, 20=0.5781578157815782}	
