ACTUAL-CLASS	PREDICTED-CLASS	TEXT	FEATURE-VECTOR
POSITIVE	NEGATIVE	doind loadsa damage FeelsGoodMan	{3=1.0, 4=0.2, 5=1.0, 7=0.2, 10=1.0, 11=0.23655209978157654, 12=1.0, 14=0.23655209978157654, 16=1.0, 17=1.0, 18=0.8916891689168918, 19=2.0, 21=0.43444344434443444, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0, 212=0.6739160366960442, 1328=0.738807942217662}	
POSITIVE	NEUTRAL	but they're all super fun	{1=2.0, 4=1.7000000000000002, 5=2.0, 6=0.9, 8=4.0, 9=1.0, 11=3.5954598722470115, 12=5.0, 13=0.9779980963594249, 15=1.0, 16=4.0, 17=1.0, 18=2.9906990699069906, 19=6.0, 20=0.563956395639564, 21=0.44904490449044904, 22=2.0, 25=2.0, 26=2.0, 27=1.0, 29=2.0, 32=2.0, 33=2.0, 34=1.0, 50=2.0, 53=1.5, 54=2.0, 55=0.8, 211=0.5419924443668659, 412=0.6574917183462489, 936=0.5234012137503378}	
POSITIVE	NEUTRAL	@briarrabbit home sweet home. Time to kick my feet up n relax and enjoy the rabbit hole entertainment	{1=2.0, 4=1.4, 5=2.0, 6=0.7, 8=9.0, 9=2.0, 11=8.196614160665066, 12=11.0, 13=0.9023146288726157, 15=4.0, 16=11.0, 17=2.0, 18=8.646564656465644, 19=17.0, 20=0.6272627262726272, 21=0.4162416241624163, 22=2.0, 25=2.0, 26=2.0, 27=1.0, 29=3.0, 31=2.0, 32=3.0, 33=5.0, 34=1.0, 35=0.0, 50=3.0, 52=1.0, 53=2.6, 54=4.0, 55=0.8, 56=0.3, 267=0.4578899311013254, 268=0.30906578511575006, 353=0.4176719685559615, 590=0.3941459686115157, 871=0.3941459686115157, 1450=0.4578899311013254}	
POSITIVE	NEUTRAL	great choice of music	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=3.0, 11=2.441551081939073, 12=3.0, 13=0.8816936899266604, 15=2.0, 16=2.0, 18=2.2312231223122314, 19=4.0, 20=0.6176617661766177, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.8, 54=1.0, 55=0.8, 341=1.0}	
POSITIVE	NEUTRAL	Gg to you fine sir	{1=2.0, 4=1.5, 5=2.0, 6=0.8, 8=4.0, 11=2.969750821151318, 12=4.0, 13=0.911970378032208, 15=4.0, 16=2.0, 18=3.3119311931193125, 19=6.0, 20=0.6170617061706172, 22=2.0, 25=2.0, 26=2.0, 27=1.0, 29=1.0, 31=2.0, 32=1.0, 33=3.0, 34=1.0, 35=0.0, 50=2.0, 53=1.5, 54=2.0, 55=0.8, 79=0.6522447889526158, 83=0.3862039235537558, 635=0.6522447889526158}	
POSITIVE	NEGATIVE	wrecked :D	{10=1.0, 11=0.3002635386807661, 12=1.0, 14=0.3002635386807661, 15=1.0, 17=1.0, 18=1.0098009800980097, 19=2.0, 20=0.628062806280628, 21=0.38173817381738173}	
POSITIVE	NEGATIVE	I'm glad we got rid of those old cow emotes and replaced them with this good goat one	{1=2.0, 4=1.6, 5=2.0, 6=0.8, 8=5.0, 9=2.0, 10=2.0, 11=5.198270217928334, 12=9.0, 13=0.911970378032208, 14=0.2654643287466233, 15=3.0, 16=13.0, 17=2.0, 18=9.091809180918094, 19=18.0, 20=0.6339633963396339, 21=0.40554055405540557, 22=2.0, 25=2.0, 26=2.0, 27=1.0, 29=2.0, 31=2.0, 32=2.0, 33=4.0, 34=1.0, 35=0.0, 50=2.0, 52=1.0, 53=1.7, 54=3.0, 55=0.7, 56=0.3, 1380=0.7071067811865476, 1589=0.7071067811865476}	
POSITIVE	NEGATIVE	paddie is still better than most of the NA roamers	{1=1.0, 4=0.7, 5=1.0, 6=0.7, 8=2.0, 9=2.0, 10=1.0, 11=2.6410592164263273, 12=5.0, 13=0.6926115637912157, 14=0.3002635386807661, 16=7.0, 17=2.0, 18=4.431343134313432, 19=9.0, 21=0.42464246424642466, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 30=2.0, 32=2.0, 33=3.0, 34=1.0, 1018=1.0}	
POSITIVE	NEGATIVE	that is pretty cool	{1=2.0, 4=1.2, 5=2.0, 6=0.6, 8=2.0, 11=1.6505829211529681, 12=2.0, 13=0.8858145766050277, 15=2.0, 16=2.0, 18=2.138913891389139, 19=4.0, 20=0.6006600660066007, 22=2.0, 25=2.0, 26=2.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=2.0, 53=1.5, 54=2.0, 55=0.8, 65=0.7193363555426622, 66=0.6946619376319684}	
POSITIVE	NEGATIVE	@scudpunk hey man sorry my sister wasn't able to make it to the stream today only my parents and I :)	{3=1.0, 4=0.4, 5=1.0, 7=0.4, 8=7.0, 9=4.0, 11=6.729209879124326, 12=11.0, 13=0.789565188685993, 15=1.0, 16=17.0, 17=2.0, 18=9.588358835883588, 19=20.0, 20=0.6062606260626062, 21=0.37613761376137617, 24=1.0, 26=1.0, 28=0.0, 29=1.0, 31=1.0, 32=1.0, 33=2.0, 34=1.0, 35=0.0, 36=1.0, 39=1.0, 40=1.0, 41=1.0, 43=1.0, 46=1.0, 47=1.0, 48=1.0, 50=1.0, 52=1.0, 53=1.0, 54=2.0, 55=0.7, 56=0.3, 91=0.4810907307058927, 150=0.3178631146831987, 466=0.3973657277363206, 1090=0.4810907307058927, 1680=0.5274153357670028}	
POSITIVE	NEUTRAL	FeelsBirthdayMan	{772=1.0}	
POSITIVE	NEUTRAL	sharing is caring	{10=2.0, 11=0.8736664887734724, 12=2.0, 14=0.43311674378428344, 15=2.0, 16=1.0, 18=1.7178717871787181, 19=3.0, 20=0.6725672567256726, 50=2.0, 53=1.4, 54=2.0, 55=0.8}	
POSITIVE	NEUTRAL	D:	{17=1.0, 18=0.4389438943894389, 19=1.0, 21=0.4389438943894389}	
POSITIVE	NEGATIVE	Holy shit that thing existed?	{3=1.0, 4=0.1, 5=1.0, 7=0.1, 8=2.0, 10=1.0, 11=1.6148043816744335, 12=3.0, 13=0.6602661795694251, 14=0.36444813679803256, 16=4.0, 17=1.0, 18=2.4442444244424446, 19=5.0, 21=0.4133413341334134, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 333=0.6501205987794085, 638=0.7598310384833614}	
POSITIVE	NEGATIVE	does his character have a fucking baseball bat?! LMAO	{1=1.0, 3=1.0, 4=0.7, 5=2.0, 6=0.6, 7=0.1, 8=3.0, 9=3.0, 10=2.0, 11=4.220112567879092, 12=8.0, 13=0.6712258675044153, 14=0.3002635386807661, 15=1.0, 16=9.0, 17=1.0, 18=5.495649564956496, 19=11.0, 20=0.592959295929593, 21=0.41714171417141716, 24=1.0, 26=1.0, 28=0.0, 134=0.4683111621182246, 176=0.38322073399396633, 177=0.4790703255988964, 1456=0.6358601635604885}	
