ACTUAL-CLASS	PREDICTED-CLASS	TEXT	FEATURE-VECTOR
POSITIVE	NEGATIVE	Ohhh Emilcmgaming2003 suup	{9=1.0, 11=0.5144231033742855, 12=1.0, 16=1.0, 18=0.4790479047904791, 19=1.0, 30=1.0, 32=0.5, 33=1.0, 69=1.0}	
POSITIVE	NEGATIVE	that wall into meteor was sick!	{3=1.0, 4=0.3, 5=1.0, 7=0.3, 9=2.0, 10=1.0, 11=1.1925427906490538, 12=3.0, 14=0.14166166915166956, 16=5.0, 17=1.0, 18=2.787078707870787, 19=6.0, 21=0.2835283528352835, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 745=0.75789002938856, 1279=0.6523823291241169}	
POSITIVE	NEUTRAL	@thomaslov33 stay in smart guys stream lol	{1=2.0, 4=1.2, 5=2.0, 6=0.6, 8=3.0, 9=3.0, 10=1.0, 11=4.320796448004754, 12=7.0, 13=0.8899519688375139, 14=0.4405497449891889, 15=2.0, 16=6.0, 18=4.135313531353136, 19=8.0, 20=0.592959295929593, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 112=0.4037091407869901, 166=0.30719823843364996, 336=0.3291142825875127, 418=0.3291142825875127, 871=0.5358348170923971, 1007=0.488770701590903}	
POSITIVE	NEUTRAL	PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp	{43=39.0, 46=34.125, 47=39.0, 48=0.875, 256=1.0}	
POSITIVE	NEGATIVE	rekt	{43=1.0, 46=1.0, 47=1.0, 48=1.0, 190=1.0}	
POSITIVE	NEGATIVE	MEGALUL	{935=1.0}	
POSITIVE	NEGATIVE	@scudpunk hey man sorry my sister wasn't able to make it to the stream today only my parents and I :)	{3=1.0, 4=0.4, 5=1.0, 7=0.4, 8=7.0, 9=4.0, 11=6.729209879124326, 12=11.0, 13=0.789565188685993, 15=1.0, 16=17.0, 17=2.0, 18=9.588358835883588, 19=20.0, 20=0.6062606260626062, 21=0.37613761376137617, 24=1.0, 26=1.0, 28=0.0, 29=1.0, 31=1.0, 32=1.0, 33=2.0, 34=1.0, 35=0.0, 36=1.0, 39=1.0, 40=1.0, 41=1.0, 43=1.0, 46=1.0, 47=1.0, 48=1.0, 50=1.0, 52=1.0, 53=1.0, 54=2.0, 55=0.7, 56=0.3, 257=0.3907837065293718, 336=0.33263708499251293, 449=0.49400244841611174, 896=0.4464345638956181, 960=0.5415703329366055}	
POSITIVE	NEUTRAL	I think Leon is in luv with ADA	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=2.0, 9=4.0, 11=3.730326754953042, 12=6.0, 13=0.9270894656051761, 15=2.0, 16=6.0, 18=4.1551155115511555, 19=8.0, 20=0.6082608260826083, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 50=1.0, 53=0.8, 54=1.0, 55=0.8, 66=1.0}	
POSITIVE	NEUTRAL	I can't wait till you may me2 FeelsBirthdayMan	{8=2.0, 9=6.0, 11=4.32578112534868, 12=8.0, 13=0.7083688661234506, 15=2.0, 16=7.0, 18=4.539653965396539, 19=9.0, 20=0.5675567556755676, 31=1.0, 33=1.0, 35=0.0, 268=0.5054674165339088, 429=0.5629052832119783, 916=0.6539421480181397}	
POSITIVE	NEGATIVE	D:	{17=1.0, 18=0.4389438943894389, 19=1.0, 21=0.4389438943894389, 110=1.0}	
