ACTUAL-CLASS	PREDICTED-CLASS	TEXT	FEATURE-VECTOR
POSITIVE	NEUTRAL	Flash R PogChamp	{8=1.0, 9=1.0, 11=1.10178425040026, 12=2.0, 13=0.5873611470259743, 16=2.0, 18=0.9990999099909992, 19=2.0, 31=1.0, 33=1.0, 35=0.0, 43=1.0, 46=0.875, 47=1.0, 48=0.875, 178=0.5490040543622475, 1529=0.8358196864717977}	
POSITIVE	NEUTRAL	Wb monsti :D	{1=1.0, 4=0.7, 5=1.0, 6=0.7, 8=1.0, 9=1.0, 11=1.3080871713331537, 12=2.0, 13=0.8266916817509092, 15=2.0, 16=1.0, 18=1.8295829582958296, 19=3.0, 20=0.72987298729873, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=2.0, 32=2.0, 33=2.0, 34=1.0, 282=1.0}	
POSITIVE	NEUTRAL	that wall into meteor was sick!	{3=1.0, 4=0.3, 5=1.0, 7=0.3, 9=2.0, 10=1.0, 11=1.1925427906490538, 12=3.0, 14=0.14166166915166956, 16=5.0, 17=1.0, 18=2.787078707870787, 19=6.0, 21=0.2835283528352835, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 112=0.7272929858796735, 715=0.6863271178455861}	
POSITIVE	NEGATIVE	navi fanboys 4Head	{16=1.0, 18=0.5431543154315432, 19=1.0, 45=1.0, 46=0.25, 47=1.0, 49=0.25, 249=0.5843545438924149, 365=0.811498470135519}	
POSITIVE	NEGATIVE	4head	{45=1.0, 46=0.25, 47=1.0, 49=0.25}	
POSITIVE	NEGATIVE	LAG LUL	{1=1.0, 3=1.0, 4=1.2000000000000002, 5=2.0, 6=0.8, 7=0.4, 8=2.0, 10=1.0, 11=1.8914759816678313, 12=3.0, 13=0.9270894656051761, 14=0.3630726739547858, 15=2.0, 16=2.0, 18=2.185818581858186, 19=4.0, 20=0.6082608260826083, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=1.0, 31=1.0, 32=1.0, 33=2.0, 34=1.0, 35=0.0, 50=1.0, 53=0.8, 54=1.0, 55=0.8, 90=0.4525041986813541, 91=0.5481688280952779, 724=0.7033853041401954}	
POSITIVE	NEGATIVE	OHHHHHHHHH	{9=1.0, 11=0.5144231033742855, 12=1.0, 16=1.0, 18=0.4790479047904791, 19=1.0, 30=1.0, 32=0.5, 33=1.0, 121=1.0}	
POSITIVE	NEUTRAL	NaVi FOUND Tier 1 PogChamp Kappa	{8=1.0, 9=3.0, 11=2.14017066742959, 12=4.0, 13=0.6038281881853245, 16=4.0, 18=1.9695969596959695, 19=4.0, 43=2.0, 46=1.5, 47=2.0, 48=0.875, 178=0.4611581012653544, 198=0.40563005789298173, 249=0.4611581012653544, 626=0.6404144497186197, 1715=1.0}	
POSITIVE	NEUTRAL	trusted him this is nice trader nice buyer 1000000 % trusted prson	{1=4.0, 4=3.0, 5=4.0, 6=0.8, 8=6.0, 9=1.0, 11=4.5650731471140045, 12=7.0, 13=0.7826658670642671, 15=2.0, 16=6.0, 17=2.0, 18=4.874287428742875, 19=10.0, 20=0.5973597359735974, 21=0.40604060406040604, 22=4.0, 25=4.0, 26=4.0, 27=1.0, 29=2.0, 32=2.0, 33=2.0, 34=1.0, 50=2.0, 53=1.4, 54=2.0, 55=0.7, 378=1.0}	
POSITIVE	NEUTRAL	FeelsBirthdayMan	{128=1.0}	
POSITIVE	NEUTRAL	DARUDE SANDSTORM	{10=1.0, 11=0.40298860566580663, 12=1.0, 14=0.40298860566580663, 1603=0.7071067811865476, 1604=0.7071067811865476}	
POSITIVE	NEGATIVE	ohhh what that makes my nerd heart happy	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=2.0, 9=2.0, 11=2.8280396353372916, 12=4.0, 13=0.9917252155350276, 15=2.0, 16=6.0, 18=4.120512051205121, 19=8.0, 20=0.6195619561956196, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=2.0, 30=1.0, 32=2.5, 33=3.0, 34=1.0, 50=1.0, 52=1.0, 53=0.8999999999999999, 54=2.0, 55=0.7, 56=0.2, 121=0.34907943853102047, 224=0.5568425820500695, 1208=0.5568425820500695, 1350=0.5079332861966133}	
POSITIVE	NEUTRAL	I guess he didn't care about my comment lol	{1=2.0, 4=1.2999999999999998, 5=2.0, 6=0.7, 8=3.0, 9=6.0, 10=1.0, 11=5.609159482165751, 12=10.0, 13=0.8775673013969201, 14=0.4405497449891889, 15=2.0, 16=9.0, 17=1.0, 18=5.8924892489248935, 19=12.0, 20=0.592959295929593, 21=0.37173717371737175, 24=1.0, 26=1.0, 28=0.0, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 85=0.4603177486836131, 101=0.34849829920052416, 371=0.3750896460766491, 400=0.527457555367002, 810=0.4977477176176223}	
POSITIVE	NEUTRAL	I swear half of oranges mods are in REAF xD	{3=1.0, 4=0.3, 5=1.0, 7=0.3, 9=5.0, 10=1.0, 11=2.8719609148478464, 12=6.0, 14=0.2998453979764191, 15=2.0, 16=7.0, 18=4.50925092509251, 19=9.0, 20=0.5725572557255726, 31=1.0, 33=1.0, 35=0.0, 43=1.0, 46=1.0, 47=1.0, 48=1.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 152=0.43665773037232686, 465=0.703842795238694, 530=0.5602993361558356}	
POSITIVE	NEUTRAL	Hello i'm from P.E.T.A = People Eating Tasty Animals and i approve this place Kappa	{8=5.0, 9=5.0, 11=5.986498456730691, 12=10.0, 13=0.789565188685993, 15=4.0, 16=10.0, 18=7.245624562456246, 19=14.0, 20=0.6424642464246425, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 43=1.0, 46=0.625, 47=1.0, 48=0.625, 93=0.6007159113588297, 120=0.48502909566486935, 156=0.5090362790074463, 198=0.3804855277840444, 1715=1.0}	
POSITIVE	NEUTRAL	I am having great fun in my own Dwarf campaign turn 140. my three armies vs 3 Chaos stacks with Kholek and Archaon. epic battle	{1=2.0, 3=2.0, 4=2.4, 5=4.0, 6=0.9, 7=0.3, 8=5.0, 9=9.0, 10=2.0, 11=8.812436384843501, 12=16.0, 13=0.9779980963594249, 14=0.217284616273376, 15=5.0, 16=17.0, 18=11.38593859385939, 19=22.0, 20=0.631963196319632, 22=2.0, 24=1.0, 25=2.0, 26=3.0, 27=1.0, 28=0.0, 29=3.0, 31=2.0, 32=3.0, 33=5.0, 34=1.0, 35=0.0, 50=2.0, 52=2.0, 53=2.1, 54=4.0, 55=0.8, 56=0.3, 154=0.4701866900718833, 279=0.6240690973278706, 1689=0.6240690973278706}	
POSITIVE	NEUTRAL	༼ つ ◕_◕ ༽つ NV TAKE MY ENERGY ༼ つ ◕_◕ ༽つ .	{3=1.0, 4=0.4, 5=1.0, 7=0.4, 8=1.0, 9=1.0, 10=1.0, 11=1.5116006536199433, 12=3.0, 13=0.7757940546994064, 14=0.24619134338704976, 16=4.0, 18=1.9357935793579362, 19=4.0, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 31=1.0, 33=1.0, 35=0.0, 52=1.0, 53=0.2, 54=1.0, 56=0.2}	
POSITIVE	NEGATIVE	LOOL	{15=1.0, 18=0.5664566456645665, 19=1.0, 20=0.5664566456645665}	
POSITIVE	NEUTRAL	guys stop being so negative tim is an awesome streamer and he is just streaming what he wants to play	{1=1.0, 3=2.0, 4=1.6, 5=3.0, 6=0.9, 7=0.3, 8=4.0, 9=7.0, 10=1.0, 11=6.639480185082282, 12=12.0, 13=0.9078384876510946, 14=0.1732918126949719, 15=1.0, 16=17.0, 17=1.0, 18=9.408040804080409, 19=19.0, 20=0.6312631263126313, 21=0.4257425742574258, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=2.0, 30=1.0, 31=1.0, 32=2.5, 33=4.0, 34=1.0, 35=0.0, 50=2.0, 53=1.4, 54=2.0, 55=0.8, 89=0.35401567206278717, 185=0.3659535378013502, 248=0.38930753755828557, 430=0.4713346789623201, 719=0.4113387249624031, 988=0.44478604638489294}	
POSITIVE	NEUTRAL	VIXING FeelsBirthdayMan	{128=1.0}	
POSITIVE	NEUTRAL	NA FIGHT	{3=1.0, 4=0.4, 5=1.0, 7=0.4, 8=1.0, 10=2.0, 11=1.247852902501692, 12=3.0, 13=0.6340003411147852, 14=0.3002635386807661, 16=2.0, 17=1.0, 18=1.4306430643064307, 19=3.0, 21=0.42464246424642466, 31=1.0, 33=1.0, 35=0.0, 52=1.0, 53=0.2, 54=1.0, 56=0.2, 363=0.6360768909267054, 1415=0.7716256792182438}	
POSITIVE	NEGATIVE	rekt	{43=1.0, 46=1.0, 47=1.0, 48=1.0, 1169=1.0}	
POSITIVE	NEUTRAL	@eliteninja24 you misses it, yesterday I actually played really well!! I shot grump on sniper and I never shot anyone	{8=3.0, 9=7.0, 10=5.0, 11=6.859136099297415, 12=15.0, 13=0.6957256116683265, 14=0.21455569799237448, 15=2.0, 16=15.0, 17=2.0, 18=9.094409440944096, 19=19.0, 20=0.5675567556755676, 21=0.31963196319631965, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=1.0, 30=2.0, 32=2.0, 33=3.0, 34=1.0, 50=2.0, 52=3.0, 53=2.0, 54=5.0, 55=0.6, 56=0.2, 266=0.3230427206547342, 1017=0.39188353216001615, 1328=0.7837670643200323, 1444=0.3574631264073752}	
POSITIVE	NEGATIVE	Apologies for my ignorance, but is Epsilon no more?	{3=2.0, 4=0.7, 5=2.0, 7=0.3, 9=3.0, 10=2.0, 11=2.0723273381492873, 12=5.0, 14=0.217284616273376, 16=6.0, 17=2.0, 18=3.8139813981398145, 19=8.0, 21=0.4173417341734174, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0}	
