ACTUAL-CLASS	PREDICTED-CLASS	TEXT	FEATURE-VECTOR
POSITIVE	NEUTRAL	WOW THAT FOG PLAY	{1=1.0, 4=0.9, 5=1.0, 6=0.9, 8=3.0, 11=2.097998976655645, 12=3.0, 13=0.8651661284022074, 16=4.0, 18=2.023202320232023, 19=4.0, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=2.0, 53=1.4, 54=2.0, 55=0.8, 146=0.6479870456774045, 711=0.7616513563529373}	
POSITIVE	NEGATIVE	FeelsGoodMan	{1754=1.0}	
POSITIVE	NEUTRAL	this song <3	{8=1.0, 11=0.8706679797751944, 12=1.0, 13=0.8706679797751944, 15=2.0, 16=1.0, 18=1.6610661066106611, 19=3.0, 20=0.6023602360236024, 36=1.0, 39=1.0, 40=1.0, 41=1.0, 43=1.0, 46=1.0, 47=1.0, 48=1.0, 211=1.0}	
POSITIVE	NEGATIVE	What are good mics for Twitch streams.I only like Ron because he provides me SPLOOGE!!	{1=2.0, 4=1.5, 5=2.0, 6=0.8, 8=3.0, 9=5.0, 10=1.0, 11=5.302673349582136, 12=9.0, 13=0.911970378032208, 14=0.4126388529740258, 15=2.0, 16=9.0, 17=4.0, 18=7.259825982598261, 19=15.0, 20=0.5824582458245825, 21=0.31033103310331034, 22=2.0, 25=2.0, 26=2.0, 27=1.0, 29=2.0, 32=2.0, 33=2.0, 34=1.0, 50=2.0, 52=1.0, 53=1.8, 54=3.0, 55=0.7, 56=0.4, 342=0.5069550039935821, 699=0.5808971039074832, 803=0.6368321431882706}	
POSITIVE	NEGATIVE	StinkyCheese	{45=1.0, 47=1.0, 49=0.0}	
POSITIVE	NEGATIVE	"or not" XD	{9=1.0, 10=1.0, 11=0.8146866420550516, 12=2.0, 14=0.3002635386807661, 15=1.0, 16=1.0, 17=1.0, 18=1.512751275127513, 19=3.0, 20=0.5725572557255726, 21=0.42464246424642466, 43=1.0, 46=1.0, 47=1.0, 48=1.0, 65=1.0}	
POSITIVE	NEUTRAL	DONT WORRY BOYS I'll be the new bot	{3=1.0, 4=0.2, 5=1.0, 7=0.2, 8=2.0, 9=2.0, 10=1.0, 11=2.7041764553772345, 12=5.0, 13=0.8830471453644152, 14=0.1155058677244893, 15=2.0, 16=6.0, 17=1.0, 18=4.627562756275627, 19=9.0, 20=0.5843584358435844, 21=0.43984398439843986, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0, 165=0.4694887208699957, 244=0.6376887038959589, 971=0.6106827800907337}	
POSITIVE	NEUTRAL	@RoseBell69 arent thos ethings the most important things in life PogChamp	{1=1.0, 4=0.7, 5=1.0, 6=0.7, 8=2.0, 9=3.0, 11=3.05354401756191, 12=5.0, 13=0.7647628426965676, 16=7.0, 17=1.0, 18=4.050805080508051, 19=8.0, 21=0.44454445444544455, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 43=1.0, 46=0.875, 47=1.0, 48=0.875, 167=0.4354544269030142, 241=0.5726032718820583, 635=0.6946257518408954}	
POSITIVE	NEGATIVE	archer with token SeemsGood	{8=1.0, 9=1.0, 11=1.1155443806841003, 12=2.0, 13=0.6011212773098148, 15=1.0, 16=2.0, 18=1.6596659665966598, 19=3.0, 20=0.5895589558955896, 43=1.0, 46=0.75, 47=1.0, 48=0.75, 807=1.0}	
POSITIVE	NEUTRAL	Turn 7 Druid has 10mana SeemsGood	{8=1.0, 9=2.0, 11=1.6051981491771983, 12=3.0, 13=0.5763519424286273, 16=3.0, 17=1.0, 18=1.8833883388338835, 19=4.0, 21=0.44894489448944896, 43=1.0, 46=0.75, 47=1.0, 48=0.75, 807=1.0}	
POSITIVE	NEUTRAL	What's my name ! KENNNNEN	{8=1.0, 9=1.0, 11=1.1141304048812426, 12=2.0, 13=0.5997073015069572, 15=1.0, 16=3.0, 18=2.0412041204120412, 19=4.0, 20=0.5705570557055706, 514=1.0}	
POSITIVE	NEGATIVE	I'm glad we got rid of those old cow emotes and replaced them with this good goat one	{1=2.0, 4=1.6, 5=2.0, 6=0.8, 8=5.0, 9=2.0, 10=2.0, 11=5.198270217928334, 12=9.0, 13=0.911970378032208, 14=0.2654643287466233, 15=3.0, 16=13.0, 17=2.0, 18=9.091809180918094, 19=18.0, 20=0.6339633963396339, 21=0.40554055405540557, 22=2.0, 25=2.0, 26=2.0, 27=1.0, 29=2.0, 31=2.0, 32=2.0, 33=4.0, 34=1.0, 35=0.0, 50=2.0, 52=1.0, 53=1.7, 54=3.0, 55=0.7, 56=0.3, 1146=1.0}	
POSITIVE	NEGATIVE	OHHHHHHHHH	{9=1.0, 11=0.5144231033742855, 12=1.0, 16=1.0, 18=0.4790479047904791, 19=1.0, 30=1.0, 32=0.5, 33=1.0, 212=1.0}	
POSITIVE	NEGATIVE	SeemsGood	{43=1.0, 46=0.75, 47=1.0, 48=0.75, 807=1.0}	
POSITIVE	NEUTRAL	:"D	{9=1.0, 11=0.5268132726662522, 12=1.0, 16=1.0, 18=0.5113511351135114, 19=1.0}	
POSITIVE	NEGATIVE	slap the cap HeyGuys	{9=1.0, 10=1.0, 11=0.7468598183288677, 12=2.0, 14=0.2324202094004633, 16=3.0, 18=1.5461546154615462, 19=3.0, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0, 43=1.0, 46=1.0, 47=1.0, 48=1.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 1270=1.0}	
POSITIVE	NEUTRAL	DO IT	{8=1.0, 9=1.0, 11=1.08526219072718, 12=2.0, 13=0.5708390873528943, 16=2.0, 18=0.9915991599159917, 19=2.0}	
POSITIVE	NEUTRAL	But my first let's play will be half life 2. I just love that game	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=9.0, 9=5.0, 11=9.199249547472727, 12=14.0, 13=0.9270894656051761, 15=1.0, 16=14.0, 17=1.0, 18=8.007700770077008, 19=16.0, 20=0.6082608260826083, 21=0.44904490449044904, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=3.0, 31=1.0, 32=3.0, 33=4.0, 34=1.0, 35=0.0, 50=2.0, 53=1.4, 54=2.0, 55=0.8, 69=0.3169142707708173, 146=0.3881157077620599, 241=0.4991331424321679, 260=0.3649226697682709, 1645=0.6054990450736839}	
POSITIVE	NEGATIVE	notbad SeemsGood	{43=1.0, 46=0.75, 47=1.0, 48=0.75, 807=1.0}	
POSITIVE	NEUTRAL	kqld3 do you remember me ? i am dzukna bro your classmate :D	{8=4.0, 9=3.0, 11=4.159861793493511, 12=7.0, 13=0.7207865446722823, 15=3.0, 16=7.0, 18=5.2032203220322035, 19=10.0, 20=0.628062806280628, 667=1.0}	
POSITIVE	NEGATIVE	wrecked :D	{10=1.0, 11=0.3002635386807661, 12=1.0, 14=0.3002635386807661, 15=1.0, 17=1.0, 18=1.0098009800980097, 19=2.0, 20=0.628062806280628, 21=0.38173817381738173}	
POSITIVE	NEUTRAL	༼ つ ◕_◕ ༽つ NV TAKE MY ENERGY ༼ つ ◕_◕ ༽つ .	{3=1.0, 4=0.4, 5=1.0, 7=0.4, 8=1.0, 9=1.0, 10=1.0, 11=1.5116006536199433, 12=3.0, 13=0.7757940546994064, 14=0.24619134338704976, 16=4.0, 18=1.9357935793579362, 19=4.0, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 31=1.0, 33=1.0, 35=0.0, 52=1.0, 53=0.2, 54=1.0, 56=0.2}	
POSITIVE	NEGATIVE	VAC	{9=1.0, 11=0.5144231033742855, 12=1.0, 17=1.0, 18=0.4402440244024402, 19=1.0, 21=0.4402440244024402}	
POSITIVE	NEUTRAL	navi doesn't have fanboys EleGiggle	{8=1.0, 9=1.0, 11=1.147158018673284, 12=2.0, 13=0.6327349152989983, 16=3.0, 17=1.0, 18=1.9453945394539456, 19=4.0, 21=0.4356435643564357, 43=1.0, 46=0.875, 47=1.0, 48=0.875, 77=0.5282237217327392, 313=0.4545246525558674, 1459=0.7172078081126708}	
