ACTUAL-CLASS	PREDICTED-CLASS	TEXT	FEATURE-VECTOR
POSITIVE	NEUTRAL	speeeeeeeeeeeeeeeeed	{8=1.0, 11=0.7496547588263451, 12=1.0, 13=0.7496547588263451, 16=1.0, 18=0.49744974497449745, 19=1.0, 1274=1.0}	
POSITIVE	NEUTRAL	I woke up a while ago to that new trial boss beat him with my left eye closed while in bed LUL	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=5.0, 9=9.0, 10=3.0, 11=9.594254966796328, 12=17.0, 13=0.9270894656051761, 14=0.27783249063309806, 15=3.0, 16=17.0, 17=4.0, 18=11.799279927992801, 19=24.0, 20=0.6082608260826083, 21=0.34503450345034503, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 31=1.0, 32=1.0, 33=2.0, 34=1.0, 35=0.0, 50=1.0, 53=0.8, 54=1.0, 55=0.8, 66=0.2566599675198201, 67=0.30162267513541885, 147=0.4522834428023355, 218=0.3832571710311399, 1525=0.4958341714408925, 1687=0.4958341714408925}	
POSITIVE	NEUTRAL	@Megasnoop, I got my first phone yesterday! :D	{8=2.0, 9=2.0, 11=2.528139218847142, 12=4.0, 13=0.8349059458507788, 15=1.0, 16=5.0, 17=1.0, 18=3.474947494749475, 19=7.0, 20=0.628062806280628, 21=0.42284228422842285, 422=0.75789002938856, 942=0.6523823291241169}	
POSITIVE	NEUTRAL	having a great day	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=2.0, 9=1.0, 11=2.0969921378543885, 12=3.0, 13=0.8583383308483307, 15=1.0, 16=3.0, 18=2.1337133713371337, 19=4.0, 20=0.6176617661766177, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.8, 54=1.0, 55=0.8, 265=1.0}	
POSITIVE	NEUTRAL	true but yours it hosted by one of my favourite streamers thus you must be a awsome streamer also	{1=2.0, 4=1.6, 5=2.0, 6=0.9, 8=6.0, 9=7.0, 11=7.557183492245142, 12=13.0, 13=0.9078384876510946, 15=5.0, 16=12.0, 17=1.0, 18=9.518951895189522, 19=18.0, 20=0.6312631263126313, 21=0.44904490449044904, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=2.0, 30=2.0, 32=3.0, 33=4.0, 34=1.0, 50=2.0, 53=1.5, 54=2.0, 55=0.8, 247=0.47562561655179236, 485=0.3920741255369674, 705=0.4094126264828733, 1246=0.47562561655179236, 1668=0.47562561655179236}	
POSITIVE	NEGATIVE	VAC	{9=1.0, 11=0.5144231033742855, 12=1.0, 17=1.0, 18=0.4402440244024402, 19=1.0, 21=0.4402440244024402}	
POSITIVE	NEUTRAL	UK did good in Athletics too	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=2.0, 9=3.0, 11=3.1291999757918547, 12=5.0, 13=0.911970378032208, 15=1.0, 16=5.0, 18=2.984598459845985, 19=6.0, 20=0.5824582458245825, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 31=1.0, 32=1.0, 33=2.0, 34=1.0, 35=0.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7}	
POSITIVE	NEUTRAL	she's the best	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=1.0, 9=1.0, 11=1.0960128083099965, 12=2.0, 13=0.5815897049357109, 15=1.0, 16=3.0, 18=2.0515051505150517, 19=4.0, 20=0.5786578657865787, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7}	
POSITIVE	NEGATIVE	DARUDE SANDSTORM	{10=1.0, 11=0.40298860566580663, 12=1.0, 14=0.40298860566580663, 473=0.7071067811865476, 474=0.7071067811865476}	
POSITIVE	NEGATIVE	i didnt wrung :D	{9=1.0, 11=0.5144231033742855, 12=1.0, 15=1.0, 16=1.0, 17=1.0, 18=1.4905490549054905, 19=3.0, 20=0.628062806280628, 21=0.4043404340434043, 1250=1.0}	
POSITIVE	NEUTRAL	Looking good	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=2.0, 11=1.4844600207969985, 12=2.0, 13=0.911970378032208, 15=1.0, 16=1.0, 18=1.1088108810881088, 19=2.0, 20=0.5824582458245825, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 311=1.0}	
POSITIVE	NEGATIVE	FeelsBirthdayMan	{1093=1.0}	
POSITIVE	NEGATIVE	@ceejaaydagoat_ on god😂😂	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 8=2.0, 11=1.1989359419444643, 12=2.0, 13=0.6382367666719851, 15=1.0, 16=2.0, 18=1.602760276027603, 19=3.0, 20=0.5843584358435844, 38=1.0, 40=1.0, 42=0.0, 45=1.0, 47=1.0, 49=0.0, 512=1.0}	
POSITIVE	NEGATIVE	SCRUBS THINK THEY R BETTER THEN DIAMOND GRILL EleGiggle	{1=2.0, 4=1.2999999999999998, 5=2.0, 6=0.7, 8=4.0, 9=3.0, 11=4.494462386593089, 12=7.0, 13=0.773015619756048, 16=8.0, 18=4.075607560756076, 19=8.0, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 30=1.0, 31=1.0, 32=1.5, 33=3.0, 34=1.0, 35=0.0, 43=1.0, 46=0.875, 47=1.0, 48=0.875, 170=0.47960039864095455, 1152=0.620477017150288, 1626=0.620477017150288}	
POSITIVE	NEUTRAL	@Pcmman that's a great point, other me Kappa	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=4.0, 9=3.0, 11=4.1753495051084695, 12=7.0, 13=0.8583383308483307, 15=1.0, 16=7.0, 18=4.147514751475148, 19=8.0, 20=0.6176617661766177, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 43=1.0, 46=0.625, 47=1.0, 48=0.625, 50=1.0, 53=0.8, 54=1.0, 55=0.8, 313=1.0, 1776=1.0}	
POSITIVE	NEUTRAL	lol that eye bot	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 8=1.0, 9=3.0, 10=1.0, 11=2.660557777692194, 12=5.0, 13=0.6767387225801483, 14=0.4405497449891889, 15=1.0, 16=4.0, 17=1.0, 18=3.0372037203720375, 19=6.0, 20=0.592959295929593, 21=0.44804480448044803, 24=1.0, 26=1.0, 28=0.0, 258=0.4380905949587643, 259=0.4640128555090555, 1687=0.7699147358837916}	
POSITIVE	NEUTRAL	wow big raid	{1=2.0, 4=1.5, 5=2.0, 6=0.9, 8=2.0, 10=1.0, 11=1.502473082192158, 12=3.0, 13=0.612499105949152, 14=0.2874717342385713, 16=3.0, 18=1.5125512551255127, 19=3.0, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 50=1.0, 52=1.0, 53=1.1, 54=2.0, 55=0.8, 56=0.3, 747=0.7663562087735345, 756=0.6424158787532067}	
POSITIVE	NEUTRAL	Wb monsti :D	{1=1.0, 4=0.7, 5=1.0, 6=0.7, 8=1.0, 9=1.0, 11=1.3080871713331537, 12=2.0, 13=0.8266916817509092, 15=2.0, 16=1.0, 18=1.8295829582958296, 19=3.0, 20=0.72987298729873, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=2.0, 32=2.0, 33=2.0, 34=1.0, 334=1.0}	
POSITIVE	NEGATIVE	tommy falling is the best content this stream has ever seen	{1=1.0, 3=1.0, 4=1.2000000000000002, 5=2.0, 6=0.8, 7=0.4, 8=3.0, 9=2.0, 11=3.0814549095770727, 12=5.0, 13=0.7757940546994064, 15=2.0, 16=7.0, 17=1.0, 18=5.016301630163016, 19=10.0, 20=0.5786578657865787, 21=0.44894489448944896, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=2.0, 32=2.0, 33=2.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 124=0.5771256330227102, 241=0.8166553763419035}	
POSITIVE	NEUTRAL	But it's soooooo cute, @Endless_Knight :-\	{1=1.0, 4=0.7, 5=1.0, 6=0.7, 8=1.0, 9=4.0, 11=2.924261513999461, 12=5.0, 13=0.8665691005023191, 15=1.0, 16=3.0, 17=2.0, 18=2.8813881388138816, 19=6.0, 20=0.6130613061306132, 21=0.34803480348034804, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 37=1.0, 39=0.5, 40=1.0, 44=1.0, 46=0.5, 47=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7}	
POSITIVE	NEUTRAL	so cheesy but it makes me giggle	{8=1.0, 9=5.0, 11=3.4785565342737836, 12=6.0, 13=0.9202011476861965, 15=2.0, 16=4.0, 17=1.0, 18=3.6554655465546553, 19=7.0, 20=0.6717671767176718, 21=0.44904490449044904, 24=1.0, 26=1.0, 28=0.0, 30=1.0, 32=0.5, 33=1.0, 1181=1.0}	
POSITIVE	NEGATIVE	this BM LUL	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=2.0, 9=1.0, 10=1.0, 11=2.353636998850113, 12=4.0, 13=0.9270894656051761, 14=0.31081058776278225, 15=2.0, 16=4.0, 18=3.1572157215721575, 19=6.0, 20=0.6082608260826083, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.8, 54=1.0, 55=0.8, 66=0.6480597882027623, 67=0.761589463500245}	
POSITIVE	NEUTRAL	join me then haha	{1=2.0, 4=1.4, 5=2.0, 6=0.8, 8=1.0, 9=2.0, 11=1.6574712390719477, 12=3.0, 13=0.6286250323233769, 15=2.0, 16=2.0, 18=2.1864186418641864, 19=4.0, 20=0.5900590059005901, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 271=0.6704837492187152, 760=0.7419242158290931}	
POSITIVE	NEUTRAL	:"D	{9=1.0, 11=0.5268132726662522, 12=1.0, 16=1.0, 18=0.5113511351135114, 19=1.0}	
POSITIVE	NEUTRAL	thats awesome its gonna be huge $$$	{1=2.0, 4=1.5, 5=2.0, 6=0.9, 8=3.0, 9=1.0, 11=2.7040279053901637, 12=4.0, 13=0.9078384876510946, 15=1.0, 16=6.0, 18=3.5996599659965995, 19=7.0, 20=0.6312631263126313, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 50=1.0, 53=0.8, 54=1.0, 55=0.8, 268=0.7071067811865476, 485=0.7071067811865476}	
POSITIVE	NEUTRAL	Yeah his sdi is incredible	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 8=1.0, 9=1.0, 11=1.385113090554972, 12=2.0, 13=0.8706899871806864, 15=1.0, 16=3.0, 18=2.1045104510451047, 19=4.0, 20=0.5960596059605962, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 50=1.0, 53=0.6, 54=1.0, 55=0.6, 233=1.0}	
POSITIVE	NEUTRAL	Do you even länk :D	{3=1.0, 4=0.4, 5=1.0, 7=0.4, 8=2.0, 9=1.0, 10=1.0, 11=1.9568764889385277, 12=4.0, 13=0.5708390873528943, 14=0.3117734117530549, 15=2.0, 16=3.0, 17=2.0, 18=3.6053605360536056, 19=7.0, 20=0.628062806280628, 21=0.4173417341734174, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.6, 54=1.0, 55=0.6, 448=1.0}	
POSITIVE	NEUTRAL	Haha ez win navi	{1=3.0, 4=2.3, 5=3.0, 6=0.9, 8=2.0, 11=1.639617731366605, 12=2.0, 13=0.8542119423185902, 15=2.0, 16=1.0, 18=1.6677667766776678, 19=3.0, 20=0.5865586558655865, 22=2.0, 25=2.0, 26=2.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=3.0, 53=1.9, 54=3.0, 55=0.7, 167=0.3748973851967802, 760=0.52718719478854, 851=0.49749258550415854, 1343=0.57795046465246}	
POSITIVE	NEUTRAL	paddie is still better than most of the NA roamers	{1=1.0, 4=0.7, 5=1.0, 6=0.7, 8=2.0, 9=2.0, 10=1.0, 11=2.6410592164263273, 12=5.0, 13=0.6926115637912157, 14=0.3002635386807661, 16=7.0, 17=2.0, 18=4.431343134313432, 19=9.0, 21=0.42464246424642466, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 30=2.0, 32=2.0, 33=3.0, 34=1.0, 177=1.0}	
POSITIVE	NEUTRAL	rofl	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 8=1.0, 9=2.0, 10=1.0, 11=2.0524546509900583, 12=4.0, 13=0.5606991752724791, 14=0.4405497449891889, 15=1.0, 16=3.0, 17=1.0, 18=2.5691569156915697, 19=5.0, 20=0.592959295929593, 21=0.4426442644264427, 30=1.0, 32=0.5, 33=1.0, 258=0.38753843728971826, 536=0.6212518878970232, 647=0.6810727210859554}	
POSITIVE	NEUTRAL	Yes i had lots of fun playing 1.01	{1=2.0, 4=1.5, 5=2.0, 6=0.9, 8=3.0, 9=3.0, 11=3.72389509069802, 12=6.0, 13=0.9779980963594249, 15=3.0, 16=6.0, 18=4.705270527052706, 19=9.0, 20=0.5820582058205821, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=2.0, 32=2.0, 33=2.0, 34=1.0, 50=2.0, 53=1.4, 54=2.0, 55=0.7, 67=0.3940462560644307, 77=0.4587651958687384, 117=0.533977081381496, 386=0.5908726763867342}	
POSITIVE	NEGATIVE	TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard	{45=24.0, 47=24.0, 49=0.0, 657=1.0}	
POSITIVE	NEGATIVE	oh my god , im getting the feeling this hasnt happened the first time xD	{1=2.0, 4=1.2, 5=2.0, 6=0.6, 8=4.0, 9=2.0, 11=3.819770352723692, 12=6.0, 13=0.8349059458507788, 15=1.0, 16=10.0, 17=3.0, 18=6.661966196619662, 19=14.0, 20=0.5725572557255726, 21=0.3513351335133514, 30=2.0, 32=1.0, 33=2.0, 43=1.0, 46=1.0, 47=1.0, 48=1.0, 76=0.30563976970547974, 119=0.3596671254730613, 129=0.30563976970547974, 134=0.30183437746378233, 238=0.42444472815502415, 450=0.30183437746378233, 512=0.3239274704009416, 1695=0.46531484505210474}	
POSITIVE	NEUTRAL	ember pls :) ember pls :) ember pls :) ember pls :) ember pls :) ember pls :) ember pls :) ember pls :) ember pls :) ember pls :)	{1=10.0, 4=5.999999999999999, 5=10.0, 6=0.6, 8=10.0, 9=10.0, 11=11.666620817905232, 12=20.0, 13=0.6522389784162372, 15=10.0, 16=10.0, 18=11.806180618061806, 19=20.0, 20=0.6752675267526753, 29=10.0, 32=10.0, 33=10.0, 34=1.0, 36=10.0, 39=10.0, 40=10.0, 41=1.0, 43=10.0, 46=10.0, 47=10.0, 48=1.0, 50=10.0, 53=7.000000000000001, 54=10.0, 55=0.7, 273=1.0}	
POSITIVE	NEUTRAL	I like the way you work it, NO DIGGITY	{1=1.0, 3=1.0, 4=1.1, 5=2.0, 6=0.7, 7=0.4, 8=2.0, 9=3.0, 10=1.0, 11=3.351639826801719, 12=6.0, 13=0.8500525426806121, 14=0.3117734117530549, 15=2.0, 16=5.0, 17=2.0, 18=4.4950495049504955, 19=9.0, 20=0.6146614661466148, 21=0.4173417341734174, 22=2.0, 25=2.0, 26=2.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7}	
NEUTRAL	POSITIVE	Chewie and his highly inept security guards request some downtime, have a heart and let them rest will ya?	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 8=10.0, 9=2.0, 10=1.0, 11=8.162596213625886, 12=13.0, 13=0.9078164802456027, 14=0.39058193081972087, 15=1.0, 16=15.0, 17=1.0, 18=8.646864686468648, 19=17.0, 20=0.6080608060806082, 21=0.4386438643864386, 24=1.0, 26=1.0, 28=0.0, 29=3.0, 30=1.0, 31=1.0, 32=3.5, 33=5.0, 34=1.0, 35=0.0, 233=0.5540781683284787, 1182=0.8324646439229465}	
NEUTRAL	NEGATIVE	I watched day of the triffids age 5-7 and cried underneath our piano	{3=1.0, 4=0.3, 5=1.0, 7=0.3, 8=3.0, 9=2.0, 11=3.0591063892999997, 12=5.0, 13=0.7069934032802038, 16=11.0, 17=1.0, 18=5.9528952895289535, 19=12.0, 21=0.37663766376637664, 52=1.0, 53=0.1, 54=1.0, 56=0.1, 265=0.5063757996416023, 712=0.6271541288771258, 833=0.5918287321258584}	
NEUTRAL	NEGATIVE	kayle?	{627=1.0}	
NEUTRAL	POSITIVE	(poke)	{10=1.0, 11=0.3961277970036918, 12=1.0, 14=0.3961277970036918, 15=1.0, 18=0.572957295729573, 19=1.0, 20=0.572957295729573}	
NEUTRAL	POSITIVE	!gamble 69	{9=2.0, 11=1.0027014090241368, 12=2.0, 15=1.0, 17=1.0, 18=0.9813981398139815, 19=2.0, 20=0.5553555355535554, 21=0.42604260426042606, 31=1.0, 33=1.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 458=1.0}	
NEUTRAL	POSITIVE	where are you now dendi fanstraights?? 4Head	{8=1.0, 9=1.0, 11=1.065257459134999, 12=2.0, 13=0.5508343557607135, 15=1.0, 16=3.0, 18=2.048904890489049, 19=4.0, 20=0.5675567556755676, 45=1.0, 46=0.25, 47=1.0, 49=0.25, 387=1.0}	
NEUTRAL	POSITIVE	people just don't learn	{8=4.0, 9=1.0, 10=1.0, 11=3.500607954576715, 12=6.0, 13=0.7688837293749347, 14=0.3177319167899999, 16=7.0, 18=3.5064506450645068, 19=7.0, 24=1.0, 26=1.0, 28=0.0, 29=2.0, 30=1.0, 31=1.0, 32=2.5, 33=4.0, 34=1.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 234=0.43498096748396975, 809=0.47988050965147705, 810=0.4659534253603101, 911=0.6028214161576726}	
NEUTRAL	NEGATIVE	PRESS 1 IF YOU LIKE TRAPS	{1=1.0, 4=0.7, 5=1.0, 6=0.7, 8=2.0, 9=1.0, 11=1.9325528040185525, 12=3.0, 13=0.8500525426806121, 15=1.0, 16=4.0, 17=1.0, 18=3.0484048404840487, 19=6.0, 20=0.5675567556755676, 21=0.4356435643564357, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=2.0, 32=2.0, 33=2.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 1416=1.0}	
NEUTRAL	NEGATIVE	My stupid antivirus was blocking it	{3=2.0, 4=0.7, 5=2.0, 7=0.3, 9=2.0, 10=1.0, 11=1.2461528304274392, 12=3.0, 14=0.21730662367886797, 16=3.0, 17=3.0, 18=2.646464646464646, 19=6.0, 21=0.3432343234323432, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 1330=1.0}	
NEUTRAL	NEGATIVE	shartex has 550 Berries	{15=1.0, 16=1.0, 17=1.0, 18=1.5433543354335435, 19=3.0, 20=0.555955595559556, 21=0.44894489448944896, 187=1.0}	
