ACTUAL-CLASS	PREDICTED-CLASS	TEXT	FEATURE-VECTOR
POSITIVE	NEUTRAL	DAT SAVE	{1=1.0, 4=0.7, 5=1.0, 6=0.7, 8=1.0, 11=0.8252832077994245, 12=1.0, 13=0.8252832077994245, 16=2.0, 18=0.9757975797579759, 19=2.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7}	
POSITIVE	NEUTRAL	I'm 21 haha only a year older than me	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=3.0, 9=5.0, 11=4.4309985310056845, 12=8.0, 13=0.6595839499991748, 15=1.0, 16=9.0, 18=4.988198819881989, 19=10.0, 20=0.5865586558655865, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 108=1.0}	
POSITIVE	NEUTRAL	ZULUL	{1572=1.0}	
POSITIVE	NEGATIVE	DAT AWKWARD MOMENT WHEN OD IS SCHOOLING YOU 4Head	{3=1.0, 4=0.3, 5=1.0, 7=0.3, 8=2.0, 9=2.0, 10=1.0, 11=2.594133926066122, 12=5.0, 13=0.6795281612262527, 14=0.2324257112518363, 15=1.0, 16=8.0, 18=4.501750175017502, 19=9.0, 20=0.5675567556755676, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0, 45=1.0, 46=0.25, 47=1.0, 49=0.25, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 311=0.6739160366960442, 1633=0.738807942217662}	
POSITIVE	NEGATIVE	@ceejaaydagoat_ on god😂😂	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 8=2.0, 11=1.1989359419444643, 12=2.0, 13=0.6382367666719851, 15=1.0, 16=2.0, 18=1.602760276027603, 19=3.0, 20=0.5843584358435844, 38=1.0, 40=1.0, 42=0.0, 45=1.0, 47=1.0, 49=0.0, 89=1.0}	
POSITIVE	NEGATIVE	rekt	{43=1.0, 46=1.0, 47=1.0, 48=1.0, 482=1.0}	
POSITIVE	NEUTRAL	DARUDE SANDSTORM	{10=1.0, 11=0.40298860566580663, 12=1.0, 14=0.40298860566580663, 682=0.7071067811865476, 683=0.7071067811865476}	
POSITIVE	NEUTRAL	still could be good though :)	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=2.0, 9=2.0, 11=2.602931386411528, 12=4.0, 13=0.911970378032208, 15=1.0, 16=3.0, 17=1.0, 18=2.431943194319432, 19=5.0, 20=0.5824582458245825, 21=0.4335433543354336, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 30=3.0, 32=2.5, 33=4.0, 34=1.0, 36=1.0, 39=1.0, 40=1.0, 41=1.0, 43=1.0, 46=1.0, 47=1.0, 48=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7}	
POSITIVE	NEUTRAL	@Pcmman that's a great point, other me Kappa	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=4.0, 9=3.0, 11=4.1753495051084695, 12=7.0, 13=0.8583383308483307, 15=1.0, 16=7.0, 18=4.147514751475148, 19=8.0, 20=0.6176617661766177, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 43=1.0, 46=0.625, 47=1.0, 48=0.625, 50=1.0, 53=0.8, 54=1.0, 55=0.8, 157=1.0, 1729=1.0}	
POSITIVE	NEGATIVE	His ego is boosted af tho hahaha	{1=2.0, 4=1.4, 5=2.0, 6=0.8, 9=1.0, 10=1.0, 11=0.9435675104672724, 12=2.0, 14=0.42914440709298685, 15=3.0, 16=3.0, 18=3.226122612261226, 19=6.0, 20=0.5984598459845986, 30=1.0, 31=1.0, 32=0.5, 33=2.0, 35=0.0, 57=0.738807942217662, 387=0.6739160366960442}	
