ACTUAL-CLASS	PREDICTED-CLASS	TEXT	FEATURE-VECTOR
POSITIVE	NEGATIVE	OHHHHHHHHH	{9=1.0, 11=0.5144231033742855, 12=1.0, 16=1.0, 18=0.4790479047904791, 19=1.0, 30=1.0, 32=0.5, 33=1.0, 222=1.0}	
POSITIVE	NEGATIVE	ooooh my	{9=1.0, 11=0.5144231033742855, 12=1.0, 15=1.0, 16=1.0, 18=1.0422042204220423, 19=2.0, 20=0.5788578857885789, 1002=1.0}	
POSITIVE	NEUTRAL	yes I am :D	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 8=1.0, 9=2.0, 11=1.633241085625313, 12=3.0, 13=0.6013138421078693, 15=2.0, 16=2.0, 18=2.1428142814281426, 19=4.0, 20=0.628062806280628, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 426=1.0}	
POSITIVE	NEUTRAL	i knew about trissle from when you hosted him a few weeks ago, but i only learned about stubby when this marathon started :P	{8=5.0, 9=6.0, 10=1.0, 11=6.5076778335910035, 12=12.0, 13=0.6646621588164418, 14=0.4456499612119479, 15=2.0, 16=20.0, 17=1.0, 18=11.418341834183417, 19=23.0, 20=0.5675567556755676, 21=0.44904490449044904, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 36=1.0, 39=1.0, 40=1.0, 41=1.0, 43=1.0, 46=1.0, 47=1.0, 48=1.0, 185=0.5420307402403785, 334=0.5942233067772028, 1115=0.5942233067772028}	
POSITIVE	NEUTRAL	super good mod for khajiit	{1=2.0, 4=1.6, 5=2.0, 6=0.8, 8=3.0, 11=2.301248370076531, 12=3.0, 13=0.911970378032208, 15=1.0, 16=3.0, 18=2.1055105510551058, 19=4.0, 20=0.5824582458245825, 22=2.0, 25=2.0, 26=2.0, 27=1.0, 29=2.0, 32=2.0, 33=2.0, 34=1.0, 50=2.0, 53=1.5, 54=2.0, 55=0.8, 483=1.0}	
POSITIVE	NEGATIVE	lololol	{15=1.0, 18=0.5514551455145514, 19=1.0, 20=0.5514551455145514}	
POSITIVE	NEUTRAL	all the shinnies!	{8=1.0, 11=0.6340003411147852, 12=1.0, 13=0.6340003411147852, 16=2.0, 18=1.009100910091009, 19=2.0}	
POSITIVE	NEGATIVE	it worked ℱ𝓪𝓷𝓬𝔂 𝓦𝓣ℱ PogChamp PogChamp	{9=1.0, 11=0.5144231033742855, 12=1.0, 16=2.0, 18=0.9947994799479949, 19=2.0, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 43=2.0, 46=1.75, 47=2.0, 48=0.875, 207=1.0}	
POSITIVE	NEGATIVE	^^	{15=1.0, 18=0.613961396139614, 19=1.0, 20=0.613961396139614, 43=1.0, 46=1.0, 47=1.0, 48=1.0}	
POSITIVE	NEGATIVE	😂	{43=1.0, 46=1.0, 47=1.0, 48=1.0}	
POSITIVE	NEUTRAL	ibuki sweeeeet	{1=1.0, 4=0.7, 5=1.0, 6=0.7, 8=1.0, 11=0.8954593220618738, 12=1.0, 13=0.8954593220618738, 15=1.0, 18=0.6253625362536255, 19=1.0, 20=0.6253625362536255, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 918=1.0}	
POSITIVE	NEUTRAL	O-oooooooooo AAAAE-A-A-I-A-U- JO-oooooooooooo AAE-O-A-A-U-U-A- E-eee-ee-eee AAAAE-A-E-I-E-A- JO-ooo-oo-oo-oo EEEEO-A-AAA-AAAA ichiHype O-oooooooooo AAAAE-A-A-I-A-U- JO-oooooooooooo AAE-O-A-A-U-U-A- E-eee-ee-eee AAAAE-A-E-I-E-A- JO-ooo-oo-oo-oo EEEEO-A-AAA-AAAA ichiHype	{8=6.0, 9=44.0, 11=26.670400589798458, 12=50.0, 13=0.6106394801850823, 15=12.0, 16=62.0, 17=2.0, 18=38.816081608160836, 19=76.0, 20=0.5741574157415742, 21=0.42914291429142915, 30=8.0, 32=4.0, 33=8.0, 222=1.0}	
POSITIVE	NEUTRAL	yeah it was a really sick back door	{1=1.0, 3=1.0, 4=0.8999999999999999, 5=2.0, 6=0.6, 7=0.3, 8=2.0, 9=4.0, 10=1.0, 11=3.4583317286266837, 12=7.0, 13=0.6957256116683265, 14=0.14166166915166956, 16=7.0, 17=1.0, 18=3.685268526852685, 19=8.0, 21=0.2835283528352835, 24=1.0, 26=1.0, 28=0.0, 29=1.0, 30=2.0, 31=1.0, 32=2.0, 33=4.0, 34=1.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 107=0.5928821136948562, 631=0.8052892643396654}	
POSITIVE	NEUTRAL	oh so excited	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=1.0, 9=2.0, 11=1.9710657636294615, 12=3.0, 13=0.9422195568808904, 15=1.0, 16=2.0, 18=1.568856885688569, 19=3.0, 20=0.6151615161516152, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 30=2.0, 32=2.0, 33=3.0, 34=1.0, 222=1.0}	
POSITIVE	NEUTRAL	Woooop	{9=1.0, 11=0.5144231033742855, 12=1.0}	
POSITIVE	NEUTRAL	I guess he didn't care about my comment lol	{1=2.0, 4=1.2999999999999998, 5=2.0, 6=0.7, 8=3.0, 9=6.0, 10=1.0, 11=5.609159482165751, 12=10.0, 13=0.8775673013969201, 14=0.4405497449891889, 15=2.0, 16=9.0, 17=1.0, 18=5.8924892489248935, 19=12.0, 20=0.592959295929593, 21=0.37173717371737175, 24=1.0, 26=1.0, 28=0.0, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 114=0.28927136429966, 115=0.2997005553628744, 174=0.4494012226648258, 842=0.4240880249034347, 968=0.4494012226648258, 1705=0.49267442005813633}	
POSITIVE	NEUTRAL	@samdadude you can do it, you just have to believe and never give up	{8=6.0, 9=2.0, 10=1.0, 11=5.539302475282934, 12=9.0, 13=0.8899739762430059, 14=0.29866249993122684, 15=2.0, 16=10.0, 17=1.0, 18=6.5340534053405355, 19=13.0, 20=0.5675567556755676, 21=0.4464446444644464, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 464=1.0}	
POSITIVE	NEUTRAL	Oh nice find!	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=2.0, 9=1.0, 11=2.0109761934891095, 12=3.0, 13=0.7826658670642671, 15=1.0, 16=1.0, 17=1.0, 18=1.5164516451645167, 19=3.0, 20=0.5973597359735974, 21=0.44004400440044006, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 111=0.7251306259535437, 222=0.6886113383500317}	
