ACTUAL-CLASS	PREDICTED-CLASS	TEXT	FEATURE-VECTOR
POSITIVE	NEUTRAL	I got a gas station sandwich :D	{8=2.0, 9=2.0, 10=1.0, 11=2.834185203320918, 12=5.0, 13=0.8142850069048235, 14=0.3851075887035988, 15=1.0, 16=5.0, 17=1.0, 18=3.47034703470347, 19=7.0, 20=0.628062806280628, 21=0.4027402740274027}	
POSITIVE	NEUTRAL	Ive never been so happy for it to be raining today Kreygasm	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=4.0, 9=3.0, 10=2.0, 11=5.148351920421222, 12=9.0, 13=0.9917252155350276, 14=0.29866249993122684, 15=1.0, 16=10.0, 17=1.0, 18=5.8069806980698075, 19=12.0, 20=0.6195619561956196, 21=0.37533753375337536, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 43=1.0, 46=1.0, 47=1.0, 48=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 620=0.5542073589736471, 792=0.5381231620788478, 1435=0.6350414676961789}	
POSITIVE	NEUTRAL	yes I am :D	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 8=1.0, 9=2.0, 11=1.633241085625313, 12=3.0, 13=0.6013138421078693, 15=2.0, 16=2.0, 18=2.1428142814281426, 19=4.0, 20=0.628062806280628, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 115=1.0}	
POSITIVE	NEGATIVE	TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard	{45=24.0, 47=24.0, 49=0.0, 966=1.0}	
POSITIVE	NEUTRAL	༼ つ ◕_◕ ༽つ NV TAKE MY ENERGY ༼ つ ◕_◕ ༽つ .	{3=1.0, 4=0.4, 5=1.0, 7=0.4, 8=1.0, 9=1.0, 10=1.0, 11=1.5116006536199433, 12=3.0, 13=0.7757940546994064, 14=0.24619134338704976, 16=4.0, 18=1.9357935793579362, 19=4.0, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 31=1.0, 33=1.0, 35=0.0, 52=1.0, 53=0.2, 54=1.0, 56=0.2}	
POSITIVE	NEGATIVE	LAG LUL	{1=1.0, 3=1.0, 4=1.2000000000000002, 5=2.0, 6=0.8, 7=0.4, 8=2.0, 10=1.0, 11=1.8914759816678313, 12=3.0, 13=0.9270894656051761, 14=0.3630726739547858, 15=2.0, 16=2.0, 18=2.185818581858186, 19=4.0, 20=0.6082608260826083, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=1.0, 31=1.0, 32=1.0, 33=2.0, 34=1.0, 35=0.0, 50=1.0, 53=0.8, 54=1.0, 55=0.8, 284=0.4586877832944196, 285=0.5343378726025755, 435=0.7099919403479208}	
POSITIVE	NEUTRAL	i knew about trissle from when you hosted him a few weeks ago, but i only learned about stubby when this marathon started :P	{8=5.0, 9=6.0, 10=1.0, 11=6.5076778335910035, 12=12.0, 13=0.6646621588164418, 14=0.4456499612119479, 15=2.0, 16=20.0, 17=1.0, 18=11.418341834183417, 19=23.0, 20=0.5675567556755676, 21=0.44904490449044904, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 36=1.0, 39=1.0, 40=1.0, 41=1.0, 43=1.0, 46=1.0, 47=1.0, 48=1.0, 98=0.7071067811865475, 591=0.7071067811865475}	
POSITIVE	NEUTRAL	End of the giveaway,stop typing #loseinarow and wait for the next game :D	{3=1.0, 4=0.4, 5=1.0, 7=0.4, 8=2.0, 9=5.0, 11=3.871889390779998, 12=7.0, 13=0.7606694652750652, 15=3.0, 16=10.0, 18=6.800580058005801, 19=13.0, 20=0.6378637863786379, 31=1.0, 33=1.0, 35=0.0, 72=0.48673059188607376, 194=0.3526706839232345, 470=0.5385920436191024, 845=0.5904534953521311}	
POSITIVE	NEUTRAL	its just conversation ;3; not srs	{8=3.0, 10=1.0, 11=2.3001920146129176, 12=4.0, 13=0.7510247198182188, 14=0.3002635386807661, 15=1.0, 16=3.0, 17=1.0, 18=2.456845684568457, 19=5.0, 20=0.5926592659265928, 21=0.42464246424642466, 29=1.0, 31=1.0, 32=1.0, 33=2.0, 34=1.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3}	
POSITIVE	NEGATIVE	does his character have a fucking baseball bat?! LMAO	{1=1.0, 3=1.0, 4=0.7, 5=2.0, 6=0.6, 7=0.1, 8=3.0, 9=3.0, 10=2.0, 11=4.220112567879092, 12=8.0, 13=0.6712258675044153, 14=0.3002635386807661, 15=1.0, 16=9.0, 17=1.0, 18=5.495649564956496, 19=11.0, 20=0.592959295929593, 21=0.41714171417141716, 24=1.0, 26=1.0, 28=0.0, 116=0.49420992779016093, 180=0.39179372332161055, 709=0.49420992779016093, 1082=0.5983400144675912}	
POSITIVE	NEGATIVE	What are good mics for Twitch streams.I only like Ron because he provides me SPLOOGE!!	{1=2.0, 4=1.5, 5=2.0, 6=0.8, 8=3.0, 9=5.0, 10=1.0, 11=5.302673349582136, 12=9.0, 13=0.911970378032208, 14=0.4126388529740258, 15=2.0, 16=9.0, 17=4.0, 18=7.259825982598261, 19=15.0, 20=0.5824582458245825, 21=0.31033103310331034, 22=2.0, 25=2.0, 26=2.0, 27=1.0, 29=2.0, 32=2.0, 33=2.0, 34=1.0, 50=2.0, 52=1.0, 53=1.8, 54=3.0, 55=0.7, 56=0.4, 148=0.7071067811865475, 1127=0.7071067811865475}	
POSITIVE	NEUTRAL	khezzu stepping up his dark seer game	{8=2.0, 9=2.0, 11=2.363111186914397, 12=4.0, 13=0.7606694652750652, 16=5.0, 18=2.500950095009501, 19=5.0, 24=1.0, 26=1.0, 28=0.0, 31=2.0, 33=2.0, 35=0.0, 52=1.0, 53=0.4, 54=1.0, 56=0.4, 194=0.33936216551363907, 1033=0.5681719120759485, 1095=0.4890753288337234, 1525=0.5681719120759485}	
POSITIVE	NEUTRAL	NaVi FOUND Tier 1 PogChamp Kappa	{8=1.0, 9=3.0, 11=2.14017066742959, 12=4.0, 13=0.6038281881853245, 16=4.0, 18=1.9695969596959695, 19=4.0, 43=2.0, 46=1.5, 47=2.0, 48=0.875, 99=0.432102468285264, 142=0.3838831062449596, 428=0.4368248651043023, 1700=0.6892787932818705, 1726=1.0}	
POSITIVE	NEGATIVE	@scudpunk its not cold, its actually beautiful, i've been to poland so many times.	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=3.0, 9=4.0, 10=2.0, 11=4.899305116171592, 12=9.0, 13=0.8734299091644339, 14=0.3002635386807661, 15=2.0, 16=10.0, 17=2.0, 18=6.821682168216821, 19=14.0, 20=0.604860486048605, 21=0.39833983398339834, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=1.0, 30=2.0, 31=1.0, 32=2.0, 33=4.0, 34=1.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 68=0.3823213151249945, 320=0.44415291435772186, 321=0.40514151869088805, 323=0.40514151869088805, 343=0.40514151869088805, 394=0.40514151869088805}	
POSITIVE	NEUTRAL	lol that eye bot	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 8=1.0, 9=3.0, 10=1.0, 11=2.660557777692194, 12=5.0, 13=0.6767387225801483, 14=0.4405497449891889, 15=1.0, 16=4.0, 17=1.0, 18=3.0372037203720375, 19=6.0, 20=0.592959295929593, 21=0.44804480448044803, 24=1.0, 26=1.0, 28=0.0, 180=0.4062037189228533, 181=0.4219157295511941, 249=0.5606130181795334, 962=0.5854047315645486}	
POSITIVE	NEGATIVE	@ceejaaydagoat_ on god😂😂	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 8=2.0, 11=1.1989359419444643, 12=2.0, 13=0.6382367666719851, 15=1.0, 16=2.0, 18=1.602760276027603, 19=3.0, 20=0.5843584358435844, 38=1.0, 40=1.0, 42=0.0, 45=1.0, 47=1.0, 49=0.0, 459=1.0}	
POSITIVE	NEGATIVE	was insane	{3=1.0, 4=0.3, 5=1.0, 7=0.3, 10=1.0, 11=0.17738519011647425, 12=1.0, 14=0.17738519011647425, 16=2.0, 18=0.9591959195919593, 19=2.0, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3}	
POSITIVE	NEGATIVE	now THAT is a good casting call, dendi invoker has sucked	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=3.0, 9=2.0, 11=3.191095803737958, 12=5.0, 13=0.911970378032208, 15=1.0, 16=6.0, 17=2.0, 18=4.455845584558456, 19=9.0, 20=0.5824582458245825, 21=0.39543954395439546, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 52=1.0, 53=1.0, 54=2.0, 55=0.7, 56=0.3, 272=0.44827050025566, 273=0.4230209921295279, 366=0.4914348194983533, 561=0.37025725541511256, 647=0.4914348194983533}	
POSITIVE	NEGATIVE	damn so good at the gold blings Kappa	{1=1.0, 3=1.0, 4=0.9, 5=2.0, 6=0.8, 7=0.1, 8=3.0, 9=2.0, 10=1.0, 11=3.793565034634155, 12=6.0, 13=0.911970378032208, 14=0.42087512447938735, 15=1.0, 16=5.0, 17=1.0, 18=3.483848384838484, 19=7.0, 20=0.5824582458245825, 21=0.3698369836983698, 22=2.0, 24=1.0, 25=2.0, 26=3.0, 27=1.0, 28=0.0, 29=2.0, 30=1.0, 31=1.0, 32=2.5, 33=4.0, 34=1.0, 35=0.0, 43=1.0, 46=0.625, 47=1.0, 48=0.625, 50=1.0, 52=1.0, 53=1.0, 54=2.0, 55=0.7, 56=0.3, 142=0.5732510780742107, 555=0.8193797663396107, 1726=1.0}	
POSITIVE	NEGATIVE	MingLee	{43=1.0, 46=1.0, 47=1.0, 48=1.0, 1392=1.0}	
POSITIVE	NEGATIVE	US OP 4Head	{9=2.0, 11=1.0081867548430048, 12=2.0, 16=2.0, 18=1.0312031203120313, 19=2.0, 45=1.0, 46=0.25, 47=1.0, 49=0.25, 126=1.0}	
POSITIVE	NEGATIVE	tom gunna unleash the beast lol	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 9=4.0, 10=2.0, 11=2.9076239154475485, 12=6.0, 14=0.434596741803617, 15=3.0, 16=5.0, 18=4.23062306230623, 19=8.0, 20=0.592959295929593, 24=2.0, 26=2.0, 28=0.0, 31=2.0, 33=2.0, 35=0.0, 180=0.6935659350895599, 181=0.7203931521630006}	
NEUTRAL	NEGATIVE	kayle?	{1053=1.0}	
NEUTRAL	NEGATIVE	And my friends dont hate me	{3=1.0, 4=0.2, 5=1.0, 7=0.2, 9=1.0, 10=1.0, 11=0.6107000005501853, 12=2.0, 14=0.09627689717589974, 16=4.0, 17=2.0, 18=2.720772077207721, 19=6.0, 21=0.31483148314831483, 24=1.0, 26=1.0, 28=0.0, 29=1.0, 31=1.0, 32=1.0, 33=2.0, 34=1.0, 35=0.0, 52=1.0, 53=0.1, 54=1.0, 56=0.1, 103=0.46082622110158694, 1202=0.6726201184435698, 1225=0.5789830482925984}	
NEUTRAL	POSITIVE	never smoke TriHard	{10=2.0, 11=0.598480388650781, 12=2.0, 14=0.29866249993122684, 16=2.0, 18=0.9218921892189219, 19=2.0, 24=1.0, 26=1.0, 28=0.0, 45=1.0, 47=1.0, 49=0.0, 966=1.0}	
NEUTRAL	POSITIVE	What Did you think	{8=1.0, 11=0.7455448758507238, 12=1.0, 13=0.7455448758507238, 15=1.0, 16=3.0, 18=2.0657065706570656, 19=4.0, 20=0.5675567556755676, 30=1.0, 32=0.5, 33=1.0}	
NEUTRAL	NEGATIVE	everyone stop talking about @pokegods123 problem	{3=2.0, 4=0.7, 5=2.0, 7=0.3, 8=1.0, 9=2.0, 10=1.0, 11=1.8343887718217182, 12=4.0, 13=0.5758842850619234, 14=0.31084359887102014, 15=1.0, 16=4.0, 18=2.553955395539554, 19=5.0, 20=0.5591559155915592, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 470=0.753430916665723, 471=0.6575270745849546}	
NEUTRAL	NEGATIVE	Google is for europeans	{9=1.0, 11=0.48080679148533484, 12=1.0, 16=3.0, 17=1.0, 18=2.004900490049005, 19=4.0, 21=0.44734473447344736, 671=1.0}	
NEUTRAL	POSITIVE	how do you 360 ,like a boss 72hrs	{1=1.0, 4=0.7, 5=1.0, 6=0.7, 8=2.0, 9=2.0, 11=2.4394163636063535, 12=4.0, 13=0.8500525426806121, 15=1.0, 16=6.0, 18=3.5295529552955296, 19=7.0, 20=0.5675567556755676, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 916=1.0}	
NEUTRAL	POSITIVE	Point awarding system type !plebs to check your current points and visit www.revlo.co/darvylle to check out the various things you can do with them!	{8=12.0, 9=5.0, 11=10.29426101883284, 12=17.0, 13=0.7290228161776439, 15=5.0, 16=20.0, 18=13.01630163016302, 19=25.0, 20=0.6086608660866086, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 125=0.3617363742767133, 252=0.3617363742767133, 426=0.3113781805124743, 487=0.32996389149473826, 566=0.3113781805124743, 582=0.6599277829894765}	
NEUTRAL	NEGATIVE	Womble says hello	{9=1.0, 11=0.5144231033742855, 12=1.0, 15=1.0, 16=1.0, 18=1.1297129712971299, 19=2.0, 20=0.6424642464246425, 229=1.0}	
NEUTRAL	POSITIVE	Hi	{9=1.0, 11=0.5144231033742855, 12=1.0, 15=1.0, 18=0.6246624662466247, 19=1.0, 20=0.6246624662466247, 279=1.0}	
NEUTRAL	POSITIVE	did you fight Culex?	{3=1.0, 4=0.4, 5=1.0, 7=0.4, 9=1.0, 10=1.0, 11=0.8280121260804263, 12=2.0, 14=0.3135890227061407, 15=1.0, 16=2.0, 18=1.5505550555055505, 19=3.0, 20=0.5675567556755676, 31=1.0, 33=1.0, 35=0.0, 52=1.0, 53=0.2, 54=1.0, 56=0.2, 217=1.0}	
NEUTRAL	POSITIVE	Nice one Mac	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=2.0, 9=1.0, 11=1.961437523726734, 12=3.0, 13=0.7826658670642671, 15=1.0, 16=2.0, 18=1.5811581158115813, 19=3.0, 20=0.5973597359735974, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 205=1.0}	
NEUTRAL	NEGATIVE	misleading*	{3=1.0, 4=0.2, 5=1.0, 7=0.2, 10=1.0, 11=0.25853749786803265, 12=1.0, 14=0.25853749786803265, 17=1.0, 18=0.40074007400740075, 19=1.0, 21=0.40074007400740075, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0}	
NEUTRAL	NEGATIVE	What's cussing	{9=1.0, 11=0.5144231033742855, 12=1.0, 15=1.0, 16=2.0, 18=1.6420642064206419, 19=3.0, 20=0.6347634763476347}	
NEUTRAL	NEGATIVE	N[A]vi 2016	{9=2.0, 11=1.0515578492162614, 12=2.0, 15=1.0, 16=2.0, 18=1.5924592459245925, 19=3.0, 20=0.576957695769577, 145=1.0}	
NEUTRAL	NEGATIVE	NOT THE REACTION	{9=1.0, 10=1.0, 11=0.7706663292197825, 12=2.0, 14=0.3002635386807661, 16=2.0, 17=1.0, 18=1.4238423842384238, 19=3.0, 21=0.42464246424642466, 30=1.0, 32=0.5, 33=1.0}	
NEUTRAL	POSITIVE	@darkbeardo that is the most simple song name	{8=3.0, 9=1.0, 11=2.7977134305693867, 12=4.0, 13=0.8706679797751944, 15=3.0, 16=4.0, 18=3.7752775277527757, 19=7.0, 20=0.6023602360236024, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 552=0.7629237895302889, 624=0.6464884309628003}	
NEUTRAL	POSITIVE	Graphics in panels and introduction screen made by PJChattyMan, contact him for details on graphic design work.	{8=7.0, 9=5.0, 11=7.069174777312566, 12=12.0, 13=0.762011917010074, 15=3.0, 16=11.0, 17=2.0, 18=8.132413241324134, 19=16.0, 20=0.5963596359635963, 21=0.42704270427042706, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 1131=0.7071067811865476, 1638=0.7071067811865476}	
