ACTUAL-CLASS	PREDICTED-CLASS	TEXT	FEATURE-VECTOR
POSITIVE	NEGATIVE	dun dunnn dunnnnnnnnn	{17=3.0, 18=1.3195319531953196, 19=3.0, 21=0.43984398439843986, 345=1.0}	
POSITIVE	NEUTRAL	sup	{9=1.0, 11=0.5144231033742855, 12=1.0, 16=2.0, 18=0.9803980398039804, 19=2.0, 1031=1.0}	
POSITIVE	NEGATIVE	navi fanboys 4Head	{16=1.0, 18=0.5431543154315432, 19=1.0, 45=1.0, 46=0.25, 47=1.0, 49=0.25, 208=1.0}	
POSITIVE	NEUTRAL	:"D	{9=1.0, 11=0.5268132726662522, 12=1.0, 16=1.0, 18=0.5113511351135114, 19=1.0}	
POSITIVE	NEGATIVE	D:	{17=1.0, 18=0.4389438943894389, 19=1.0, 21=0.4389438943894389, 392=1.0}	
POSITIVE	NEUTRAL	SEAGOD is live,later nerds.	{8=1.0, 9=1.0, 11=1.434607745506363, 12=2.0, 13=0.9201846421320775, 15=1.0, 16=3.0, 18=2.1311131113111315, 19=4.0, 20=0.5928592859285929, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 333=0.6228124439683924, 896=0.7823711776632098}	
POSITIVE	NEUTRAL	dat warmup APM though... cohhOMy	{9=1.0, 11=0.5144231033742855, 12=1.0, 16=2.0, 18=0.9651965196519653, 19=2.0, 30=1.0, 32=0.5, 33=1.0}	
POSITIVE	NEUTRAL	VAC	{9=1.0, 11=0.5144231033742855, 12=1.0, 17=1.0, 18=0.4402440244024402, 19=1.0, 21=0.4402440244024402}	
POSITIVE	NEUTRAL	@krepo I love the way ur team aka Kayle is reducing world hunger for deficio's bday by feeding. Its a nice gesture of him Kappa	{1=2.0, 3=1.0, 4=1.9000000000000001, 5=3.0, 6=0.8, 7=0.3, 8=9.0, 9=8.0, 10=1.0, 11=10.565991956293296, 12=18.0, 13=0.9270894656051761, 14=0.2668012786302591, 15=6.0, 16=19.0, 18=13.163016301630167, 19=25.0, 20=0.6193619361936193, 22=2.0, 25=2.0, 26=2.0, 27=1.0, 29=2.0, 31=1.0, 32=2.0, 33=3.0, 34=1.0, 35=0.0, 43=1.0, 46=0.625, 47=1.0, 48=0.625, 50=2.0, 52=1.0, 53=1.8, 54=3.0, 55=0.8, 56=0.3, 99=0.3091184638340312, 206=0.2705477621336514, 255=0.464123063591869, 586=0.42922162409366443, 1043=0.37535138818656016, 1474=0.5391841970609664, 1792=1.0}	
POSITIVE	NEUTRAL	O-oooooooooo AAAAE-A-A-I-A-U- JO-oooooooooooo AAE-O-A-A-U-U-A- E-eee-ee-eee AAAAE-A-E-I-E-A- JO-ooo-oo-oo-oo EEEEO-A-AAA-AAAA ichiHype O-oooooooooo AAAAE-A-A-I-A-U- JO-oooooooooooo AAE-O-A-A-U-U-A- E-eee-ee-eee AAAAE-A-E-I-E-A- JO-ooo-oo-oo-oo EEEEO-A-AAA-AAAA ichiHype	{8=6.0, 9=44.0, 11=26.670400589798458, 12=50.0, 13=0.6106394801850823, 15=12.0, 16=62.0, 17=2.0, 18=38.816081608160836, 19=76.0, 20=0.5741574157415742, 21=0.42914291429142915, 30=8.0, 32=4.0, 33=8.0, 110=1.0}	
POSITIVE	NEGATIVE	StinkyCheese	{45=1.0, 47=1.0, 49=0.0}	
POSITIVE	NEUTRAL	@scudpunk its not cold, its actually beautiful, i've been to poland so many times.	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=3.0, 9=4.0, 10=2.0, 11=4.899305116171592, 12=9.0, 13=0.8734299091644339, 14=0.3002635386807661, 15=2.0, 16=10.0, 17=2.0, 18=6.821682168216821, 19=14.0, 20=0.604860486048605, 21=0.39833983398339834, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=1.0, 30=2.0, 31=1.0, 32=2.0, 33=4.0, 34=1.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 316=0.41888263317929064, 375=0.48662717703718084, 396=0.41888263317929064, 621=0.41888263317929064, 923=0.48662717703718084}	
POSITIVE	NEGATIVE	got myself a steam controller and preordered some games :D	{8=2.0, 9=1.0, 10=1.0, 11=2.0938450788690397, 12=4.0, 13=0.5694471189555286, 14=0.4359777064982367, 15=1.0, 16=9.0, 18=5.127012701270127, 19=10.0, 20=0.628062806280628, 763=0.6360768909267054, 839=0.7716256792182438}	
