ACTUAL-CLASS	PREDICTED-CLASS	TEXT	FEATURE-VECTOR
POSITIVE	NEGATIVE	dun dunnn dunnnnnnnnn	{17=3.0, 18=1.3195319531953196, 19=3.0, 21=0.43984398439843986, 219=1.0}	
POSITIVE	NEUTRAL	Hello i'm from P.E.T.A = People Eating Tasty Animals and i approve this place Kappa	{8=5.0, 9=5.0, 11=5.986498456730691, 12=10.0, 13=0.789565188685993, 15=4.0, 16=10.0, 18=7.245624562456246, 19=14.0, 20=0.6424642464246425, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 43=1.0, 46=0.625, 47=1.0, 48=0.625, 352=0.47329788040975446, 436=0.3510496264719308, 693=0.527080220605692, 1212=0.6123232130172811, 1778=1.0}	
POSITIVE	NEUTRAL	FOCUS!	{8=1.0, 11=0.7180026078775509, 12=1.0, 13=0.7180026078775509, 16=1.0, 18=0.5232523252325233, 19=1.0}	
POSITIVE	NEUTRAL	Woooop	{9=1.0, 11=0.5144231033742855, 12=1.0}	
POSITIVE	NEUTRAL	so cheesy but it makes me giggle	{8=1.0, 9=5.0, 11=3.4785565342737836, 12=6.0, 13=0.9202011476861965, 15=2.0, 16=4.0, 17=1.0, 18=3.6554655465546553, 19=7.0, 20=0.6717671767176718, 21=0.44904490449044904, 24=1.0, 26=1.0, 28=0.0, 30=1.0, 32=0.5, 33=1.0, 112=1.0}	
POSITIVE	NEUTRAL	Yo whatup HeyGuys	{8=1.0, 10=1.0, 11=0.8830746546212801, 12=2.0, 13=0.6176103258746568, 14=0.2654643287466233, 16=3.0, 18=1.4739473947394741, 19=3.0, 43=1.0, 46=1.0, 47=1.0, 48=1.0, 748=1.0}	
POSITIVE	NEGATIVE	THAT WAS SO SICK	{3=1.0, 4=0.3, 5=1.0, 7=0.3, 9=1.0, 10=1.0, 11=0.6560847725259551, 12=2.0, 14=0.14166166915166956, 16=3.0, 17=1.0, 18=1.7354735473547354, 19=4.0, 21=0.2835283528352835, 24=1.0, 26=1.0, 28=0.0, 30=1.0, 31=1.0, 32=0.5, 33=2.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 917=1.0}	
POSITIVE	NEUTRAL	AHA CUDDLE	{8=1.0, 11=0.8720599481725602, 12=1.0, 13=0.8720599481725602, 15=1.0, 17=1.0, 18=1.0044004400440043, 19=2.0, 20=0.5973597359735974, 21=0.40704070407040704, 30=1.0, 32=0.5, 33=1.0}	
POSITIVE	NEGATIVE	Conrad is jealous ;)	{3=1.0, 4=0.3, 5=1.0, 7=0.3, 9=1.0, 10=1.0, 11=0.6684364288583109, 12=2.0, 14=0.15401332548402538, 15=1.0, 16=1.0, 17=2.0, 18=1.9243924392439244, 19=4.0, 20=0.5706570657065707, 21=0.4250425042504251, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0, 37=1.0, 39=0.5, 40=1.0, 44=1.0, 46=0.5, 47=1.0, 52=1.0, 53=0.2, 54=1.0, 56=0.2}	
POSITIVE	NEGATIVE	3/3 enemy thresh :(	{3=1.0, 4=0.3, 5=1.0, 7=0.3, 9=1.0, 10=1.0, 11=0.6518373432660092, 12=2.0, 14=0.13202242554619634, 16=1.0, 18=0.5384538453845384, 19=1.0, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0, 38=1.0, 40=1.0, 42=0.0, 45=1.0, 47=1.0, 49=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3}	
