ACTUAL-CLASS	PREDICTED-CLASS	TEXT	FEATURE-VECTOR
POSITIVE	NEUTRAL	OpieOP save some for chat	{1=1.0, 4=0.7, 5=1.0, 6=0.7, 8=3.0, 11=1.9941845430987528, 12=3.0, 13=0.8252832077994245, 16=4.0, 18=2.0644064406440643, 19=4.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 168=0.45737130343397353, 1531=0.657004041445569, 1660=0.5992972387048827}	
POSITIVE	NEGATIVE	was insane	{3=1.0, 4=0.3, 5=1.0, 7=0.3, 10=1.0, 11=0.17738519011647425, 12=1.0, 14=0.17738519011647425, 16=2.0, 18=0.9591959195919593, 19=2.0, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3}	
POSITIVE	NEUTRAL	MONTAGE HYPE	{8=2.0, 11=1.1513174183112618, 12=2.0, 13=0.5804508217015026, 16=2.0, 18=1.0205020502050206, 19=2.0, 24=1.0, 26=1.0, 28=0.0, 683=1.0}	
POSITIVE	NEGATIVE	MALYGOS COSPLAY 4Head	{16=1.0, 18=0.4815481548154816, 19=1.0, 45=1.0, 46=0.25, 47=1.0, 49=0.25}	
POSITIVE	NEUTRAL	but they're all super fun	{1=2.0, 4=1.7000000000000002, 5=2.0, 6=0.9, 8=4.0, 9=1.0, 11=3.5954598722470115, 12=5.0, 13=0.9779980963594249, 15=1.0, 16=4.0, 17=1.0, 18=2.9906990699069906, 19=6.0, 20=0.563956395639564, 21=0.44904490449044904, 22=2.0, 25=2.0, 26=2.0, 27=1.0, 29=2.0, 32=2.0, 33=2.0, 34=1.0, 50=2.0, 53=1.5, 54=2.0, 55=0.8, 196=0.5464059725599195, 576=0.5136278634321405, 1222=0.6615337716677682}	
POSITIVE	NEUTRAL	all the shinnies!	{8=1.0, 11=0.6340003411147852, 12=1.0, 13=0.6340003411147852, 16=2.0, 18=1.009100910091009, 19=2.0}	
POSITIVE	NEUTRAL	What's up swoogs! Pb on hyyyyyype!!!!!!	{8=4.0, 9=2.0, 11=3.5661845210913476, 12=6.0, 13=0.7042699868505753, 15=1.0, 16=6.0, 18=3.61986198619862, 19=7.0, 20=0.5526552655265528, 24=1.0, 26=1.0, 28=0.0, 683=0.5420307402403785, 1311=0.5942233067772028, 1312=0.5942233067772028}	
POSITIVE	NEGATIVE	next level shit :D	{3=1.0, 4=0.1, 5=1.0, 7=0.1, 8=1.0, 9=1.0, 10=1.0, 11=1.4923716830713538, 12=3.0, 13=0.6135004428990356, 14=0.36444813679803256, 15=1.0, 16=2.0, 17=1.0, 18=2.05030503050305, 19=4.0, 20=0.628062806280628, 21=0.4133413341334134, 24=1.0, 26=1.0, 28=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 195=0.7898717785720551, 385=0.6132720223648053}	
POSITIVE	NEUTRAL	sharing is caring	{10=2.0, 11=0.8736664887734724, 12=2.0, 14=0.43311674378428344, 15=2.0, 16=1.0, 18=1.7178717871787181, 19=3.0, 20=0.6725672567256726, 50=2.0, 53=1.4, 54=2.0, 55=0.8}	
POSITIVE	NEUTRAL	HYPE!!	{8=1.0, 11=0.5708665966097592, 12=1.0, 13=0.5708665966097592, 16=1.0, 18=0.5309530953095309, 19=1.0, 24=1.0, 26=1.0, 28=0.0, 683=1.0}	
