ACTUAL-CLASS	PREDICTED-CLASS	TEXT	FEATURE-VECTOR
POSITIVE	NEGATIVE	got myself a steam controller and preordered some games :D	{8=2.0, 9=1.0, 10=1.0, 11=2.0938450788690397, 12=4.0, 13=0.5694471189555286, 14=0.4359777064982367, 15=1.0, 16=9.0, 18=5.127012701270127, 19=10.0, 20=0.628062806280628, 319=1.0}	
POSITIVE	NEUTRAL	this BM LUL	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=2.0, 9=1.0, 10=1.0, 11=2.353636998850113, 12=4.0, 13=0.9270894656051761, 14=0.31081058776278225, 15=2.0, 16=4.0, 18=3.1572157215721575, 19=6.0, 20=0.6082608260826083, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.8, 54=1.0, 55=0.8, 118=0.6689810907079081, 119=0.7432794227444063}	
POSITIVE	NEGATIVE	Do you know where it is? :D :D	{8=2.0, 9=1.0, 11=1.8500635463833581, 12=3.0, 13=0.7648013556561783, 15=3.0, 16=5.0, 18=4.273227322732273, 19=8.0, 20=0.628062806280628, 30=1.0, 32=0.5, 33=1.0}	
POSITIVE	NEUTRAL	@scudpunk hey man sorry my sister wasn't able to make it to the stream today only my parents and I :)	{3=1.0, 4=0.4, 5=1.0, 7=0.4, 8=7.0, 9=4.0, 11=6.729209879124326, 12=11.0, 13=0.789565188685993, 15=1.0, 16=17.0, 17=2.0, 18=9.588358835883588, 19=20.0, 20=0.6062606260626062, 21=0.37613761376137617, 24=1.0, 26=1.0, 28=0.0, 29=1.0, 31=1.0, 32=1.0, 33=2.0, 34=1.0, 35=0.0, 36=1.0, 39=1.0, 40=1.0, 41=1.0, 43=1.0, 46=1.0, 47=1.0, 48=1.0, 50=1.0, 52=1.0, 53=1.0, 54=2.0, 55=0.7, 56=0.3, 142=0.3785474375483244, 210=0.32945429685638955, 226=0.4688367583962693, 1216=0.5139814188202417, 1748=0.5139814188202417}	
POSITIVE	NEGATIVE	I miss you!	{3=1.0, 4=0.3, 5=1.0, 7=0.3, 9=1.0, 10=1.0, 11=0.9050270415994983, 12=2.0, 14=0.39060393822521283, 15=1.0, 16=1.0, 17=1.0, 18=1.360836083608361, 19=3.0, 20=0.5675567556755676, 21=0.3351335133513352, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 197=1.0}	
POSITIVE	NEGATIVE	Ah damn, dc'd sorry m8	{1=1.0, 3=2.0, 4=1.2, 5=3.0, 6=0.7, 7=0.1, 8=3.0, 9=2.0, 10=1.0, 11=3.627139532452671, 12=6.0, 13=0.8775673013969201, 14=0.42087512447938735, 16=3.0, 17=4.0, 18=3.144614461446145, 19=7.0, 21=0.3698369836983698, 24=2.0, 26=2.0, 28=0.0, 29=2.0, 31=3.0, 32=2.0, 33=5.0, 34=1.0, 35=0.0, 50=2.0, 52=2.0, 53=2.0, 54=4.0, 55=0.7, 56=0.3, 109=0.34808424053651643, 266=0.3912532955468229, 274=0.32283196216391846, 487=0.4230674038220871, 1123=0.49148873720499153, 1283=0.44831968219468504}	
POSITIVE	NEGATIVE	FeelsBirthdayMan	{1405=1.0}	
POSITIVE	NEUTRAL	I'm glad we got rid of those old cow emotes and replaced them with this good goat one	{1=2.0, 4=1.6, 5=2.0, 6=0.8, 8=5.0, 9=2.0, 10=2.0, 11=5.198270217928334, 12=9.0, 13=0.911970378032208, 14=0.2654643287466233, 15=3.0, 16=13.0, 17=2.0, 18=9.091809180918094, 19=18.0, 20=0.6339633963396339, 21=0.40554055405540557, 22=2.0, 25=2.0, 26=2.0, 27=1.0, 29=2.0, 31=2.0, 32=2.0, 33=4.0, 34=1.0, 35=0.0, 50=2.0, 52=1.0, 53=1.7, 54=3.0, 55=0.7, 56=0.3, 152=0.7071067811865476, 1195=0.7071067811865476}	
POSITIVE	NEGATIVE	COOKIES!!!!!!11	{9=1.0, 11=0.5144231033742855, 12=1.0, 16=2.0, 18=1.0271027102710273, 19=2.0}	
POSITIVE	NEGATIVE	DARUDE SANDSTORM	{10=1.0, 11=0.40298860566580663, 12=1.0, 14=0.40298860566580663, 1335=0.7071067811865476, 1336=0.7071067811865476}	
