ACTUAL-CLASS	PREDICTED-CLASS	TEXT	FEATURE-VECTOR
POSITIVE	NEGATIVE	damn so good at the gold blings Kappa	{1=1.0, 3=1.0, 4=0.9, 5=2.0, 6=0.8, 7=0.1, 8=3.0, 9=2.0, 10=1.0, 11=3.793565034634155, 12=6.0, 13=0.911970378032208, 14=0.42087512447938735, 15=1.0, 16=5.0, 17=1.0, 18=3.483848384838484, 19=7.0, 20=0.5824582458245825, 21=0.3698369836983698, 22=2.0, 24=1.0, 25=2.0, 26=3.0, 27=1.0, 28=0.0, 29=2.0, 30=1.0, 31=1.0, 32=2.5, 33=4.0, 34=1.0, 35=0.0, 43=1.0, 46=0.625, 47=1.0, 48=0.625, 50=1.0, 52=1.0, 53=1.0, 54=2.0, 55=0.7, 56=0.3, 195=0.3851296229492499, 277=0.6219318309744655, 1727=0.6818181364174157, 1755=1.0}	
POSITIVE	NEUTRAL	@briarrabbit home sweet home. Time to kick my feet up n relax and enjoy the rabbit hole entertainment	{1=2.0, 4=1.4, 5=2.0, 6=0.7, 8=9.0, 9=2.0, 11=8.196614160665066, 12=11.0, 13=0.9023146288726157, 15=4.0, 16=11.0, 17=2.0, 18=8.646564656465644, 19=17.0, 20=0.6272627262726272, 21=0.4162416241624163, 22=2.0, 25=2.0, 26=2.0, 27=1.0, 29=3.0, 31=2.0, 32=3.0, 33=5.0, 34=1.0, 35=0.0, 50=3.0, 52=1.0, 53=2.6, 54=4.0, 55=0.8, 56=0.3, 251=0.26036056106464844, 284=0.6582605798958088, 357=0.36082250458091975, 693=0.3291302899479044, 802=0.36082250458091975, 1431=0.36082250458091975}	
POSITIVE	NEUTRAL	great choice of music	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=3.0, 11=2.441551081939073, 12=3.0, 13=0.8816936899266604, 15=2.0, 16=2.0, 18=2.2312231223122314, 19=4.0, 20=0.6176617661766177, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.8, 54=1.0, 55=0.8, 742=1.0}	
POSITIVE	NEGATIVE	Ah damn, dc'd sorry m8	{1=1.0, 3=2.0, 4=1.2, 5=3.0, 6=0.7, 7=0.1, 8=3.0, 9=2.0, 10=1.0, 11=3.627139532452671, 12=6.0, 13=0.8775673013969201, 14=0.42087512447938735, 16=3.0, 17=4.0, 18=3.144614461446145, 19=7.0, 21=0.3698369836983698, 24=2.0, 26=2.0, 28=0.0, 29=2.0, 31=3.0, 32=2.0, 33=5.0, 34=1.0, 35=0.0, 50=2.0, 52=2.0, 53=2.0, 54=4.0, 55=0.7, 56=0.3, 91=0.3627514659878429, 277=0.41566070828881596, 362=0.31722368744295615, 458=0.34332259862548364, 693=0.41566070828881596, 792=0.41566070828881596, 946=0.3627514659878429}	
POSITIVE	NEGATIVE	oh my god , im getting the feeling this hasnt happened the first time xD	{1=2.0, 4=1.2, 5=2.0, 6=0.6, 8=4.0, 9=2.0, 11=3.819770352723692, 12=6.0, 13=0.8349059458507788, 15=1.0, 16=10.0, 17=3.0, 18=6.661966196619662, 19=14.0, 20=0.5725572557255726, 21=0.3513351335133514, 30=2.0, 32=1.0, 33=2.0, 43=1.0, 46=1.0, 47=1.0, 48=1.0, 67=0.2701317601012295, 78=0.29966259798492967, 87=0.28912258572655364, 172=0.2959316249947407, 251=0.3291934358686298, 341=0.4562150255630453, 570=0.3760733252788929, 1368=0.4562150255630453}	
POSITIVE	NEGATIVE	that is pretty cool	{1=2.0, 4=1.2, 5=2.0, 6=0.6, 8=2.0, 11=1.6505829211529681, 12=2.0, 13=0.8858145766050277, 15=2.0, 16=2.0, 18=2.138913891389139, 19=4.0, 20=0.6006600660066007, 22=2.0, 25=2.0, 26=2.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=2.0, 53=1.5, 54=2.0, 55=0.8, 189=0.7193363555426622, 406=0.6946619376319684}	
POSITIVE	NEGATIVE	MALYGOS COSPLAY 4Head	{16=1.0, 18=0.4815481548154816, 19=1.0, 45=1.0, 46=0.25, 47=1.0, 49=0.25}	
POSITIVE	NEUTRAL	swedish porn best porn	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=1.0, 9=1.0, 10=2.0, 11=1.9377410498632792, 12=4.0, 13=0.5815897049357109, 14=0.42086412077664137, 15=2.0, 16=2.0, 18=2.173717371737174, 19=4.0, 20=0.5957595759575958, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 129=0.8647069901118635, 237=0.5022766381703232}	
POSITIVE	NEGATIVE	thats cool	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 8=1.0, 11=0.7647683445479404, 12=1.0, 13=0.7647683445479404, 15=1.0, 16=1.0, 18=1.1237123712371238, 19=2.0, 20=0.6006600660066007, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 189=0.7294746416870052, 491=0.6840078560481708}	
POSITIVE	NEUTRAL	O-oooooooooo AAAAE-A-A-I-A-U- JO-oooooooooooo AAE-O-A-A-U-U-A- E-eee-ee-eee AAAAE-A-E-I-E-A- JO-ooo-oo-oo-oo EEEEO-A-AAA-AAAA ichiHype O-oooooooooo AAAAE-A-A-I-A-U- JO-oooooooooooo AAE-O-A-A-U-U-A- E-eee-ee-eee AAAAE-A-E-I-E-A- JO-ooo-oo-oo-oo EEEEO-A-AAA-AAAA ichiHype	{8=6.0, 9=44.0, 11=26.670400589798458, 12=50.0, 13=0.6106394801850823, 15=12.0, 16=62.0, 17=2.0, 18=38.816081608160836, 19=76.0, 20=0.5741574157415742, 21=0.42914291429142915, 30=8.0, 32=4.0, 33=8.0, 67=1.0}	
POSITIVE	NEUTRAL	NA FIGHT	{3=1.0, 4=0.4, 5=1.0, 7=0.4, 8=1.0, 10=2.0, 11=1.247852902501692, 12=3.0, 13=0.6340003411147852, 14=0.3002635386807661, 16=2.0, 17=1.0, 18=1.4306430643064307, 19=3.0, 21=0.42464246424642466, 31=1.0, 33=1.0, 35=0.0, 52=1.0, 53=0.2, 54=1.0, 56=0.2, 360=0.6704837492187152, 1049=0.7419242158290931}	
POSITIVE	NEGATIVE	got myself a steam controller and preordered some games :D	{8=2.0, 9=1.0, 10=1.0, 11=2.0938450788690397, 12=4.0, 13=0.5694471189555286, 14=0.4359777064982367, 15=1.0, 16=9.0, 18=5.127012701270127, 19=10.0, 20=0.628062806280628, 283=0.5852146592980392, 411=0.4959007859735887, 1031=0.6415654393851471}	
POSITIVE	NEGATIVE	Even though the new map looks WAY better I hope they leave the option available to play this map because this map is OG	{1=2.0, 3=1.0, 4=1.7999999999999998, 5=3.0, 6=0.7, 7=0.4, 8=12.0, 9=3.0, 10=1.0, 11=10.38715427741435, 12=16.0, 13=0.8830471453644152, 14=0.18290354704358022, 15=2.0, 16=19.0, 17=4.0, 18=12.45144514451445, 19=25.0, 20=0.6146614661466148, 21=0.4233423342334234, 22=2.0, 24=1.0, 25=2.0, 26=3.0, 27=1.0, 28=0.0, 29=4.0, 30=1.0, 32=4.5, 33=5.0, 34=1.0, 50=3.0, 53=2.0, 54=3.0, 55=0.8, 216=0.1977864946642109, 247=0.2327488339027966, 260=0.24821991547762848, 1075=0.8240037123576692, 1232=0.3011158927608176, 1403=0.27466790411922304}	
POSITIVE	NEGATIVE	DAT WARD 4Head	{10=1.0, 11=0.43599971390372866, 12=1.0, 14=0.43599971390372866, 16=2.0, 18=0.9796979697969798, 19=2.0, 45=1.0, 46=0.25, 47=1.0, 49=0.25}	
POSITIVE	NEUTRAL	NaVi FOUND Tier 1 PogChamp Kappa	{8=1.0, 9=3.0, 11=2.14017066742959, 12=4.0, 13=0.6038281881853245, 16=4.0, 18=1.9695969596959695, 19=4.0, 43=2.0, 46=1.5, 47=2.0, 48=0.875, 147=0.45268150469815366, 181=0.4700566863075052, 195=0.398917757223423, 1198=0.6441977878987611, 1755=1.0}	
POSITIVE	NEUTRAL	yes I am :D	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 8=1.0, 9=2.0, 11=1.633241085625313, 12=3.0, 13=0.6013138421078693, 15=2.0, 16=2.0, 18=2.1428142814281426, 19=4.0, 20=0.628062806280628, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 675=1.0}	
POSITIVE	NEUTRAL	DARUDE SANDSTORM	{10=1.0, 11=0.40298860566580663, 12=1.0, 14=0.40298860566580663}	
POSITIVE	NEUTRAL	@scudpunk its not cold, its actually beautiful, i've been to poland so many times.	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=3.0, 9=4.0, 10=2.0, 11=4.899305116171592, 12=9.0, 13=0.8734299091644339, 14=0.3002635386807661, 15=2.0, 16=10.0, 17=2.0, 18=6.821682168216821, 19=14.0, 20=0.604860486048605, 21=0.39833983398339834, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=1.0, 30=2.0, 31=1.0, 32=2.0, 33=4.0, 34=1.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 63=0.4078771580059697, 117=0.49479629518600005, 118=0.45133672659598484, 120=0.42591450867330705, 991=0.45133672659598484}	
POSITIVE	NEUTRAL	I think the "gear gate" is a good thing	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=4.0, 9=3.0, 11=4.398207496822682, 12=7.0, 13=0.911970378032208, 15=1.0, 16=8.0, 18=4.542354235423543, 19=9.0, 20=0.5824582458245825, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 1542=1.0}	
POSITIVE	NEUTRAL	@eliteninja24 you misses it, yesterday I actually played really well!! I shot grump on sniper and I never shot anyone	{8=3.0, 9=7.0, 10=5.0, 11=6.859136099297415, 12=15.0, 13=0.6957256116683265, 14=0.21455569799237448, 15=2.0, 16=15.0, 17=2.0, 18=9.094409440944096, 19=19.0, 20=0.5675567556755676, 21=0.31963196319631965, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=1.0, 30=2.0, 32=2.0, 33=3.0, 34=1.0, 50=2.0, 52=3.0, 53=2.0, 54=5.0, 55=0.6, 56=0.2, 63=0.3230427206547342, 68=0.3574631264073752, 1575=0.7837670643200323, 1685=0.39188353216001615}	
POSITIVE	NEGATIVE	D:	{17=1.0, 18=0.4389438943894389, 19=1.0, 21=0.4389438943894389, 1374=1.0}	
POSITIVE	NEUTRAL	MEGALUL	{1025=1.0}	
POSITIVE	NEGATIVE	@cassiusfaux pls stop hating yourself your awesome D:	{1=2.0, 3=2.0, 4=2.1, 5=4.0, 6=0.9, 7=0.2, 8=2.0, 9=1.0, 11=2.0373135560115982, 12=3.0, 13=0.9078384876510946, 15=3.0, 16=2.0, 17=2.0, 18=3.5724572457245722, 19=7.0, 20=0.6312631263126313, 21=0.35473547354735474, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=2.0, 32=2.0, 33=2.0, 34=1.0, 50=2.0, 52=1.0, 53=1.6, 54=3.0, 55=0.8, 56=0.1, 125=0.38164815410552366, 300=0.3895421671227596, 318=0.43599803265303505, 714=0.4824538981833105, 1374=0.528909763713586}	
POSITIVE	NEUTRAL	@samdadude you can do it, you just have to believe and never give up	{8=6.0, 9=2.0, 10=1.0, 11=5.539302475282934, 12=9.0, 13=0.8899739762430059, 14=0.29866249993122684, 15=2.0, 16=10.0, 17=1.0, 18=6.5340534053405355, 19=13.0, 20=0.5675567556755676, 21=0.4464446444644464, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0}	
POSITIVE	NEUTRAL	༼ つ ◕_◕ ༽つ NV TAKE MY ENERGY ༼ つ ◕_◕ ༽つ .	{3=1.0, 4=0.4, 5=1.0, 7=0.4, 8=1.0, 9=1.0, 10=1.0, 11=1.5116006536199433, 12=3.0, 13=0.7757940546994064, 14=0.24619134338704976, 16=4.0, 18=1.9357935793579362, 19=4.0, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 31=1.0, 33=1.0, 35=0.0, 52=1.0, 53=0.2, 54=1.0, 56=0.2}	
