ACTUAL-CLASS	PREDICTED-CLASS	TEXT	FEATURE-VECTOR
POSITIVE	NEGATIVE	I'm glad we got rid of those old cow emotes and replaced them with this good goat one	{1=2.0, 4=1.6, 5=2.0, 6=0.8, 8=5.0, 9=2.0, 10=2.0, 11=5.198270217928334, 12=9.0, 13=0.911970378032208, 14=0.2654643287466233, 15=3.0, 16=13.0, 17=2.0, 18=9.091809180918094, 19=18.0, 20=0.6339633963396339, 21=0.40554055405540557, 22=2.0, 25=2.0, 26=2.0, 27=1.0, 29=2.0, 31=2.0, 32=2.0, 33=4.0, 34=1.0, 35=0.0, 50=2.0, 52=1.0, 53=1.7, 54=3.0, 55=0.7, 56=0.3}	
POSITIVE	NEGATIVE	AHAHAH	{15=1.0, 18=0.5718571857185719, 19=1.0, 20=0.5718571857185719}	
POSITIVE	NEUTRAL	but who would unmod someone when you can get a pizza for 5k more Kreygasn	{8=3.0, 9=5.0, 11=4.879498451228839, 12=8.0, 13=0.91193736692397, 15=2.0, 16=9.0, 17=2.0, 18=6.616761676167618, 19=13.0, 20=0.5675567556755676, 21=0.4460446044604461, 30=1.0, 32=0.5, 33=1.0, 1223=1.0}	
POSITIVE	NEUTRAL	Victory!!	{8=1.0, 11=0.8706789834779405, 12=1.0, 13=0.8706789834779405, 15=1.0, 18=0.5928592859285929, 19=1.0, 20=0.5928592859285929, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0}	
POSITIVE	NEUTRAL	Thanks for the stream :D	{1=1.0, 4=0.7, 5=1.0, 6=0.7, 8=2.0, 11=1.6657405216855472, 12=2.0, 13=0.8899464669861409, 15=2.0, 16=3.0, 18=2.794879487948795, 19=5.0, 20=0.675967596759676, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 222=0.6376451154911771, 460=0.7703302581946547}	
POSITIVE	NEUTRAL	sup	{9=1.0, 11=0.5144231033742855, 12=1.0, 16=2.0, 18=0.9803980398039804, 19=2.0, 967=1.0}	
POSITIVE	NEUTRAL	VAC	{9=1.0, 11=0.5144231033742855, 12=1.0, 17=1.0, 18=0.4402440244024402, 19=1.0, 21=0.4402440244024402}	
POSITIVE	NEUTRAL	DARUDE SANDSTORM	{10=1.0, 11=0.40298860566580663, 12=1.0, 14=0.40298860566580663}	
POSITIVE	NEUTRAL	I need w ps4 who will buy me one lol	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 8=4.0, 9=6.0, 10=1.0, 11=6.091028130966071, 12=11.0, 13=0.7647903519534324, 14=0.4405497449891889, 15=1.0, 16=10.0, 18=5.547454745474548, 19=11.0, 20=0.592959295929593, 24=1.0, 26=1.0, 28=0.0, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 146=0.3635567712760223, 192=0.4067146008283106, 278=0.6191940978336007, 851=0.5648082654675435}	
POSITIVE	NEGATIVE	2 hon players destroy masters of dota 2 :D	{3=1.0, 4=0.2, 5=1.0, 7=0.2, 8=1.0, 9=2.0, 10=1.0, 11=1.8352800717441422, 12=4.0, 13=0.612499105949152, 14=0.1939347590464192, 15=1.0, 16=8.0, 18=4.647564756475648, 19=9.0, 20=0.628062806280628, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=1.0, 31=1.0, 32=1.0, 33=2.0, 34=1.0, 35=0.0, 52=1.0, 53=0.2, 54=1.0, 56=0.2, 90=0.5420307402403785, 524=0.5942233067772028, 1380=0.5942233067772028}	
POSITIVE	NEUTRAL	so you're right on the money lol	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 8=4.0, 9=3.0, 10=1.0, 11=4.854030381223283, 12=8.0, 13=0.8335689959671431, 14=0.4405497449891889, 15=2.0, 16=8.0, 18=5.0807080708070815, 19=10.0, 20=0.592959295929593, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 146=0.41803338020765524, 192=0.4676581287905151, 220=0.48056857453120877, 1027=0.6128603534096149}	
POSITIVE	NEGATIVE	I have the pictures message me if you wanna see PogChamp PogChamp PogChamp	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 8=4.0, 9=2.0, 11=3.6794731427125233, 12=6.0, 13=0.689128891872115, 15=1.0, 16=9.0, 17=1.0, 18=5.524452445244526, 19=11.0, 20=0.5675567556755676, 21=0.41614161416141615, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 43=3.0, 46=2.625, 47=3.0, 48=0.875, 320=0.9095845339069837, 517=0.4155189233683771}	
POSITIVE	NEUTRAL	Do you know where it is? :D :D	{8=2.0, 9=1.0, 11=1.8500635463833581, 12=3.0, 13=0.7648013556561783, 15=3.0, 16=5.0, 18=4.273227322732273, 19=8.0, 20=0.628062806280628, 30=1.0, 32=0.5, 33=1.0}	
POSITIVE	NEGATIVE	MingLee	{43=1.0, 46=1.0, 47=1.0, 48=1.0, 960=1.0}	
POSITIVE	NEGATIVE	rekt	{43=1.0, 46=1.0, 47=1.0, 48=1.0, 1330=1.0}	
