ACTUAL-CLASS	PREDICTED-CLASS	TEXT	FEATURE-VECTOR
POSITIVE	NEUTRAL	guys stop being so negative tim is an awesome streamer and he is just streaming what he wants to play	{1=1.0, 3=2.0, 4=1.6, 5=3.0, 6=0.9, 7=0.3, 8=4.0, 9=7.0, 10=1.0, 11=6.639480185082282, 12=12.0, 13=0.9078384876510946, 14=0.1732918126949719, 15=1.0, 16=17.0, 17=1.0, 18=9.408040804080409, 19=19.0, 20=0.6312631263126313, 21=0.4257425742574258, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=2.0, 30=1.0, 31=1.0, 32=2.5, 33=4.0, 34=1.0, 35=0.0, 50=2.0, 53=1.4, 54=2.0, 55=0.8, 97=0.3521512052012407, 176=0.2944353712359535, 340=0.3521512052012407, 564=0.3332900848506501, 1204=0.4423690563620074, 1254=0.4423690563620074, 1265=0.40351434274731074}	
POSITIVE	NEGATIVE	THAT WAS SO SICK	{3=1.0, 4=0.3, 5=1.0, 7=0.3, 9=1.0, 10=1.0, 11=0.6560847725259551, 12=2.0, 14=0.14166166915166956, 16=3.0, 17=1.0, 18=1.7354735473547354, 19=4.0, 21=0.2835283528352835, 24=1.0, 26=1.0, 28=0.0, 30=1.0, 31=1.0, 32=0.5, 33=2.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 1547=1.0}	
POSITIVE	NEGATIVE	it's just too smart to not do	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 8=3.0, 9=3.0, 10=1.0, 11=3.9204707384034734, 12=7.0, 13=0.8899519688375139, 14=0.3002635386807661, 15=1.0, 16=6.0, 17=1.0, 18=3.95989598959896, 19=8.0, 20=0.586958695869587, 21=0.42464246424642466, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=2.0, 31=1.0, 32=2.0, 33=3.0, 34=1.0, 35=0.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7}	
POSITIVE	NEUTRAL	AND YOU THOUGHT NA`VI WAS BACK SoBayed	{8=2.0, 9=2.0, 10=1.0, 11=2.6865870365377953, 12=5.0, 13=0.756504563785714, 14=0.3002635386807661, 15=2.0, 16=5.0, 17=1.0, 18=4.028502850285029, 19=8.0, 20=0.576957695769577, 21=0.42464246424642466, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 43=1.0, 46=1.0, 47=1.0, 48=1.0, 117=0.5881824134544267, 576=0.5881824134544267, 770=0.5550521570139616}	
POSITIVE	NEGATIVE	!sr Crazy Realistic Knocking Sound	{3=1.0, 4=0.3, 5=1.0, 7=0.3, 8=2.0, 9=3.0, 11=2.91331833161859, 12=5.0, 13=0.7139092304560485, 16=5.0, 18=2.52975297529753, 19=5.0, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=2.0, 31=1.0, 32=2.0, 33=3.0, 34=1.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 925=0.738807942217662, 957=0.6739160366960442}	
POSITIVE	NEUTRAL	yes I am :D	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 8=1.0, 9=2.0, 11=1.633241085625313, 12=3.0, 13=0.6013138421078693, 15=2.0, 16=2.0, 18=2.1428142814281426, 19=4.0, 20=0.628062806280628, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 177=1.0}	
POSITIVE	NEGATIVE	"or not" XD	{9=1.0, 10=1.0, 11=0.8146866420550516, 12=2.0, 14=0.3002635386807661, 15=1.0, 16=1.0, 17=1.0, 18=1.512751275127513, 19=3.0, 20=0.5725572557255726, 21=0.42464246424642466, 43=1.0, 46=1.0, 47=1.0, 48=1.0, 355=1.0}	
POSITIVE	NEUTRAL	thats awesome its gonna be huge $$$	{1=2.0, 4=1.5, 5=2.0, 6=0.9, 8=3.0, 9=1.0, 11=2.7040279053901637, 12=4.0, 13=0.9078384876510946, 15=1.0, 16=6.0, 18=3.5996599659965995, 19=7.0, 20=0.6312631263126313, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 50=1.0, 53=0.8, 54=1.0, 55=0.8, 94=0.6115599790509895, 1204=0.7911980738242184}	
POSITIVE	NEUTRAL	@samdadude you can do it, you just have to believe and never give up	{8=6.0, 9=2.0, 10=1.0, 11=5.539302475282934, 12=9.0, 13=0.8899739762430059, 14=0.29866249993122684, 15=2.0, 16=10.0, 17=1.0, 18=6.5340534053405355, 19=13.0, 20=0.5675567556755676, 21=0.4464446444644464, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0}	
POSITIVE	NEUTRAL	I like white wine and sprite (7up) mix, it's nice	{1=2.0, 4=1.5, 5=2.0, 6=0.8, 8=6.0, 9=3.0, 11=5.727504305198701, 12=9.0, 13=0.8500525426806121, 15=2.0, 16=9.0, 18=5.656165616561657, 19=11.0, 20=0.5973597359735974, 22=2.0, 25=2.0, 26=2.0, 27=1.0, 29=3.0, 32=3.0, 33=3.0, 34=1.0, 50=2.0, 53=1.4, 54=2.0, 55=0.7, 61=0.6066314392731711, 1339=0.7949832054108822}	
POSITIVE	NEUTRAL	NaVi FOUND Tier 1 PogChamp Kappa	{8=1.0, 9=3.0, 11=2.14017066742959, 12=4.0, 13=0.6038281881853245, 16=4.0, 18=1.9695969596959695, 19=4.0, 43=2.0, 46=1.5, 47=2.0, 48=0.875, 62=0.3922834280486008, 115=0.4282548491693245, 377=0.6681200915969449, 574=0.4651097068927799, 1732=1.0}	
POSITIVE	NEGATIVE	US OP 4Head	{9=2.0, 11=1.0081867548430048, 12=2.0, 16=2.0, 18=1.0312031203120313, 19=2.0, 45=1.0, 46=0.25, 47=1.0, 49=0.25, 1065=1.0}	
POSITIVE	NEUTRAL	kqld3 do you remember me ? i am dzukna bro your classmate :D	{8=4.0, 9=3.0, 11=4.159861793493511, 12=7.0, 13=0.7207865446722823, 15=3.0, 16=7.0, 18=5.2032203220322035, 19=10.0, 20=0.628062806280628, 949=1.0}	
POSITIVE	NEUTRAL	its just a bunch of fluff	{8=3.0, 9=1.0, 11=2.4559329214280607, 12=4.0, 13=0.6767607299856402, 16=6.0, 18=3.031003100310031, 19=6.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0}	
POSITIVE	NEUTRAL	I have the pictures message me if you wanna see PogChamp PogChamp PogChamp	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 8=4.0, 9=2.0, 11=3.6794731427125233, 12=6.0, 13=0.689128891872115, 15=1.0, 16=9.0, 17=1.0, 18=5.524452445244526, 19=11.0, 20=0.5675567556755676, 21=0.41614161416141615, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 43=3.0, 46=2.625, 47=3.0, 48=0.875, 574=0.9164030525632142, 593=0.40025672418189684}	
POSITIVE	NEGATIVE	:"D	{9=1.0, 11=0.5268132726662522, 12=1.0, 16=1.0, 18=0.5113511351135114, 19=1.0}	
POSITIVE	NEGATIVE	damn so good at the gold blings Kappa	{1=1.0, 3=1.0, 4=0.9, 5=2.0, 6=0.8, 7=0.1, 8=3.0, 9=2.0, 10=1.0, 11=3.793565034634155, 12=6.0, 13=0.911970378032208, 14=0.42087512447938735, 15=1.0, 16=5.0, 17=1.0, 18=3.483848384838484, 19=7.0, 20=0.5824582458245825, 21=0.3698369836983698, 22=2.0, 24=1.0, 25=2.0, 26=3.0, 27=1.0, 28=0.0, 29=2.0, 30=1.0, 31=1.0, 32=2.5, 33=4.0, 34=1.0, 35=0.0, 43=1.0, 46=0.625, 47=1.0, 48=0.625, 50=1.0, 52=1.0, 53=1.0, 54=2.0, 55=0.7, 56=0.3, 62=0.4239847638318872, 621=0.6215854151963344, 1543=0.6586869451064136, 1732=1.0}	
POSITIVE	NEUTRAL	Same :) Even with some hiccups, thats part of beta	{8=3.0, 9=2.0, 11=2.698449028097955, 12=5.0, 13=0.5901120727124678, 16=7.0, 17=2.0, 18=4.355835583558356, 19=9.0, 21=0.31903190319031904, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 36=1.0, 39=1.0, 40=1.0, 41=1.0, 43=1.0, 46=1.0, 47=1.0, 48=1.0, 94=0.6115599790509895, 1113=0.7911980738242184}	
POSITIVE	NEUTRAL	khezzu stepping up his dark seer game	{8=2.0, 9=2.0, 11=2.363111186914397, 12=4.0, 13=0.7606694652750652, 16=5.0, 18=2.500950095009501, 19=5.0, 24=1.0, 26=1.0, 28=0.0, 31=2.0, 33=2.0, 35=0.0, 52=1.0, 53=0.4, 54=1.0, 56=0.4, 420=0.5271796416928779, 1356=0.8497538616473415}	
POSITIVE	NEUTRAL	If you like the stream, make sure to hit that follow button ❤ If you want to support Maren more - subscribe to her SeemsGood	{1=3.0, 4=1.9999999999999998, 5=3.0, 6=0.7, 8=8.0, 9=2.0, 10=1.0, 11=6.984715856885843, 12=11.0, 13=0.8500525426806121, 14=0.3699719955765115, 15=5.0, 16=15.0, 17=1.0, 18=10.850885088508853, 19=21.0, 20=0.6339633963396339, 21=0.41614161416141615, 22=2.0, 25=2.0, 26=2.0, 27=1.0, 29=5.0, 32=5.0, 33=5.0, 34=1.0, 43=1.0, 46=0.75, 47=1.0, 48=0.75, 50=3.0, 53=1.9999999999999998, 54=3.0, 55=0.7, 516=0.3674479194000742, 757=0.4990905575692925, 1014=0.5798068716109877, 1250=0.5288805474834645}	
NEUTRAL	POSITIVE	Howdy swags	{9=1.0, 11=0.5144231033742855, 12=1.0, 15=1.0, 18=0.6959695969596961, 19=1.0, 20=0.6959695969596961}	
NEUTRAL	POSITIVE	once*	{9=1.0, 11=0.5144231033742855, 12=1.0, 15=1.0, 18=0.557955795579558, 19=1.0, 20=0.557955795579558}	
NEUTRAL	POSITIVE	smaller numbers would be easier to micro	{8=2.0, 9=2.0, 11=2.2448488916520413, 12=4.0, 13=0.6767772355397592, 15=1.0, 16=6.0, 18=3.4924492449244924, 19=7.0, 20=0.5538553855385538, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0}	
NEUTRAL	NEGATIVE	wow i didnt read the first one	{1=1.0, 4=0.9, 5=1.0, 6=0.9, 8=4.0, 9=1.0, 11=3.378576891123864, 12=5.0, 13=0.8349059458507788, 16=6.0, 17=1.0, 18=3.477447744774478, 19=7.0, 21=0.4043404340434043, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.8, 54=1.0, 55=0.8, 296=0.48636237887270706, 865=0.6455387554907662, 932=0.5888389861216002}	
NEUTRAL	NEGATIVE	but it's been 7k enoucnters for it	{9=4.0, 11=2.057692413497142, 12=4.0, 15=1.0, 16=5.0, 17=1.0, 18=3.5029502950295024, 19=7.0, 20=0.5741574157415742, 21=0.44904490449044904}	
NEUTRAL	NEGATIVE	we might die if everone altar	{3=1.0, 4=0.2, 5=1.0, 7=0.2, 8=1.0, 9=1.0, 10=1.0, 11=1.1282206462474624, 12=3.0, 13=0.5955754111258439, 14=0.05638297287037089, 15=1.0, 16=4.0, 17=1.0, 18=3.094109410941094, 19=6.0, 20=0.608960896089609, 21=0.4181418141814182, 24=1.0, 26=1.0, 28=0.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 1168=1.0}	
NEUTRAL	NEGATIVE	its unawakened roaq	{10=1.0, 11=0.28452274190265026, 12=1.0, 14=0.28452274190265026, 16=1.0, 18=0.47644764476447643, 19=1.0}	
