ACTUAL-CLASS	PREDICTED-CLASS	TEXT	FEATURE-VECTOR
POSITIVE	NEGATIVE	wrecked :D	{10=1.0, 11=0.3002635386807661, 12=1.0, 14=0.3002635386807661, 15=1.0, 17=1.0, 18=1.0098009800980097, 19=2.0, 20=0.628062806280628, 21=0.38173817381738173}	
POSITIVE	NEUTRAL	that shows how good he is at minecraft xDDD	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=1.0, 9=2.0, 11=1.9408165847807792, 12=3.0, 13=0.911970378032208, 15=2.0, 16=6.0, 18=4.097809780978099, 19=8.0, 20=0.5824582458245825, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 43=1.0, 46=1.0, 47=1.0, 48=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 63=1.0}	
POSITIVE	NEUTRAL	uh no bly is so good	{1=1.0, 3=1.0, 4=1.2000000000000002, 5=2.0, 6=0.8, 7=0.4, 8=1.0, 9=1.0, 10=1.0, 11=1.7381668931595486, 12=3.0, 13=0.911970378032208, 14=0.3117734117530549, 15=1.0, 16=3.0, 17=1.0, 18=2.4400440044004403, 19=5.0, 20=0.5824582458245825, 21=0.4173417341734174, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7}	
POSITIVE	NEGATIVE	khezzu stepping up his dark seer game	{8=2.0, 9=2.0, 11=2.363111186914397, 12=4.0, 13=0.7606694652750652, 16=5.0, 18=2.500950095009501, 19=5.0, 24=1.0, 26=1.0, 28=0.0, 31=2.0, 33=2.0, 35=0.0, 52=1.0, 53=0.4, 54=1.0, 56=0.4, 76=0.5197087711436199, 1341=0.8543434866588429}	
POSITIVE	NEUTRAL	was insane	{3=1.0, 4=0.3, 5=1.0, 7=0.3, 10=1.0, 11=0.17738519011647425, 12=1.0, 14=0.17738519011647425, 16=2.0, 18=0.9591959195919593, 19=2.0, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 1500=1.0}	
POSITIVE	NEUTRAL	@samdadude you can do it, you just have to believe and never give up	{8=6.0, 9=2.0, 10=1.0, 11=5.539302475282934, 12=9.0, 13=0.8899739762430059, 14=0.29866249993122684, 15=2.0, 16=10.0, 17=1.0, 18=6.5340534053405355, 19=13.0, 20=0.5675567556755676, 21=0.4464446444644464, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0}	
POSITIVE	NEGATIVE	that wall into meteor was sick!	{3=1.0, 4=0.3, 5=1.0, 7=0.3, 9=2.0, 10=1.0, 11=1.1925427906490538, 12=3.0, 14=0.14166166915166956, 16=5.0, 17=1.0, 18=2.787078707870787, 19=6.0, 21=0.2835283528352835, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 295=0.691648173870889, 1389=0.7222345904074828}	
POSITIVE	NEGATIVE	2 hon players destroy masters of dota 2 :D	{3=1.0, 4=0.2, 5=1.0, 7=0.2, 8=1.0, 9=2.0, 10=1.0, 11=1.8352800717441422, 12=4.0, 13=0.612499105949152, 14=0.1939347590464192, 15=1.0, 16=8.0, 18=4.647564756475648, 19=9.0, 20=0.628062806280628, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=1.0, 31=1.0, 32=1.0, 33=2.0, 34=1.0, 35=0.0, 52=1.0, 53=0.2, 54=1.0, 56=0.2, 1082=1.0}	
POSITIVE	NEGATIVE	navi doesn't have fanboys EleGiggle	{8=1.0, 9=1.0, 11=1.147158018673284, 12=2.0, 13=0.6327349152989983, 16=3.0, 17=1.0, 18=1.9453945394539456, 19=4.0, 21=0.4356435643564357, 43=1.0, 46=0.875, 47=1.0, 48=0.875, 119=0.42590948860029515, 133=0.39501126421907035, 134=0.548555735469885, 510=0.6013765989322997}	
POSITIVE	NEGATIVE	what is that, looks yummi KappaPride	{16=5.0, 18=2.515751575157516, 19=5.0, 43=1.0, 46=0.625, 47=1.0, 48=0.625, 86=0.7381427155906516, 142=0.6746445963768317}	
