ACTUAL-CLASS	PREDICTED-CLASS	TEXT	FEATURE-VECTOR
POSITIVE	NEUTRAL	SEAGOD is live,later nerds.	{8=1.0, 9=1.0, 11=1.434607745506363, 12=2.0, 13=0.9201846421320775, 15=1.0, 16=3.0, 18=2.1311131113111315, 19=4.0, 20=0.5928592859285929, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 1340=1.0}	
POSITIVE	NEUTRAL	Thanks for asking been here all day	{1=1.0, 4=0.7, 5=1.0, 6=0.7, 8=3.0, 9=2.0, 11=3.254312076013579, 12=5.0, 13=0.8899464669861409, 15=1.0, 16=6.0, 18=3.720472047204721, 19=7.0, 20=0.675967596759676, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 78=0.6646875614484169, 1116=0.7471214396975615}	
POSITIVE	NEGATIVE	MALYGOS COSPLAY 4Head	{16=1.0, 18=0.4815481548154816, 19=1.0, 45=1.0, 46=0.25, 47=1.0, 49=0.25}	
POSITIVE	NEGATIVE	FCK YEEEEEEEEEEE	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 9=1.0, 11=0.5144231033742855, 12=1.0, 16=1.0, 17=1.0, 18=0.9292929292929293, 19=2.0, 21=0.39793979397939794, 24=1.0, 26=1.0, 28=0.0, 30=1.0, 32=0.5, 33=1.0, 92=0.7494407106421549, 136=0.6620714623302999}	
POSITIVE	NEUTRAL	guys stop being so negative tim is an awesome streamer and he is just streaming what he wants to play	{1=1.0, 3=2.0, 4=1.6, 5=3.0, 6=0.9, 7=0.3, 8=4.0, 9=7.0, 10=1.0, 11=6.639480185082282, 12=12.0, 13=0.9078384876510946, 14=0.1732918126949719, 15=1.0, 16=17.0, 17=1.0, 18=9.408040804080409, 19=19.0, 20=0.6312631263126313, 21=0.4257425742574258, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=2.0, 30=1.0, 31=1.0, 32=2.5, 33=4.0, 34=1.0, 35=0.0, 50=2.0, 53=1.4, 54=2.0, 55=0.8, 66=0.3815198759766198, 131=0.31708927443019536, 132=0.35774045798634174, 164=0.32778193434332675, 521=0.3983916415424881, 661=0.3815198759766198, 976=0.46282224308891257}	
POSITIVE	NEGATIVE	^^	{15=1.0, 18=0.613961396139614, 19=1.0, 20=0.613961396139614, 43=1.0, 46=1.0, 47=1.0, 48=1.0}	
POSITIVE	NEGATIVE	i didnt wrung :D	{9=1.0, 11=0.5144231033742855, 12=1.0, 15=1.0, 16=1.0, 17=1.0, 18=1.4905490549054905, 19=3.0, 20=0.628062806280628, 21=0.4043404340434043, 1000=1.0}	
POSITIVE	NEGATIVE	hhahahaha	{15=1.0, 18=0.5895589558955896, 19=1.0, 20=0.5895589558955896}	
POSITIVE	NEUTRAL	COOKIES!!!!!!11	{9=1.0, 11=0.5144231033742855, 12=1.0, 16=2.0, 18=1.0271027102710273, 19=2.0}	
POSITIVE	NEUTRAL	sup	{9=1.0, 11=0.5144231033742855, 12=1.0, 16=2.0, 18=0.9803980398039804, 19=2.0, 948=1.0}	
POSITIVE	NEUTRAL	Ive never been so happy for it to be raining today Kreygasm	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=4.0, 9=3.0, 10=2.0, 11=5.148351920421222, 12=9.0, 13=0.9917252155350276, 14=0.29866249993122684, 15=1.0, 16=10.0, 17=1.0, 18=5.8069806980698075, 19=12.0, 20=0.6195619561956196, 21=0.37533753375337536, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 43=1.0, 46=1.0, 47=1.0, 48=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 366=0.5122404097025045, 541=0.546289616444148, 1680=0.6627046232169471}	
POSITIVE	NEGATIVE	@ceejaaydagoat_ on god😂😂	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 8=2.0, 11=1.1989359419444643, 12=2.0, 13=0.6382367666719851, 15=1.0, 16=2.0, 18=1.602760276027603, 19=3.0, 20=0.5843584358435844, 38=1.0, 40=1.0, 42=0.0, 45=1.0, 47=1.0, 49=0.0, 68=1.0}	
POSITIVE	NEUTRAL	VIXING FeelsBirthdayMan	{1222=1.0}	
POSITIVE	NEGATIVE	😂	{43=1.0, 46=1.0, 47=1.0, 48=1.0}	
POSITIVE	NEUTRAL	OH BABY A TRIPLE	{8=2.0, 9=2.0, 11=2.428456675671364, 12=4.0, 13=0.7441694130074771, 16=4.0, 18=2.0075007500750077, 19=4.0, 30=2.0, 32=1.0, 33=2.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 67=1.0}	
