ACTUAL-CLASS	PREDICTED-CLASS	TEXT	FEATURE-VECTOR
POSITIVE	NEUTRAL	sub-human or post-human? Kappa	{8=3.0, 9=3.0, 11=3.581793273436512, 12=6.0, 13=0.7138817211991836, 15=1.0, 16=5.0, 18=3.168016801680168, 19=6.0, 20=0.5541554155415541, 43=1.0, 46=0.625, 47=1.0, 48=0.625, 69=0.2449180533106695, 109=0.4335931611920354, 579=0.8671863223840708, 1742=1.0}	
POSITIVE	NEUTRAL	ohhh what that makes my nerd heart happy	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=2.0, 9=2.0, 11=2.8280396353372916, 12=4.0, 13=0.9917252155350276, 15=2.0, 16=6.0, 18=4.120512051205121, 19=8.0, 20=0.6195619561956196, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=2.0, 30=1.0, 32=2.5, 33=3.0, 34=1.0, 50=1.0, 52=1.0, 53=0.8999999999999999, 54=2.0, 55=0.7, 56=0.2, 177=0.46082622110158694, 312=0.5789830482925984, 908=0.6726201184435698}	
POSITIVE	NEUTRAL	Rawr!	{8=1.0, 11=0.5653152285744154, 12=1.0, 13=0.5653152285744154, 16=1.0, 18=0.5007500750075008, 19=1.0, 476=1.0}	
POSITIVE	NEUTRAL	@Megasnoop, I got my first phone yesterday! :D	{8=2.0, 9=2.0, 11=2.528139218847142, 12=4.0, 13=0.8349059458507788, 15=1.0, 16=5.0, 17=1.0, 18=3.474947494749475, 19=7.0, 20=0.628062806280628, 21=0.42284228422842285, 204=0.6523823291241169, 319=0.75789002938856}	
POSITIVE	NEGATIVE	AHAHAH	{15=1.0, 18=0.5718571857185719, 19=1.0, 20=0.5718571857185719}	
POSITIVE	NEGATIVE	dun dunnn dunnnnnnnnn	{17=3.0, 18=1.3195319531953196, 19=3.0, 21=0.43984398439843986, 221=1.0}	
POSITIVE	NEGATIVE	what is that, looks yummi KappaPride	{16=5.0, 18=2.515751575157516, 19=5.0, 43=1.0, 46=0.625, 47=1.0, 48=0.625, 166=0.7239726721745852, 471=0.6898286525974336}	
POSITIVE	NEGATIVE	navi doesn't have fanboys EleGiggle	{8=1.0, 9=1.0, 11=1.147158018673284, 12=2.0, 13=0.6327349152989983, 16=3.0, 17=1.0, 18=1.9453945394539456, 19=4.0, 21=0.4356435643564357, 43=1.0, 46=0.875, 47=1.0, 48=0.875, 342=0.37425659764589936, 612=0.5386805144670033, 629=0.4701121429697776, 926=0.5905504851275998}	
POSITIVE	NEUTRAL	next level shit :D	{3=1.0, 4=0.1, 5=1.0, 7=0.1, 8=1.0, 9=1.0, 10=1.0, 11=1.4923716830713538, 12=3.0, 13=0.6135004428990356, 14=0.36444813679803256, 15=1.0, 16=2.0, 17=1.0, 18=2.05030503050305, 19=4.0, 20=0.628062806280628, 21=0.4133413341334134, 24=1.0, 26=1.0, 28=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 575=0.6464884309628003, 1630=0.7629237895302889}	
POSITIVE	NEGATIVE	lmfao	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 10=2.0, 11=0.740813283669955, 12=2.0, 14=0.3002635386807661, 15=1.0, 16=3.0, 18=2.0434043404340434, 19=4.0, 20=0.592959295929593, 137=0.41847844652599975, 238=0.5554351188635646, 255=0.7185872379371929}	
POSITIVE	NEUTRAL	I got a gas station sandwich :D	{8=2.0, 9=2.0, 10=1.0, 11=2.834185203320918, 12=5.0, 13=0.8142850069048235, 14=0.3851075887035988, 15=1.0, 16=5.0, 17=1.0, 18=3.47034703470347, 19=7.0, 20=0.628062806280628, 21=0.4027402740274027}	
POSITIVE	NEUTRAL	Hooooooly shit dude	{3=1.0, 4=0.1, 5=1.0, 7=0.1, 8=2.0, 10=1.0, 11=1.6643375495854356, 12=3.0, 13=0.6602661795694251, 14=0.36444813679803256, 16=2.0, 17=1.0, 18=1.4133413341334136, 19=3.0, 21=0.4133413341334134, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 491=0.5842785163111507, 575=0.5246597624574899, 722=0.6191532516552671}	
POSITIVE	NEUTRAL	damn so good at the gold blings Kappa	{1=1.0, 3=1.0, 4=0.9, 5=2.0, 6=0.8, 7=0.1, 8=3.0, 9=2.0, 10=1.0, 11=3.793565034634155, 12=6.0, 13=0.911970378032208, 14=0.42087512447938735, 15=1.0, 16=5.0, 17=1.0, 18=3.483848384838484, 19=7.0, 20=0.5824582458245825, 21=0.3698369836983698, 22=2.0, 24=1.0, 25=2.0, 26=3.0, 27=1.0, 28=0.0, 29=2.0, 30=1.0, 31=1.0, 32=2.5, 33=4.0, 34=1.0, 35=0.0, 43=1.0, 46=0.625, 47=1.0, 48=0.625, 50=1.0, 52=1.0, 53=1.0, 54=2.0, 55=0.7, 56=0.3, 69=0.39355262685424663, 250=0.6967298868601965, 334=0.5997364376556586, 1742=1.0}	
