ACTUAL-CLASS	PREDICTED-CLASS	TEXT	FEATURE-VECTOR
POSITIVE	NEGATIVE	Apologies for my ignorance, but is Epsilon no more?	{3=2.0, 4=0.7, 5=2.0, 7=0.3, 9=3.0, 10=2.0, 11=2.0723273381492873, 12=5.0, 14=0.217284616273376, 16=6.0, 17=2.0, 18=3.8139813981398145, 19=8.0, 21=0.4173417341734174, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0}	
POSITIVE	NEUTRAL	OH BABY A TRIPLE	{8=2.0, 9=2.0, 11=2.428456675671364, 12=4.0, 13=0.7441694130074771, 16=4.0, 18=2.0075007500750077, 19=4.0, 30=2.0, 32=1.0, 33=2.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 138=0.5585328679416262, 573=0.8294823900655771}	
POSITIVE	NEGATIVE	TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard	{45=24.0, 47=24.0, 49=0.0, 1434=1.0}	
POSITIVE	NEGATIVE	PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp	{43=39.0, 46=34.125, 47=39.0, 48=0.875, 72=1.0}	
POSITIVE	NEGATIVE	NICE TORNADO	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=1.0, 10=1.0, 11=1.1086285535082556, 12=2.0, 13=0.7826658670642671, 14=0.3259626864439884, 15=1.0, 17=1.0, 18=0.9941994199419942, 19=2.0, 20=0.5973597359735974, 21=0.39683968396839686, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 163=0.5713380538812102, 1349=0.8207148275663303}	
POSITIVE	NEUTRAL	Lülülülülü	{9=5.0, 11=2.5721155168714276, 12=5.0, 15=5.0, 16=5.0, 18=6.237623762376238, 19=10.0, 20=0.7245724572457246}	
POSITIVE	NEGATIVE	I miss you!	{3=1.0, 4=0.3, 5=1.0, 7=0.3, 9=1.0, 10=1.0, 11=0.9050270415994983, 12=2.0, 14=0.39060393822521283, 15=1.0, 16=1.0, 17=1.0, 18=1.360836083608361, 19=3.0, 20=0.5675567556755676, 21=0.3351335133513352, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 845=1.0}	
POSITIVE	NEUTRAL	yeah it was a really sick back door	{1=1.0, 3=1.0, 4=0.8999999999999999, 5=2.0, 6=0.6, 7=0.3, 8=2.0, 9=4.0, 10=1.0, 11=3.4583317286266837, 12=7.0, 13=0.6957256116683265, 14=0.14166166915166956, 16=7.0, 17=1.0, 18=3.685268526852685, 19=8.0, 21=0.2835283528352835, 24=1.0, 26=1.0, 28=0.0, 29=1.0, 30=2.0, 31=1.0, 32=2.0, 33=4.0, 34=1.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 431=0.5705736373985423, 599=0.8212464455361721}	
POSITIVE	NEGATIVE	DONT WORRY BOYS I'll be the new bot	{3=1.0, 4=0.2, 5=1.0, 7=0.2, 8=2.0, 9=2.0, 10=1.0, 11=2.7041764553772345, 12=5.0, 13=0.8830471453644152, 14=0.1155058677244893, 15=2.0, 16=6.0, 17=1.0, 18=4.627562756275627, 19=9.0, 20=0.5843584358435844, 21=0.43984398439843986, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0, 365=0.4881656136715504, 508=0.6278015341976001, 722=0.6062669109293514}	
POSITIVE	NEUTRAL	lol jk	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 8=1.0, 9=2.0, 10=1.0, 11=2.08283037242032, 12=4.0, 13=0.6134344206825597, 14=0.4405497449891889, 15=1.0, 16=4.0, 18=2.613661366136614, 19=5.0, 20=0.592959295929593, 24=1.0, 26=1.0, 28=0.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.6, 54=1.0, 55=0.6, 278=0.47408654544612083, 279=0.49177604172163264, 1405=0.7303412026002409}	
