ACTUAL-CLASS	PREDICTED-CLASS	TEXT	FEATURE-VECTOR
POSITIVE	NEUTRAL	I got a gas station sandwich :D	{8=2.0, 9=2.0, 10=1.0, 11=2.834185203320918, 12=5.0, 13=0.8142850069048235, 14=0.3851075887035988, 15=1.0, 16=5.0, 17=1.0, 18=3.47034703470347, 19=7.0, 20=0.628062806280628, 21=0.4027402740274027}	
POSITIVE	NEGATIVE	VIXING FeelsBirthdayMan	{398=1.0}	
POSITIVE	NEUTRAL	I am having great fun in my own Dwarf campaign turn 140. my three armies vs 3 Chaos stacks with Kholek and Archaon. epic battle	{1=2.0, 3=2.0, 4=2.4, 5=4.0, 6=0.9, 7=0.3, 8=5.0, 9=9.0, 10=2.0, 11=8.812436384843501, 12=16.0, 13=0.9779980963594249, 14=0.217284616273376, 15=5.0, 16=17.0, 18=11.38593859385939, 19=22.0, 20=0.631963196319632, 22=2.0, 24=1.0, 25=2.0, 26=3.0, 27=1.0, 28=0.0, 29=3.0, 31=2.0, 32=3.0, 33=5.0, 34=1.0, 35=0.0, 50=2.0, 52=2.0, 53=2.1, 54=4.0, 55=0.8, 56=0.3, 508=0.6360768909267054, 1564=0.7716256792182438}	
POSITIVE	NEUTRAL	sub-human or post-human? Kappa	{8=3.0, 9=3.0, 11=3.581793273436512, 12=6.0, 13=0.7138817211991836, 15=1.0, 16=5.0, 18=3.168016801680168, 19=6.0, 20=0.5541554155415541, 43=1.0, 46=0.625, 47=1.0, 48=0.625, 78=0.4082124856000922, 723=0.6639362689119346, 727=0.6265390629669421, 1782=1.0}	
POSITIVE	NEGATIVE	navi fanboys 4Head	{16=1.0, 18=0.5431543154315432, 19=1.0, 45=1.0, 46=0.25, 47=1.0, 49=0.25, 497=0.5894415834400266, 623=0.8078110049459059}	
POSITIVE	NEGATIVE	Toooop top	{1=2.0, 4=1.4, 5=2.0, 6=0.7, 8=2.0, 11=1.3039717865061595, 12=2.0, 13=0.6519858932530798, 16=2.0, 18=1.0667066706670667, 19=2.0, 22=2.0, 25=2.0, 26=2.0, 27=1.0, 29=2.0, 32=2.0, 33=2.0, 34=1.0, 435=1.0}	
POSITIVE	NEUTRAL	Thanks pleb minkDuck	{1=1.0, 4=0.7, 5=1.0, 6=0.7, 8=1.0, 9=1.0, 11=1.4043695703604264, 12=2.0, 13=0.8899464669861409, 15=1.0, 17=1.0, 18=1.01990199019902, 19=2.0, 20=0.675967596759676, 21=0.34393439343934396, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 324=1.0}	
POSITIVE	NEUTRAL	kqld3 do you remember me ? i am dzukna bro your classmate :D	{8=4.0, 9=3.0, 11=4.159861793493511, 12=7.0, 13=0.7207865446722823, 15=3.0, 16=7.0, 18=5.2032203220322035, 19=10.0, 20=0.628062806280628, 313=1.0}	
POSITIVE	NEUTRAL	P PogChamp G G E R SP PogChamp G G E R S	{8=2.0, 9=8.0, 11=5.336663787364449, 12=10.0, 13=0.6106394801850823, 16=11.0, 18=5.754875487548754, 19=11.0, 43=2.0, 46=1.75, 47=2.0, 48=0.875, 281=1.0}	
POSITIVE	NEUTRAL	DAT SAVE	{1=1.0, 4=0.7, 5=1.0, 6=0.7, 8=1.0, 11=0.8252832077994245, 12=1.0, 13=0.8252832077994245, 16=2.0, 18=0.9757975797579759, 19=2.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 1139=1.0}	
