ACTUAL-CLASS	PREDICTED-CLASS	TEXT	FEATURE-VECTOR
POSITIVE	NEUTRAL	Woooop	{9=1.0, 11=0.5144231033742855, 12=1.0}	
POSITIVE	NEUTRAL	Hey Larsfest and chat =))	{8=1.0, 11=0.6176158277260299, 12=1.0, 13=0.6176158277260299, 15=1.0, 16=2.0, 18=1.6357635763576357, 19=3.0, 20=0.6062606260626062, 36=1.0, 39=1.0, 40=1.0, 41=1.0, 43=1.0, 46=1.0, 47=1.0, 48=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 323=0.6931346203895417, 324=0.7208081561812726}	
POSITIVE	NEUTRAL	danTroll danTroll danTroll	{593=1.0}	
POSITIVE	NEUTRAL	hahahahaha du bist ein Typ	{1=1.0, 4=0.7, 5=1.0, 6=0.7, 8=2.0, 11=1.7000885798071053, 12=2.0, 13=0.895437314656382, 15=4.0, 16=1.0, 18=2.9389938993899394, 19=5.0, 20=0.697869786978698, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 238=0.3767011596098831, 1376=0.4316450393667323, 1475=0.4732084798967793, 1507=0.4732084798967793, 1762=0.4732084798967793}	
POSITIVE	NEUTRAL	danTroll	{593=1.0}	
POSITIVE	NEGATIVE	@cassiusfaux pls stop hating yourself your awesome D:	{1=2.0, 3=2.0, 4=2.1, 5=4.0, 6=0.9, 7=0.2, 8=2.0, 9=1.0, 11=2.0373135560115982, 12=3.0, 13=0.9078384876510946, 15=3.0, 16=2.0, 17=2.0, 18=3.5724572457245722, 19=7.0, 20=0.6312631263126313, 21=0.35473547354735474, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=2.0, 32=2.0, 33=2.0, 34=1.0, 50=2.0, 52=1.0, 53=1.6, 54=3.0, 55=0.8, 56=0.1, 350=0.43122340293271727, 617=0.40812719772150036, 718=0.39896130493591675, 771=0.4941196436122295, 822=0.4941196436122295}	
POSITIVE	NEUTRAL	having a great day	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=2.0, 9=1.0, 11=2.0969921378543885, 12=3.0, 13=0.8583383308483307, 15=1.0, 16=3.0, 18=2.1337133713371337, 19=4.0, 20=0.6176617661766177, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.8, 54=1.0, 55=0.8, 480=1.0}	
POSITIVE	NEUTRAL	baguette baguette baguette YEAH	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 9=4.0, 11=2.057692413497142, 12=4.0, 16=4.0, 18=1.9858985898589863, 19=4.0, 30=1.0, 32=0.5, 33=1.0, 153=1.0}	
POSITIVE	NEGATIVE	NICE TORNADO	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=1.0, 10=1.0, 11=1.1086285535082556, 12=2.0, 13=0.7826658670642671, 14=0.3259626864439884, 15=1.0, 17=1.0, 18=0.9941994199419942, 19=2.0, 20=0.5973597359735974, 21=0.39683968396839686, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 232=0.5442019325318962, 772=0.8389542637286908}	
POSITIVE	NEUTRAL	show your merc stats pls :D	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 8=2.0, 11=1.2918292005259773, 12=2.0, 13=0.6522389784162372, 15=3.0, 16=3.0, 18=3.292829282928293, 19=6.0, 20=0.628062806280628, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 617=0.6017471831252452, 1517=0.7986866266570593}	
POSITIVE	NEGATIVE	DAT SAVE	{1=1.0, 4=0.7, 5=1.0, 6=0.7, 8=1.0, 11=0.8252832077994245, 12=1.0, 13=0.8252832077994245, 16=2.0, 18=0.9757975797579759, 19=2.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 296=1.0}	
