ACTUAL-CLASS	PREDICTED-CLASS	TEXT	FEATURE-VECTOR
POSITIVE	NEUTRAL	VAC	{9=1.0, 11=0.5144231033742855, 12=1.0, 17=1.0, 18=0.4402440244024402, 19=1.0, 21=0.4402440244024402}	
POSITIVE	NEUTRAL	NaVi FOUND Tier 1 PogChamp Kappa	{8=1.0, 9=3.0, 11=2.14017066742959, 12=4.0, 13=0.6038281881853245, 16=4.0, 18=1.9695969596959695, 19=4.0, 43=2.0, 46=1.5, 47=2.0, 48=0.875, 58=0.3862489616411509, 465=0.4484197936595836, 527=0.4425297669423775, 1284=0.6737201449083693, 1841=1.0}	
POSITIVE	NEGATIVE	that's the right way lol	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 8=2.0, 9=3.0, 10=1.0, 11=3.457005782445793, 12=6.0, 13=0.8335689959671431, 14=0.4405497449891889, 15=1.0, 16=7.0, 18=4.082708270827083, 19=8.0, 20=0.592959295929593, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 158=0.6830032136040335, 159=0.73041536827107}	
POSITIVE	NEUTRAL	wow big raid	{1=2.0, 4=1.5, 5=2.0, 6=0.9, 8=2.0, 10=1.0, 11=1.502473082192158, 12=3.0, 13=0.612499105949152, 14=0.2874717342385713, 16=3.0, 18=1.5125512551255127, 19=3.0, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 50=1.0, 52=1.0, 53=1.1, 54=2.0, 55=0.8, 56=0.3, 230=0.6464884309628003, 583=0.7629237895302889}	
POSITIVE	NEUTRAL	chlapci comeback :D	{8=1.0, 11=0.6712588786126533, 12=1.0, 13=0.6712588786126533, 15=1.0, 16=1.0, 18=1.143014301430143, 19=2.0, 20=0.628062806280628, 29=1.0, 32=1.0, 33=1.0, 34=1.0}	
POSITIVE	NEGATIVE	slap the cap HeyGuys	{9=1.0, 10=1.0, 11=0.7468598183288677, 12=2.0, 14=0.2324202094004633, 16=3.0, 18=1.5461546154615462, 19=3.0, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0, 43=1.0, 46=1.0, 47=1.0, 48=1.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 255=1.0}	
POSITIVE	NEUTRAL	its just conversation ;3; not srs	{8=3.0, 10=1.0, 11=2.3001920146129176, 12=4.0, 13=0.7510247198182188, 14=0.3002635386807661, 15=1.0, 16=3.0, 17=1.0, 18=2.456845684568457, 19=5.0, 20=0.5926592659265928, 21=0.42464246424642466, 29=1.0, 31=1.0, 32=1.0, 33=2.0, 34=1.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3}	
POSITIVE	NEUTRAL	ohhh what that makes my nerd heart happy	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=2.0, 9=2.0, 11=2.8280396353372916, 12=4.0, 13=0.9917252155350276, 15=2.0, 16=6.0, 18=4.120512051205121, 19=8.0, 20=0.6195619561956196, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=2.0, 30=1.0, 32=2.5, 33=3.0, 34=1.0, 50=1.0, 52=1.0, 53=0.8999999999999999, 54=2.0, 55=0.7, 56=0.2, 345=0.3526706839232345, 967=0.5385920436191024, 1074=0.5904534953521311, 1377=0.48673059188607376}	
POSITIVE	NEGATIVE	Alright guys I gotta go now bye chris :D	{8=4.0, 9=2.0, 11=3.7432451019768154, 12=6.0, 13=0.8335689959671431, 15=1.0, 16=10.0, 18=5.521652165216522, 19=11.0, 20=0.628062806280628, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 190=0.6662614683485362, 539=0.7457182147393561}	
POSITIVE	NEGATIVE	TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard TriHard	{45=24.0, 47=24.0, 49=0.0, 1461=1.0}	
