ACTUAL-CLASS	PREDICTED-CLASS	TEXT	FEATURE-VECTOR
POSITIVE	NEGATIVE	Looking good	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=2.0, 11=1.4844600207969985, 12=2.0, 13=0.911970378032208, 15=1.0, 16=1.0, 18=1.1088108810881088, 19=2.0, 20=0.5824582458245825, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 1637=1.0}	
POSITIVE	NEGATIVE	This chat is my favorite because no one uses xD Kreygasm	{1=1.0, 3=1.0, 4=1.1, 5=2.0, 6=0.7, 7=0.4, 8=3.0, 10=1.0, 11=2.4369185230830173, 12=4.0, 13=0.8431807303157512, 14=0.3117734117530549, 15=2.0, 16=6.0, 17=2.0, 18=4.997299729972998, 19=10.0, 20=0.5824582458245825, 21=0.4173417341734174, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 43=2.0, 46=2.0, 47=2.0, 48=1.0, 86=0.5879537143093128, 130=0.5004515937394124, 411=0.6354987271061722}	
POSITIVE	NEUTRAL	well, you're in a poker stream, dont be amazed you'll hear more poker terms	{1=1.0, 4=0.7, 5=1.0, 6=0.7, 8=7.0, 9=5.0, 11=7.576968149782404, 12=12.0, 13=0.8651771321049533, 15=3.0, 16=12.0, 17=1.0, 18=8.256825682568257, 19=16.0, 20=0.6087608760876088, 21=0.43984398439843986, 22=2.0, 25=2.0, 26=2.0, 27=1.0, 29=2.0, 32=2.0, 33=2.0, 34=1.0, 50=1.0, 53=0.6, 54=1.0, 55=0.6, 212=0.3846263419556479, 272=0.4101928954478564, 352=0.34640652196218674, 398=0.4101928954478564, 451=0.3846263419556479, 730=0.49760551919959944}	
POSITIVE	NEGATIVE	@cassiusfaux pls stop hating yourself your awesome D:	{1=2.0, 3=2.0, 4=2.1, 5=4.0, 6=0.9, 7=0.2, 8=2.0, 9=1.0, 11=2.0373135560115982, 12=3.0, 13=0.9078384876510946, 15=3.0, 16=2.0, 17=2.0, 18=3.5724572457245722, 19=7.0, 20=0.6312631263126313, 21=0.35473547354735474, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=2.0, 32=2.0, 33=2.0, 34=1.0, 50=2.0, 52=1.0, 53=1.6, 54=3.0, 55=0.8, 56=0.1, 291=0.5854970116002763, 506=0.43121868868765717, 526=0.503988559436726, 540=0.4660892874659713}	
POSITIVE	NEUTRAL	@scudpunk hey man sorry my sister wasn't able to make it to the stream today only my parents and I :)	{3=1.0, 4=0.4, 5=1.0, 7=0.4, 8=7.0, 9=4.0, 11=6.729209879124326, 12=11.0, 13=0.789565188685993, 15=1.0, 16=17.0, 17=2.0, 18=9.588358835883588, 19=20.0, 20=0.6062606260626062, 21=0.37613761376137617, 24=1.0, 26=1.0, 28=0.0, 29=1.0, 31=1.0, 32=1.0, 33=2.0, 34=1.0, 35=0.0, 36=1.0, 39=1.0, 40=1.0, 41=1.0, 43=1.0, 46=1.0, 47=1.0, 48=1.0, 50=1.0, 52=1.0, 53=1.0, 54=2.0, 55=0.7, 56=0.3, 70=0.528271281410999, 329=0.4743674074619044, 352=0.4272301343573767, 965=0.5598030263148194}	
POSITIVE	NEGATIVE	paddie is still better than most of the NA roamers	{1=1.0, 4=0.7, 5=1.0, 6=0.7, 8=2.0, 9=2.0, 10=1.0, 11=2.6410592164263273, 12=5.0, 13=0.6926115637912157, 14=0.3002635386807661, 16=7.0, 17=2.0, 18=4.431343134313432, 19=9.0, 21=0.42464246424642466, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 30=2.0, 32=2.0, 33=3.0, 34=1.0, 213=1.0}	
POSITIVE	NEUTRAL	that's the right way lol	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 8=2.0, 9=3.0, 10=1.0, 11=3.457005782445793, 12=6.0, 13=0.8335689959671431, 14=0.4405497449891889, 15=1.0, 16=7.0, 18=4.082708270827083, 19=8.0, 20=0.592959295929593, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 79=0.6796242623343185, 94=0.7335604010894627}	
POSITIVE	NEGATIVE	3/3 enemy thresh :(	{3=1.0, 4=0.3, 5=1.0, 7=0.3, 9=1.0, 10=1.0, 11=0.6518373432660092, 12=2.0, 14=0.13202242554619634, 16=1.0, 18=0.5384538453845384, 19=1.0, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0, 38=1.0, 40=1.0, 42=0.0, 45=1.0, 47=1.0, 49=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 1210=1.0}	
POSITIVE	NEGATIVE	D:	{17=1.0, 18=0.4389438943894389, 19=1.0, 21=0.4389438943894389, 291=1.0}	
POSITIVE	NEUTRAL	Thanks for the stream :D	{1=1.0, 4=0.7, 5=1.0, 6=0.7, 8=2.0, 11=1.6657405216855472, 12=2.0, 13=0.8899464669861409, 15=2.0, 16=3.0, 18=2.794879487948795, 19=5.0, 20=0.675967596759676, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 352=0.6869172638009785, 368=0.7267356277850817}	
POSITIVE	NEGATIVE	Billy is like "awwww yissss human!"	{1=1.0, 4=0.7, 5=1.0, 6=0.7, 8=2.0, 9=1.0, 11=2.065714112798957, 12=3.0, 13=0.8500525426806121, 15=1.0, 16=4.0, 17=1.0, 18=2.993699369936994, 19=6.0, 20=0.5543554355435544, 21=0.44354435443544354, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 753=1.0}	
POSITIVE	NEUTRAL	plus the high allagan weapons make the coolest unsheathe sound <3	{8=4.0, 9=1.0, 11=3.180521245399077, 12=5.0, 13=0.7139092304560485, 15=2.0, 16=7.0, 18=4.7461746174617465, 19=9.0, 20=0.6381638163816382, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 36=1.0, 39=1.0, 40=1.0, 41=1.0, 43=1.0, 46=1.0, 47=1.0, 48=1.0, 50=1.0, 53=0.8, 54=1.0, 55=0.8}	
POSITIVE	NEUTRAL	lol jk	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 8=1.0, 9=2.0, 10=1.0, 11=2.08283037242032, 12=4.0, 13=0.6134344206825597, 14=0.4405497449891889, 15=1.0, 16=4.0, 18=2.613661366136614, 19=5.0, 20=0.592959295929593, 24=1.0, 26=1.0, 28=0.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.6, 54=1.0, 55=0.6, 79=0.46734181972334543, 94=0.5044308623483135, 338=0.7260448530553804}	
POSITIVE	NEUTRAL	speeeeeeeeeeeeeeeeed	{8=1.0, 11=0.7496547588263451, 12=1.0, 13=0.7496547588263451, 16=1.0, 18=0.49744974497449745, 19=1.0, 1240=1.0}	
