ACTUAL-CLASS	PREDICTED-CLASS	TEXT	FEATURE-VECTOR
POSITIVE	NEGATIVE	LAG LUL	{1=1.0, 3=1.0, 4=1.2000000000000002, 5=2.0, 6=0.8, 7=0.4, 8=2.0, 10=1.0, 11=1.8914759816678313, 12=3.0, 13=0.9270894656051761, 14=0.3630726739547858, 15=2.0, 16=2.0, 18=2.185818581858186, 19=4.0, 20=0.6082608260826083, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=1.0, 31=1.0, 32=1.0, 33=2.0, 34=1.0, 35=0.0, 50=1.0, 53=0.8, 54=1.0, 55=0.8, 67=0.46140789726925885, 68=0.5205484333704784, 451=0.718423329836317}	
POSITIVE	NEGATIVE	EleGiggle EleGiggle EleGiggle	{43=3.0, 46=2.625, 47=3.0, 48=0.875, 305=1.0}	
POSITIVE	NEUTRAL	FOCUS!	{8=1.0, 11=0.7180026078775509, 12=1.0, 13=0.7180026078775509, 16=1.0, 18=0.5232523252325233, 19=1.0}	
POSITIVE	NEUTRAL	༼ つ ◕_◕ ༽つ NV TAKE MY ENERGY ༼ つ ◕_◕ ༽つ .	{3=1.0, 4=0.4, 5=1.0, 7=0.4, 8=1.0, 9=1.0, 10=1.0, 11=1.5116006536199433, 12=3.0, 13=0.7757940546994064, 14=0.24619134338704976, 16=4.0, 18=1.9357935793579362, 19=4.0, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 31=1.0, 33=1.0, 35=0.0, 52=1.0, 53=0.2, 54=1.0, 56=0.2}	
POSITIVE	NEUTRAL	dszklarz, yeah I was like, hrm ok, thank you for your thank you LUL	{1=5.0, 4=3.5, 5=5.0, 6=0.8, 8=5.0, 9=3.0, 11=5.7125997898292775, 12=8.0, 13=0.9270894656051761, 15=7.0, 16=7.0, 17=1.0, 18=8.274527452745277, 19=15.0, 20=0.697869786978698, 21=0.4304430443044304, 22=4.0, 25=4.0, 26=4.0, 27=1.0, 29=5.0, 30=1.0, 32=5.5, 33=6.0, 34=1.0, 50=5.0, 53=3.5, 54=5.0, 55=0.8, 67=0.2623813570751639, 68=0.29601184804037467, 119=0.31766779562785424, 364=0.766141986818996, 407=0.39452076869678054}	
POSITIVE	NEGATIVE	Apologies for my ignorance, but is Epsilon no more?	{3=2.0, 4=0.7, 5=2.0, 7=0.3, 9=3.0, 10=2.0, 11=2.0723273381492873, 12=5.0, 14=0.217284616273376, 16=6.0, 17=2.0, 18=3.8139813981398145, 19=8.0, 21=0.4173417341734174, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0}	
POSITIVE	NEUTRAL	Thanks pleb minkDuck	{1=1.0, 4=0.7, 5=1.0, 6=0.7, 8=1.0, 9=1.0, 11=1.4043695703604264, 12=2.0, 13=0.8899464669861409, 15=1.0, 17=1.0, 18=1.01990199019902, 19=2.0, 20=0.675967596759676, 21=0.34393439343934396, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 83=1.0}	
POSITIVE	NEUTRAL	ok:((((	{9=1.0, 11=0.5144231033742855, 12=1.0, 16=1.0, 18=0.527952795279528, 19=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.6, 54=1.0, 55=0.6, 407=1.0}	
POSITIVE	NEGATIVE	HARAMBE TrIHard	{45=1.0, 47=1.0, 49=0.0, 288=0.6789633725236234, 769=0.7341721451889518}	
POSITIVE	NEUTRAL	all the shinnies!	{8=1.0, 11=0.6340003411147852, 12=1.0, 13=0.6340003411147852, 16=2.0, 18=1.009100910091009, 19=2.0}	
