ACTUAL-CLASS	PREDICTED-CLASS	TEXT	FEATURE-VECTOR
POSITIVE	NEUTRAL	dig look so good in this tournament	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=4.0, 9=2.0, 11=3.8238802356993133, 12=6.0, 13=0.911970378032208, 15=3.0, 16=4.0, 18=3.6704670467046703, 19=7.0, 20=0.607960796079608, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=2.0, 30=2.0, 32=3.0, 33=4.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 321=0.4544891531613587, 1081=0.6298569717240062, 1627=0.6298569717240062}	
POSITIVE	NEUTRAL	hahahahaha du bist ein Typ	{1=1.0, 4=0.7, 5=1.0, 6=0.7, 8=2.0, 11=1.7000885798071053, 12=2.0, 13=0.895437314656382, 15=4.0, 16=1.0, 18=2.9389938993899394, 19=5.0, 20=0.697869786978698, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 309=0.3767011596098831, 584=0.4732084798967793, 835=0.4732084798967793, 836=0.4316450393667323, 876=0.4732084798967793}	
POSITIVE	NEGATIVE	Ive never been so happy for it to be raining today Kreygasm	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=4.0, 9=3.0, 10=2.0, 11=5.148351920421222, 12=9.0, 13=0.9917252155350276, 14=0.29866249993122684, 15=1.0, 16=10.0, 17=1.0, 18=5.8069806980698075, 19=12.0, 20=0.6195619561956196, 21=0.37533753375337536, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 43=1.0, 46=1.0, 47=1.0, 48=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 355=0.5881824134544267, 425=0.5550521570139616, 1061=0.5881824134544267}	
POSITIVE	NEUTRAL	ohhh what that makes my nerd heart happy	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=2.0, 9=2.0, 11=2.8280396353372916, 12=4.0, 13=0.9917252155350276, 15=2.0, 16=6.0, 18=4.120512051205121, 19=8.0, 20=0.6195619561956196, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=2.0, 30=1.0, 32=2.5, 33=3.0, 34=1.0, 50=1.0, 52=1.0, 53=0.8999999999999999, 54=2.0, 55=0.7, 56=0.2, 355=0.5193452211815844, 442=0.36932074101973594, 579=0.5193452211815844, 1500=0.569353381235534}	
POSITIVE	NEGATIVE	"im rotating" lmfao	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 10=2.0, 11=0.740813283669955, 12=2.0, 14=0.3002635386807661, 15=2.0, 16=4.0, 18=3.0953095309530956, 19=6.0, 20=0.592959295929593, 67=0.417566461515843, 455=0.40201641627729606, 480=0.6139519191176861, 481=0.5358022884165465}	
POSITIVE	NEUTRAL	wait, you uploaded the caster decks? HYYYYYYPE	{8=1.0, 9=2.0, 11=1.5377784624526154, 12=3.0, 13=0.5708665966097592, 15=4.0, 16=2.0, 18=3.314331433143315, 19=6.0, 20=0.5856585658565857, 24=1.0, 26=1.0, 28=0.0, 265=0.4852180785263926, 288=0.4685743018631763, 1024=0.5066756386292902, 1610=0.5369183710064253}	
POSITIVE	NEUTRAL	wow	{1=1.0, 4=0.9, 5=1.0, 6=0.9, 8=1.0, 11=0.612499105949152, 12=1.0, 13=0.612499105949152, 16=1.0, 18=0.540954095409541, 19=1.0, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.8, 54=1.0, 55=0.8, 191=1.0}	
POSITIVE	NEGATIVE	@ceejaaydagoat_ on god😂😂	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 8=2.0, 11=1.1989359419444643, 12=2.0, 13=0.6382367666719851, 15=1.0, 16=2.0, 18=1.602760276027603, 19=3.0, 20=0.5843584358435844, 38=1.0, 40=1.0, 42=0.0, 45=1.0, 47=1.0, 49=0.0, 870=1.0}	
POSITIVE	NEUTRAL	@samdadude you can do it, you just have to believe and never give up	{8=6.0, 9=2.0, 10=1.0, 11=5.539302475282934, 12=9.0, 13=0.8899739762430059, 14=0.29866249993122684, 15=2.0, 16=10.0, 17=1.0, 18=6.5340534053405355, 19=13.0, 20=0.5675567556755676, 21=0.4464446444644464, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0}	
POSITIVE	NEUTRAL	NO we love you MOOOON :"(	{1=1.0, 3=1.0, 4=1.2000000000000002, 5=2.0, 6=0.8, 7=0.4, 8=2.0, 10=1.0, 11=2.028406058638732, 12=3.0, 13=0.9270894656051761, 14=0.3117734117530549, 15=3.0, 16=1.0, 17=1.0, 18=2.718871887188719, 19=5.0, 20=0.6082608260826083, 21=0.4173417341734174, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 31=1.0, 32=1.0, 33=2.0, 34=1.0, 35=0.0, 50=1.0, 53=0.8, 54=1.0, 55=0.8, 103=1.0}	
POSITIVE	NEGATIVE	this BM LUL	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=2.0, 9=1.0, 10=1.0, 11=2.353636998850113, 12=4.0, 13=0.9270894656051761, 14=0.31081058776278225, 15=2.0, 16=4.0, 18=3.1572157215721575, 19=6.0, 20=0.6082608260826083, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.8, 54=1.0, 55=0.8, 103=0.6613080191747256, 204=0.7501144604493376}	
POSITIVE	NEUTRAL	so cheesy but it makes me giggle	{8=1.0, 9=5.0, 11=3.4785565342737836, 12=6.0, 13=0.9202011476861965, 15=2.0, 16=4.0, 17=1.0, 18=3.6554655465546553, 19=7.0, 20=0.6717671767176718, 21=0.44904490449044904, 24=1.0, 26=1.0, 28=0.0, 30=1.0, 32=0.5, 33=1.0, 579=1.0}	
POSITIVE	NEGATIVE	swat inc LUL	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=2.0, 9=1.0, 10=1.0, 11=2.471959814477572, 12=4.0, 13=0.9270894656051761, 14=0.4291334033902409, 15=2.0, 16=2.0, 17=1.0, 18=2.6355635563556357, 19=5.0, 20=0.6082608260826083, 21=0.42384238423842385, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.8, 54=1.0, 55=0.8, 103=0.6613080191747256, 204=0.7501144604493376}	
