ACTUAL-CLASS	PREDICTED-CLASS	TEXT	FEATURE-VECTOR
POSITIVE	NEGATIVE	@scudpunk its not cold, its actually beautiful, i've been to poland so many times.	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=3.0, 9=4.0, 10=2.0, 11=4.899305116171592, 12=9.0, 13=0.8734299091644339, 14=0.3002635386807661, 15=2.0, 16=10.0, 17=2.0, 18=6.821682168216821, 19=14.0, 20=0.604860486048605, 21=0.39833983398339834, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=1.0, 30=2.0, 31=1.0, 32=2.0, 33=4.0, 34=1.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 593=0.3702508570880351, 742=0.39235059255905685, 1194=0.43013033988264887, 1195=0.43013033988264887, 1197=0.43013033988264887, 1220=0.39235059255905685}	
POSITIVE	NEGATIVE	HARAMBE TrIHard	{45=1.0, 47=1.0, 49=0.0, 164=0.6523823291241169, 673=0.75789002938856}	
POSITIVE	NEGATIVE	slap the cap HeyGuys	{9=1.0, 10=1.0, 11=0.7468598183288677, 12=2.0, 14=0.2324202094004633, 16=3.0, 18=1.5461546154615462, 19=3.0, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0, 43=1.0, 46=1.0, 47=1.0, 48=1.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 1285=1.0}	
POSITIVE	NEGATIVE	300 damage Kreygasm	{3=1.0, 4=0.2, 5=1.0, 7=0.2, 10=2.0, 11=0.6419230070918864, 12=2.0, 14=0.23655209978157654, 16=1.0, 17=1.0, 18=0.9385938593859386, 19=2.0, 21=0.43444344434443444, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0, 43=1.0, 46=1.0, 47=1.0, 48=1.0, 216=1.0}	
POSITIVE	NEUTRAL	yes I am :D	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 8=1.0, 9=2.0, 11=1.633241085625313, 12=3.0, 13=0.6013138421078693, 15=2.0, 16=2.0, 18=2.1428142814281426, 19=4.0, 20=0.628062806280628, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 436=1.0}	
POSITIVE	NEUTRAL	khezzu stepping up his dark seer game	{8=2.0, 9=2.0, 11=2.363111186914397, 12=4.0, 13=0.7606694652750652, 16=5.0, 18=2.500950095009501, 19=5.0, 24=1.0, 26=1.0, 28=0.0, 31=2.0, 33=2.0, 35=0.0, 52=1.0, 53=0.4, 54=1.0, 56=0.4, 163=0.40676462447244255, 860=0.6749254351455322, 1637=0.6156445380829807}	
POSITIVE	NEUTRAL	!sr Crazy Realistic Knocking Sound	{3=1.0, 4=0.3, 5=1.0, 7=0.3, 8=2.0, 9=3.0, 11=2.91331833161859, 12=5.0, 13=0.7139092304560485, 16=5.0, 18=2.52975297529753, 19=5.0, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=2.0, 31=1.0, 32=2.0, 33=3.0, 34=1.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 317=0.7071067811865475, 1120=0.7071067811865475}	
POSITIVE	NEUTRAL	O-oooooooooo AAAAE-A-A-I-A-U- JO-oooooooooooo AAE-O-A-A-U-U-A- E-eee-ee-eee AAAAE-A-E-I-E-A- JO-ooo-oo-oo-oo EEEEO-A-AAA-AAAA ichiHype O-oooooooooo AAAAE-A-A-I-A-U- JO-oooooooooooo AAE-O-A-A-U-U-A- E-eee-ee-eee AAAAE-A-E-I-E-A- JO-ooo-oo-oo-oo EEEEO-A-AAA-AAAA ichiHype	{8=6.0, 9=44.0, 11=26.670400589798458, 12=50.0, 13=0.6106394801850823, 15=12.0, 16=62.0, 17=2.0, 18=38.816081608160836, 19=76.0, 20=0.5741574157415742, 21=0.42914291429142915, 30=8.0, 32=4.0, 33=8.0, 245=0.49402986259430903, 788=0.614790409353077, 1711=0.614790409353077}	
POSITIVE	NEUTRAL	all the shinnies!	{8=1.0, 11=0.6340003411147852, 12=1.0, 13=0.6340003411147852, 16=2.0, 18=1.009100910091009, 19=2.0}	
POSITIVE	NEGATIVE	dun dunnn dunnnnnnnnn	{17=3.0, 18=1.3195319531953196, 19=3.0, 21=0.43984398439843986, 124=1.0}	
POSITIVE	NEGATIVE	ooooh my	{9=1.0, 11=0.5144231033742855, 12=1.0, 15=1.0, 16=1.0, 18=1.0422042204220423, 19=2.0, 20=0.5788578857885789}	
POSITIVE	NEGATIVE	Skip somh lol	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 9=3.0, 10=1.0, 11=1.9507694339145125, 12=4.0, 14=0.4405497449891889, 15=1.0, 16=3.0, 18=2.047404740474047, 19=4.0, 20=0.592959295929593, 24=1.0, 26=1.0, 28=0.0, 319=0.44731208584333815, 320=0.4787590575699041, 1653=0.755447988052956}	
POSITIVE	NEGATIVE	DARUDE SANDSTORM	{10=1.0, 11=0.40298860566580663, 12=1.0, 14=0.40298860566580663, 1025=0.7071067811865476, 1026=0.7071067811865476}	
POSITIVE	NEGATIVE	MEGALUL	{1203=1.0}	
POSITIVE	NEGATIVE	doind loadsa damage FeelsGoodMan	{3=1.0, 4=0.2, 5=1.0, 7=0.2, 10=1.0, 11=0.23655209978157654, 12=1.0, 14=0.23655209978157654, 16=1.0, 17=1.0, 18=0.8916891689168918, 19=2.0, 21=0.43444344434443444, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0, 365=1.0}	
POSITIVE	NEGATIVE	wrecked :D	{10=1.0, 11=0.3002635386807661, 12=1.0, 14=0.3002635386807661, 15=1.0, 17=1.0, 18=1.0098009800980097, 19=2.0, 20=0.628062806280628, 21=0.38173817381738173}	
POSITIVE	NEUTRAL	hahaah Kappa	{8=1.0, 11=0.6038281881853245, 12=1.0, 13=0.6038281881853245, 15=1.0, 16=1.0, 18=1.129012901290129, 19=2.0, 20=0.605960596059606, 43=1.0, 46=0.625, 47=1.0, 48=0.625, 193=1.0, 1762=1.0}	
POSITIVE	NEGATIVE	does his character have a fucking baseball bat?! LMAO	{1=1.0, 3=1.0, 4=0.7, 5=2.0, 6=0.6, 7=0.1, 8=3.0, 9=3.0, 10=2.0, 11=4.220112567879092, 12=8.0, 13=0.6712258675044153, 14=0.3002635386807661, 15=1.0, 16=9.0, 17=1.0, 18=5.495649564956496, 19=11.0, 20=0.592959295929593, 21=0.41714171417141716, 24=1.0, 26=1.0, 28=0.0, 64=0.4136221195977845, 319=0.3250664631686431, 427=0.4136221195977845, 507=0.5007723461381693, 994=0.5489921094379907}	
POSITIVE	NEGATIVE	gg Kappa	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=3.0, 11=2.2764680314925974, 12=3.0, 13=0.911970378032208, 15=1.0, 16=2.0, 18=1.60996099609961, 19=3.0, 20=0.5824582458245825, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 31=1.0, 32=1.0, 33=2.0, 34=1.0, 35=0.0, 43=1.0, 46=0.625, 47=1.0, 48=0.625, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 163=0.7218773570364094, 193=0.6920210122518883, 1762=1.0}	
POSITIVE	NEUTRAL	FOCUS!	{8=1.0, 11=0.7180026078775509, 12=1.0, 13=0.7180026078775509, 16=1.0, 18=0.5232523252325233, 19=1.0, 455=1.0}	
NEUTRAL	NEGATIVE	@singlewr3ck lmao yeah sure that's why I've had my psn since before destiny and "Sir" is a common title like "mister" is "miss" OpieOP cmonBruh	{1=3.0, 3=1.0, 4=2.1999999999999997, 5=4.0, 6=0.7, 7=0.3, 8=7.0, 9=6.0, 10=3.0, 11=9.006789284594268, 12=16.0, 13=0.8500525426806121, 14=0.3002635386807661, 15=6.0, 16=18.0, 17=2.0, 18=12.999999999999998, 19=26.0, 20=0.6170617061706172, 21=0.3351335133513352, 22=2.0, 24=1.0, 25=2.0, 26=3.0, 27=1.0, 28=0.0, 29=2.0, 30=2.0, 31=1.0, 32=3.0, 33=5.0, 34=1.0, 35=0.0, 45=1.0, 47=1.0, 49=0.0, 50=2.0, 52=1.0, 53=1.5999999999999999, 54=3.0, 55=0.7, 56=0.3, 116=0.2501442667211888, 299=0.3559729779214122, 319=0.23107281743667968, 427=0.2940224211317871, 813=0.3359222661445186, 1041=0.3902498961036455, 1220=0.3559729779214122, 1284=0.3559729779214122, 1582=0.3902498961036455}	
NEUTRAL	POSITIVE	its like you grew up in america listening to hip hop	{1=1.0, 4=0.7, 5=1.0, 6=0.7, 8=3.0, 9=4.0, 11=4.177363182710982, 12=7.0, 13=0.8500525426806121, 15=2.0, 16=9.0, 18=5.651165116511652, 19=11.0, 20=0.6024602460246025, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 646=1.0}	
