ACTUAL-CLASS	PREDICTED-CLASS	TEXT	FEATURE-VECTOR
POSITIVE	NEUTRAL	Thanks for asking been here all day	{1=1.0, 4=0.7, 5=1.0, 6=0.7, 8=3.0, 9=2.0, 11=3.254312076013579, 12=5.0, 13=0.8899464669861409, 15=1.0, 16=6.0, 18=3.720472047204721, 19=7.0, 20=0.675967596759676, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 87=0.7239726721745852, 313=0.6898286525974336}	
POSITIVE	NEUTRAL	Cool!	{1=1.0, 4=0.6, 5=1.0, 6=0.6, 8=1.0, 11=0.7647683445479404, 12=1.0, 13=0.7647683445479404, 15=1.0, 18=0.6006600660066007, 19=1.0, 20=0.6006600660066007, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 120=1.0}	
POSITIVE	NEUTRAL	this BM LUL	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=2.0, 9=1.0, 10=1.0, 11=2.353636998850113, 12=4.0, 13=0.9270894656051761, 14=0.31081058776278225, 15=2.0, 16=4.0, 18=3.1572157215721575, 19=6.0, 20=0.6082608260826083, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.8, 54=1.0, 55=0.8, 90=0.6528990876143189, 91=0.7574449032057644}	
POSITIVE	NEUTRAL	OLD FORSEN IS BACK FeelsGoodMan OLD FORSEN IS BACK FeelsGoodMan OLD FORSEN IS BACK FeelsGoodMan OLD FORSEN IS BACK FeelsGoodMan OLD FORSEN IS BACK FeelsGoodMan	{9=5.0, 10=5.0, 11=3.7342990916443393, 12=10.0, 14=0.2654643287466233, 16=15.0, 18=7.273727372737273, 19=15.0, 29=5.0, 32=5.0, 33=5.0, 34=1.0, 931=1.0}	
POSITIVE	NEGATIVE	I miss you!	{3=1.0, 4=0.3, 5=1.0, 7=0.3, 9=1.0, 10=1.0, 11=0.9050270415994983, 12=2.0, 14=0.39060393822521283, 15=1.0, 16=1.0, 17=1.0, 18=1.360836083608361, 19=3.0, 20=0.5675567556755676, 21=0.3351335133513352, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 1436=1.0}	
POSITIVE	NEGATIVE	doind loadsa damage FeelsGoodMan	{3=1.0, 4=0.2, 5=1.0, 7=0.2, 10=1.0, 11=0.23655209978157654, 12=1.0, 14=0.23655209978157654, 16=1.0, 17=1.0, 18=0.8916891689168918, 19=2.0, 21=0.43444344434443444, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0, 931=0.7071067811865476, 1226=0.7071067811865476}	
POSITIVE	NEUTRAL	NA FIGHT	{3=1.0, 4=0.4, 5=1.0, 7=0.4, 8=1.0, 10=2.0, 11=1.247852902501692, 12=3.0, 13=0.6340003411147852, 14=0.3002635386807661, 16=2.0, 17=1.0, 18=1.4306430643064307, 19=3.0, 21=0.42464246424642466, 31=1.0, 33=1.0, 35=0.0, 52=1.0, 53=0.2, 54=1.0, 56=0.2, 777=0.7823711776632098, 878=0.6228124439683924}	
POSITIVE	NEGATIVE	now THAT is a good casting call, dendi invoker has sucked	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=3.0, 9=2.0, 11=3.191095803737958, 12=5.0, 13=0.911970378032208, 15=1.0, 16=6.0, 17=2.0, 18=4.455845584558456, 19=9.0, 20=0.5824582458245825, 21=0.39543954395439546, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 52=1.0, 53=1.0, 54=2.0, 55=0.7, 56=0.3, 106=0.4173861328210929, 304=0.5399880888894045, 767=0.4925591780119322, 904=0.5399880888894045}	
POSITIVE	NEUTRAL	swat inc LUL	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=2.0, 9=1.0, 10=1.0, 11=2.471959814477572, 12=4.0, 13=0.9270894656051761, 14=0.4291334033902409, 15=2.0, 16=2.0, 17=1.0, 18=2.6355635563556357, 19=5.0, 20=0.6082608260826083, 21=0.42384238423842385, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.8, 54=1.0, 55=0.8, 90=0.40427533564379037, 91=0.46901013998058616, 1643=0.7852330492188236}	
POSITIVE	NEGATIVE	When i was testing AB against Voll's, i used vaal ice nova on him first time, and he died :p rip dream	{1=1.0, 3=1.0, 4=0.8, 5=2.0, 6=0.6, 7=0.2, 8=7.0, 9=6.0, 10=1.0, 11=8.014871504261185, 12=14.0, 13=0.8486605742832464, 14=0.27780498137623316, 16=19.0, 17=2.0, 18=10.002800280028005, 19=21.0, 21=0.26392639263926393, 24=2.0, 26=2.0, 28=0.0, 29=1.0, 31=1.0, 32=1.0, 33=2.0, 34=1.0, 35=0.0, 36=1.0, 39=1.0, 40=1.0, 41=1.0, 43=1.0, 46=1.0, 47=1.0, 48=1.0, 52=2.0, 53=0.6, 54=2.0, 56=0.3, 118=0.6288264430320427, 233=0.7775456928976388}	
POSITIVE	NEGATIVE	4head	{45=1.0, 46=0.25, 47=1.0, 49=0.25}	
POSITIVE	NEUTRAL	NaVi FOUND Tier 1 PogChamp Kappa	{8=1.0, 9=3.0, 11=2.14017066742959, 12=4.0, 13=0.6038281881853245, 16=4.0, 18=1.9695969596959695, 19=4.0, 43=2.0, 46=1.5, 47=2.0, 48=0.875, 135=0.4559790390877812, 172=0.3975220394020564, 222=0.43716008854612465, 894=0.6655451908657729, 1774=1.0}	
