ACTUAL-CLASS	PREDICTED-CLASS	TEXT	FEATURE-VECTOR
POSITIVE	NEUTRAL	dat warmup APM though... cohhOMy	{9=1.0, 11=0.5144231033742855, 12=1.0, 16=2.0, 18=0.9651965196519653, 19=2.0, 30=1.0, 32=0.5, 33=1.0}	
POSITIVE	NEUTRAL	ZULUL	{1040=1.0}	
POSITIVE	NEGATIVE	Apologies for my ignorance, but is Epsilon no more?	{3=2.0, 4=0.7, 5=2.0, 7=0.3, 9=3.0, 10=2.0, 11=2.0723273381492873, 12=5.0, 14=0.217284616273376, 16=6.0, 17=2.0, 18=3.8139813981398145, 19=8.0, 21=0.4173417341734174, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0}	
POSITIVE	NEUTRAL	O-oooooooooo AAAAE-A-A-I-A-U- JO-oooooooooooo AAE-O-A-A-U-U-A- E-eee-ee-eee AAAAE-A-E-I-E-A- JO-ooo-oo-oo-oo EEEEO-A-AAA-AAAA ichiHype O-oooooooooo AAAAE-A-A-I-A-U- JO-oooooooooooo AAE-O-A-A-U-U-A- E-eee-ee-eee AAAAE-A-E-I-E-A- JO-ooo-oo-oo-oo EEEEO-A-AAA-AAAA ichiHype	{8=6.0, 9=44.0, 11=26.670400589798458, 12=50.0, 13=0.6106394801850823, 15=12.0, 16=62.0, 17=2.0, 18=38.816081608160836, 19=76.0, 20=0.5741574157415742, 21=0.42914291429142915, 30=8.0, 32=4.0, 33=8.0, 156=0.5217344541928842, 444=0.6032384102939953, 1578=0.6032384102939953}	
POSITIVE	NEUTRAL	AHA CUDDLE	{8=1.0, 11=0.8720599481725602, 12=1.0, 13=0.8720599481725602, 15=1.0, 17=1.0, 18=1.0044004400440043, 19=2.0, 20=0.5973597359735974, 21=0.40704070407040704, 30=1.0, 32=0.5, 33=1.0}	
POSITIVE	NEUTRAL	ohhh what that makes my nerd heart happy	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=2.0, 9=2.0, 11=2.8280396353372916, 12=4.0, 13=0.9917252155350276, 15=2.0, 16=6.0, 18=4.120512051205121, 19=8.0, 20=0.6195619561956196, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=2.0, 30=1.0, 32=2.5, 33=3.0, 34=1.0, 50=1.0, 52=1.0, 53=0.8999999999999999, 54=2.0, 55=0.7, 56=0.2, 113=0.505238526991909, 156=0.3807345238683084, 1231=0.505238526991909, 1249=0.586949132396381}	
POSITIVE	NEUTRAL	Woooop	{9=1.0, 11=0.5144231033742855, 12=1.0}	
POSITIVE	NEUTRAL	MEGALUL	{1041=1.0}	
POSITIVE	NEUTRAL	But my first let's play will be half life 2. I just love that game	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=9.0, 9=5.0, 11=9.199249547472727, 12=14.0, 13=0.9270894656051761, 15=1.0, 16=14.0, 17=1.0, 18=8.007700770077008, 19=16.0, 20=0.6082608260826083, 21=0.44904490449044904, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=3.0, 31=1.0, 32=3.0, 33=4.0, 34=1.0, 35=0.0, 50=2.0, 53=1.4, 54=2.0, 55=0.8, 64=0.32273271829621464, 94=0.3582464495558564, 108=0.5656045413589469, 130=0.43165773109277744, 694=0.5111420349606655}	
POSITIVE	NEUTRAL	i knew about trissle from when you hosted him a few weeks ago, but i only learned about stubby when this marathon started :P	{8=5.0, 9=6.0, 10=1.0, 11=6.5076778335910035, 12=12.0, 13=0.6646621588164418, 14=0.4456499612119479, 15=2.0, 16=20.0, 17=1.0, 18=11.418341834183417, 19=23.0, 20=0.5675567556755676, 21=0.44904490449044904, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 36=1.0, 39=1.0, 40=1.0, 41=1.0, 43=1.0, 46=1.0, 47=1.0, 48=1.0, 482=1.0}	
POSITIVE	NEUTRAL	great choice of music	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=3.0, 11=2.441551081939073, 12=3.0, 13=0.8816936899266604, 15=2.0, 16=2.0, 18=2.2312231223122314, 19=4.0, 20=0.6176617661766177, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.8, 54=1.0, 55=0.8, 1035=1.0}	
POSITIVE	NEGATIVE	Conrad is jealous ;)	{3=1.0, 4=0.3, 5=1.0, 7=0.3, 9=1.0, 10=1.0, 11=0.6684364288583109, 12=2.0, 14=0.15401332548402538, 15=1.0, 16=1.0, 17=2.0, 18=1.9243924392439244, 19=4.0, 20=0.5706570657065707, 21=0.4250425042504251, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0, 37=1.0, 39=0.5, 40=1.0, 44=1.0, 46=0.5, 47=1.0, 52=1.0, 53=0.2, 54=1.0, 56=0.2}	
POSITIVE	NEGATIVE	slap the cap HeyGuys	{9=1.0, 10=1.0, 11=0.7468598183288677, 12=2.0, 14=0.2324202094004633, 16=3.0, 18=1.5461546154615462, 19=3.0, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0, 43=1.0, 46=1.0, 47=1.0, 48=1.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 827=1.0}	
POSITIVE	NEUTRAL	Billy is like "awwww yissss human!"	{1=1.0, 4=0.7, 5=1.0, 6=0.7, 8=2.0, 9=1.0, 11=2.065714112798957, 12=3.0, 13=0.8500525426806121, 15=1.0, 16=4.0, 17=1.0, 18=2.993699369936994, 19=6.0, 20=0.5543554355435544, 21=0.44354435443544354, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 349=0.7071067811865476, 1575=0.7071067811865476}	
POSITIVE	NEGATIVE	COOKIES!!!!!!11	{9=1.0, 11=0.5144231033742855, 12=1.0, 16=2.0, 18=1.0271027102710273, 19=2.0}	
POSITIVE	NEUTRAL	uh no bly is so good	{1=1.0, 3=1.0, 4=1.2000000000000002, 5=2.0, 6=0.8, 7=0.4, 8=1.0, 9=1.0, 10=1.0, 11=1.7381668931595486, 12=3.0, 13=0.911970378032208, 14=0.3117734117530549, 15=1.0, 16=3.0, 17=1.0, 18=2.4400440044004403, 19=5.0, 20=0.5824582458245825, 21=0.4173417341734174, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 30=1.0, 32=1.5, 33=2.0, 34=1.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7}	
POSITIVE	NEGATIVE	D:	{17=1.0, 18=0.4389438943894389, 19=1.0, 21=0.4389438943894389, 519=1.0}	
POSITIVE	NEUTRAL	PANTH MID IS PRETTY GOOD	{1=2.0, 4=1.4, 5=2.0, 6=0.8, 8=2.0, 9=1.0, 11=2.341136792530687, 12=3.0, 13=0.911970378032208, 15=2.0, 16=2.0, 18=2.0972097209720975, 19=4.0, 20=0.5824582458245825, 22=2.0, 25=2.0, 26=2.0, 27=1.0, 29=2.0, 32=2.0, 33=2.0, 34=1.0, 50=2.0, 53=1.5, 54=2.0, 55=0.8, 327=1.0}	
POSITIVE	NEUTRAL	Yes i had lots of fun playing 1.01	{1=2.0, 4=1.5, 5=2.0, 6=0.9, 8=3.0, 9=3.0, 11=3.72389509069802, 12=6.0, 13=0.9779980963594249, 15=3.0, 16=6.0, 18=4.705270527052706, 19=9.0, 20=0.5820582058205821, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=2.0, 32=2.0, 33=2.0, 34=1.0, 50=2.0, 53=1.4, 54=2.0, 55=0.7, 65=0.40549565611041444, 182=0.5255509728658514, 688=0.486231731670685, 1016=0.5682852724748976}	
POSITIVE	NEGATIVE	now THAT is a good casting call, dendi invoker has sucked	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=3.0, 9=2.0, 11=3.191095803737958, 12=5.0, 13=0.911970378032208, 15=1.0, 16=6.0, 17=2.0, 18=4.455845584558456, 19=9.0, 20=0.5824582458245825, 21=0.39543954395439546, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 52=1.0, 53=1.0, 54=2.0, 55=0.7, 56=0.3, 662=0.49052445585117954, 682=0.6161922420040292, 917=0.6161922420040292}	
POSITIVE	NEGATIVE	BLAST	{10=1.0, 11=0.4387286321847302, 12=1.0, 14=0.4387286321847302, 15=1.0, 18=0.5854585458545855, 19=1.0, 20=0.5854585458545855, 31=1.0, 33=1.0, 35=0.0}	
POSITIVE	NEGATIVE	@krepo I love the way ur team aka Kayle is reducing world hunger for deficio's bday by feeding. Its a nice gesture of him Kappa	{1=2.0, 3=1.0, 4=1.9000000000000001, 5=3.0, 6=0.8, 7=0.3, 8=9.0, 9=8.0, 10=1.0, 11=10.565991956293296, 12=18.0, 13=0.9270894656051761, 14=0.2668012786302591, 15=6.0, 16=19.0, 18=13.163016301630167, 19=25.0, 20=0.6193619361936193, 22=2.0, 25=2.0, 26=2.0, 27=1.0, 29=2.0, 31=1.0, 32=2.0, 33=3.0, 34=1.0, 35=0.0, 43=1.0, 46=0.625, 47=1.0, 48=0.625, 50=2.0, 52=1.0, 53=1.8, 54=3.0, 55=0.8, 56=0.3, 64=0.33289223790651207, 161=0.4257008978728157, 329=0.35620778628485394, 465=0.527232617766292, 547=0.5505481661446341, 1716=1.0}	
POSITIVE	NEGATIVE	3/3 enemy thresh :(	{3=1.0, 4=0.3, 5=1.0, 7=0.3, 9=1.0, 10=1.0, 11=0.6518373432660092, 12=2.0, 14=0.13202242554619634, 16=1.0, 18=0.5384538453845384, 19=1.0, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0, 38=1.0, 40=1.0, 42=0.0, 45=1.0, 47=1.0, 49=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3, 1109=1.0}	
POSITIVE	NEGATIVE	Lülülülülü	{9=5.0, 11=2.5721155168714276, 12=5.0, 15=5.0, 16=5.0, 18=6.237623762376238, 19=10.0, 20=0.7245724572457246}	
POSITIVE	NEGATIVE	swat inc LUL	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=2.0, 9=1.0, 10=1.0, 11=2.471959814477572, 12=4.0, 13=0.9270894656051761, 14=0.4291334033902409, 15=2.0, 16=2.0, 17=1.0, 18=2.6355635563556357, 19=5.0, 20=0.6082608260826083, 21=0.42384238423842385, 22=1.0, 25=1.0, 26=1.0, 27=1.0, 29=1.0, 32=1.0, 33=1.0, 34=1.0, 50=1.0, 53=0.8, 54=1.0, 55=0.8, 64=0.6464961796704455, 65=0.7629172233417718}	
POSITIVE	NEGATIVE	was insane	{3=1.0, 4=0.3, 5=1.0, 7=0.3, 10=1.0, 11=0.17738519011647425, 12=1.0, 14=0.17738519011647425, 16=2.0, 18=0.9591959195919593, 19=2.0, 24=1.0, 26=1.0, 28=0.0, 31=1.0, 33=1.0, 35=0.0, 52=1.0, 53=0.3, 54=1.0, 56=0.3}	
POSITIVE	NEUTRAL	QTP is a great player who knows how to have fun and not salt like most players	{1=3.0, 4=2.4000000000000004, 5=3.0, 6=0.9, 8=6.0, 9=3.0, 10=1.0, 11=6.43430514368085, 12=10.0, 13=0.9779980963594249, 14=0.3002635386807661, 15=2.0, 16=13.0, 17=1.0, 18=8.151915191519153, 19=16.0, 20=0.6176617661766177, 21=0.42464246424642466, 22=3.0, 25=3.0, 26=3.0, 27=1.0, 29=3.0, 30=2.0, 32=4.0, 33=5.0, 34=1.0, 50=3.0, 53=2.2, 54=3.0, 55=0.8, 123=0.5571088298424998, 570=0.5571088298424998, 688=0.41031078605232707, 733=0.45924346731571797}	
POSITIVE	NEGATIVE	Man these character models are insanely good	{1=1.0, 4=0.8, 5=1.0, 6=0.8, 8=3.0, 9=2.0, 11=3.1596967379523213, 12=5.0, 13=0.911970378032208, 15=1.0, 16=6.0, 18=3.6302630263026305, 19=7.0, 20=0.5824582458245825, 22=1.0, 24=1.0, 25=1.0, 26=2.0, 27=1.0, 28=0.0, 29=1.0, 31=1.0, 32=1.0, 33=2.0, 34=1.0, 35=0.0, 50=1.0, 53=0.7, 54=1.0, 55=0.7, 1190=1.0}	
