recall	0,9635000000000004	0,964666666666667	0,9656333333333335	0,9665333333333335	0,9672999999999999	
recall StdDev	0,009080942909752865	0,008926687311226547	0,008859737552261325	0,008875242049464795	0,008589595146521446	
macro-avg. recall	0,9634999999999999	0,9646666666666667	0,9656333333333333	0,966533333333333	0,9672999999999996	
macro-avg. recall StdDev	0,00908094290975286	0,00892668731122654	0,008859737552261328	0,008875242049464802	0,008589595146521455	
macro-avg. Pos/Neg recall	0,9600499999999998	0,9615499999999996	0,9627499999999999	0,9638499999999999	0,9649	
macro-avg. Pos/Neg recall StdDev	0,011579653873859262	0,011408286019336552	0,011041130633072214	0,011345247748050567	0,01096320752297972	
precision	0,4024260180812081	0,421901515118428	0,4325527615896758	0,4421363993122594	0,4485225594063468	
precision StdDev	0,024540710989750154	0,02141588072441642	0,019097126273338726	0,021921329793206917	0,026355391952524544	
macro-avg. precision	0,4012909030554973	0,42119485471592405	0,4312600477647217	0,44142543520709715	0,44747620244337305	
macro-avg. precision StdDev	0,02321784116284499	0,02056276001323556	0,01866736681219194	0,021672623861172902	0,02610764480611207	
macro-avg. Pos/Neg precision	0,43655521006517517	0,29014459974420137	0,26156607950570604	0,2721909981935754	0,25336929412309206	
macro-avg. Pos/Neg precision StdDev	0,17571814336586222	0,18291962376602877	0,15206731266626627	0,14926963183616318	0,11967102351540994	
positiveRecall	0,9516000000000001	0,9540999999999997	0,9556999999999997	0,9573999999999994	0,9587999999999995	
positiveRecall StdDev	0,01900132903379404	0,01891474759989348	0,018491330209838678	0,018996012340712052	0,01810630784667	
positivePrecision	0,26191626664626216	0,26176276365220735	0,23335937063098572	0,24616543345132896	0,25219393125295836	
positivePrecision StdDev	0,24980160540170027	0,1787292542014335	0,040515550593505464	0,04348473415138207	0,04398558036753915	
neutralRecall	0,9703999999999998	0,9708999999999997	0,9713999999999997	0,9718999999999997	0,9720999999999996	
neutralRecall StdDev	0,017576384523823242	0,017296873075264747	0,017116357584769527	0,01703798489531347	0,01683520841641833	
neutralPrecision	0,33076228903614174	0,6832953646593691	0,7706479842827535	0,7798943092341404	0,8356900190839346	
neutralPrecision StdDev	0,3504715408429779	0,3482183993076261	0,28500918554956717	0,2720278710280011	0,19352447498233138	
negativeRecall	0,9684999999999993	0,9689999999999992	0,9697999999999993	0,9702999999999995	0,9709999999999995	
negativeRecall StdDev	0,015594287998553136	0,015537507567629423	0,014837844053689759	0,014733662412340268	0,01473674717065192	
negativePrecision	0,6111941534840881	0,3185264358361952	0,2897727883804262	0,2982165629358218	0,25454465699322587	
negativePrecision StdDev	0,39203950182114444	0,33144212361548936	0,29427292025103763	0,28032514262980757	0,22189024882880581	
f-Measure	0,56725911739266	0,5867093445573718	0,5972020392010006	0,6063767673866445	0,6123947163208926	
f-Measure StdDev	0,02430073503605111	0,020505828129312044	0,018000474205137822	0,020237602018443077	0,02427174201846943	
cpu-time (for complete test-set)	28,11962691000001	28,225648270000008	28,211377480000014	28,322733330000005	28,659089519999995	
cpu-time (for complete test-set) StdDev	1,5154798526970885	1,7780324911417833	1,6781968269274206	2,039718053023823	2,5317833756689265	
training-size	200,0	400,0	600,0	800,0	984,0	
training-size StdDev	0,0	0,0	0,0	0,0	0,0	
test-size	300,0	300,0	300,0	300,0	300,0	
test-size StdDev	0,0	0,0	0,0	0,0	0,0	
