recall	0,9549999999999993	0,9571999999999989	0,9627999999999992	0,9629999999999996	0,9681999999999995	0,9723999999999999	0,9751999999999998	0,9681999999999998	0,9755999999999999	0,9719999999999993	0,9721999999999993	0,9717999999999997	0,9730508474576273	
recall StdDev	0,029456353604558165	0,029952150392439484	0,022744962812309304	0,0280511797767703	0,024303634844744265	0,023055488621054127	0,02032463798179219	0,02544076105843384	0,022125445838114863	0,022741409744598456	0,020478123335734056	0,02129067705106933	0,020169210979822185	
macro-avg. recall	0,9575297556160186	0,9587523416590317	0,9647727746263629	0,9668647942468496	0,9708472525327969	0,9758750562185137	0,9772620709070856	0,9633174256045669	0,9760014556113287	0,973087022520243	0,9749928206175383	0,9746203011380188	0,9748290491482022	
macro-avg. recall StdDev	0,02857088164608578	0,031074543046822955	0,022888031796680912	0,025937809503820027	0,025042593864623146	0,021631075659627495	0,020110511906753142	0,07117353042727494	0,022687530752322445	0,024390551553021576	0,019056352883424554	0,020494188393011835	0,019903004578609756	
macro-avg. Pos/Neg recall	0,9615930746455124	0,9619415349517143	0,970766144910301	0,9752384801730777	0,9791138504168689	0,9844787468508441	0,9818097267014854	0,9735379065170789	0,978143036809252	0,9788023681899456	0,9814318069701194	0,9812844665654262	0,9786234030436147	
macro-avg. Pos/Neg recall StdDev	0,03571216375595797	0,0387528971529606	0,029369255990892133	0,030494545862098824	0,03101920873881487	0,02494282934596501	0,026083699866026797	0,10169984351929127	0,028563978880807726	0,029813744207025518	0,025567754319113463	0,026831856777670155	0,0255817527990961	
precision	0,5062923544773906	0,5574984253272972	0,5780913243280661	0,5909288707422413	0,6051266934957762	0,6143258591503207	0,6057131910488526	0,6193518029556455	0,6253396934999715	0,6144576693705543	0,6208552938196555	0,6200011354125367	0,6290367701371806	
precision StdDev	0,09270857162887335	0,07157144105765581	0,07575566588483482	0,07208178722098808	0,06300866681974454	0,075497934407224	0,07246950119906717	0,06668866037514509	0,0767225107876745	0,06381908493075543	0,06633810423408054	0,06663424608688934	0,06545992895932382	
macro-avg. precision	0,41445011831681816	0,4628540986627461	0,4848780104686536	0,5029202408766742	0,5235183638534829	0,5270343172031137	0,5244045080741236	0,5269088138722003	0,5402309074238184	0,5371275218923701	0,5446253486258208	0,5403884438036106	0,5508724520352429	
macro-avg. precision StdDev	0,04859600854259004	0,06119750011414042	0,06594476711853484	0,0603743635391485	0,06028646396787144	0,06119873520376212	0,0607076548367137	0,06789589891434508	0,06543119748875871	0,06198794121047034	0,06472059499890007	0,060205148637946765	0,06195536849482546	
macro-avg. Pos/Neg precision	0,163002365346212	0,20384440943903015	0,23936683073118817	0,26371764039623957	0,2934344146995077	0,29996691895995314	0,29800038847891025	0,30917601193131256	0,3222518925003445	0,31879868903456365	0,3318514491231461	0,3275902953900246	0,3428912145785967	
macro-avg. Pos/Neg precision StdDev	0,13268982844155558	0,09073193373223637	0,09621017325795114	0,08796045466697758	0,08921227695919784	0,09077259655935485	0,09040496051306256	0,0811780366271593	0,09493650866002111	0,09103478598585854	0,09523505002535082	0,08695446487697957	0,09128053310341526	
positiveRecall	0,9673718175529321	0,9721155429537781	0,9734692499193274	0,9793040350172703	0,9795090238708657	0,9801352079293256	0,9828031372222549	0,9771927765243275	0,9788260767010766	0,9759940533322887	0,9802607043798994	0,9788348832540008	0,9768978520787477	
positiveRecall StdDev	0,04416595438831008	0,04873445243459185	0,039254227652597035	0,03994570529040257	0,04177928161996167	0,037581619041658264	0,03638108288790669	0,10456076252432721	0,03990336661299845	0,047041335497615876	0,04041040994323509	0,04132334121293458	0,03613438461955738	
positivePrecision	0,20038579965785835	0,25730689894041275	0,2996154197110078	0,31857746665099584	0,3534665061890294	0,3540425870998625	0,3617209612283138	0,3829872685229659	0,3956225269828211	0,3897424163813482	0,38931993561134415	0,3887839767731407	0,4299732603605097	
